sample_id,kamer,positie,onderhoudscyclus,temp_zone1_C,temp_zone2_C,temp_zone3_C,druk_mbar,gasflow_1_sccm,gasflow_2_sccm,vermogen_W,procestijd_min,kamer_vochtigheid_pct,substraat_temp_C,inline_dikte_nm,inline_reflectantie,lab_dikte_nm,lab_uniformiteit_pct,lab_stress_MPa,lab_gemeten
VM-00194,Chamber_C,center,49,205.7,214.2,217.7,4.6,100.9,50.2,518,41.4,2.86,180.4,99.0,0.4959,,,,0
VM-00195,Chamber_B,center,15,203.4,211.7,219.4,5.26,98.6,47.2,492,45.3,2.04,179.4,99.0,0.4983,,,,0
VM-00196,Chamber_B,center,19,198.8,215.7,217.3,5.09,103.6,53.5,523,87.1,1.95,180.2,108.2,0.5207,102.78,93.3,63.2,1
VM-00197,Chamber_A,edge,36,205.9,210.4,217.3,5.06,102.0,50.7,523,60.4,2.64,179.4,93.1,0.5227,,,,0
VM-00198,Chamber_C,edge,24,198.8,213.7,215.4,5.24,102.0,50.9,504,83.9,2.85,181.0,103.1,0.497,,,,0
VM-00199,Chamber_C,center,43,206.8,215.2,220.1,4.94,97.8,52.6,514,93.2,1.39,175.6,105.1,0.5173,,,,0
VM-00200,Chamber_B,corner,19,199.0,217.6,217.6,4.6,94.0,54.6,485,31.4,0.75,179.7,100.2,0.4829,,,,0
VM-00201,Chamber_A,edge,19,202.3,212.9,223.2,4.51,94.1,51.9,524,79.7,1.93,180.6,104.7,0.5003,,,,0
VM-00202,Chamber_C,edge,1,191.3,213.1,229.4,5.08,97.9,51.5,486,30.3,2.78,186.8,97.3,0.5153,,,,0
VM-00203,Chamber_B,corner,17,207.1,213.9,215.4,5.34,88.5,46.8,495,68.4,2.4,182.5,106.3,0.4994,,,,0
VM-00204,Chamber_C,edge,28,204.4,214.6,225.0,5.33,98.4,48.0,515,94.8,2.52,178.6,97.2,0.5066,,,,0
VM-00205,Chamber_B,edge,33,205.1,206.0,219.7,5.06,91.5,51.3,488,82.3,1.22,176.9,102.1,0.4918,,,,0
VM-00206,Chamber_B,center,9,204.1,214.8,222.1,5.05,109.7,45.9,502,88.6,1.59,179.9,104.8,0.4939,107.02,95.0,62.6,1
VM-00207,Chamber_B,center,11,202.4,218.0,229.4,4.94,101.3,51.8,507,119.3,2.74,180.5,111.9,0.5091,,,,0
VM-00208,Chamber_A,edge,3,200.3,203.4,225.1,4.63,101.9,51.7,475,76.7,1.72,185.8,94.5,0.4939,,,,0
VM-00209,Chamber_A,edge,49,195.8,215.7,210.4,4.86,91.3,42.9,484,52.1,1.45,176.0,97.1,0.5051,,,,0
VM-00210,Chamber_A,edge,2,200.3,209.2,229.1,4.62,104.1,49.6,485,118.0,2.52,183.4,100.6,0.5041,,,,0
VM-00211,Chamber_C,center,16,195.0,209.7,222.4,5.02,98.7,48.7,514,89.7,2.11,180.4,98.9,0.5053,,,,0
VM-00212,Chamber_B,center,47,200.7,218.3,218.5,4.5,98.3,48.4,483,59.2,2.42,176.7,106.3,0.5029,,,,0
VM-00213,Chamber_A,corner,13,205.5,213.5,211.0,5.12,93.5,48.8,511,44.1,3.0,179.3,105.5,0.5142,,,,0
VM-00214,Chamber_A,center,7,206.3,209.1,218.3,4.97,100.1,57.6,510,36.3,2.18,182.1,104.4,0.4995,,,,0
VM-00215,Chamber_A,center,16,200.0,208.4,214.5,5.1,101.2,50.5,501,30.2,2.48,183.4,88.9,0.4791,,,,0
VM-00216,Chamber_C,center,14,194.6,208.6,213.9,4.94,106.1,50.3,523,52.3,2.35,180.0,97.8,0.5005,,,,0
VM-00217,Chamber_A,center,37,200.1,210.8,219.2,4.7,101.4,50.7,517,84.8,2.28,178.5,92.1,0.4928,100.25,94.1,56.7,1
VM-00218,Chamber_B,edge,28,197.9,211.3,217.3,5.02,101.5,47.4,514,53.2,1.74,182.1,94.3,0.5184,,,,0
VM-00219,Chamber_C,edge,5,195.3,210.4,227.0,5.13,105.0,50.8,480,48.4,1.65,182.4,104.9,0.5013,,,,0
VM-00220,Chamber_B,corner,8,204.2,205.7,221.5,4.76,100.9,46.2,528,66.0,1.83,178.9,106.3,0.5055,99.43,90.2,51.6,1
VM-00221,Chamber_C,center,42,199.0,211.8,220.5,5.43,99.8,49.6,500,39.9,3.18,180.8,92.8,0.4801,,,,0
VM-00222,Chamber_A,center,9,199.1,210.0,216.3,4.35,95.0,51.6,522,50.9,2.75,177.1,101.7,0.5076,98.75,91.9,46.5,1
VM-00223,Chamber_B,corner,48,195.7,205.9,216.2,5.24,96.6,53.8,496,76.8,1.26,181.1,94.0,0.4887,,,,0
VM-00224,Chamber_A,center,17,202.6,217.3,216.7,4.37,97.0,48.0,508,55.4,1.51,184.3,107.7,0.4973,,,,0
VM-00225,Chamber_A,corner,37,200.0,199.8,216.2,5.3,101.5,55.0,512,39.7,1.95,181.1,94.3,0.5099,,,,0
VM-00226,Chamber_C,center,46,200.0,210.0,226.5,4.9,90.2,52.4,473,78.5,1.76,179.1,106.2,0.5099,,,,0
VM-00227,Chamber_C,center,24,201.7,209.2,215.6,5.46,90.4,49.2,503,119.5,1.55,175.9,99.5,0.4942,,,,0
VM-00228,Chamber_A,edge,34,206.4,213.4,216.2,4.53,106.2,49.1,507,100.0,2.08,181.8,108.5,0.509,102.15,93.1,47.7,1
VM-00229,Chamber_C,center,27,202.6,207.0,215.9,4.76,106.2,44.1,510,71.7,1.02,176.7,101.8,0.4984,,,,0
VM-00230,Chamber_B,edge,43,198.4,217.7,216.3,4.64,101.3,49.4,531,46.4,1.03,181.0,106.2,0.5214,105.88,93.5,69.5,1
VM-00231,Chamber_A,edge,21,201.4,212.4,224.9,5.07,94.2,53.1,491,120.0,1.58,179.0,105.4,0.5201,105.04,91.3,51.4,1
VM-00232,Chamber_B,center,20,196.5,210.8,217.1,5.1,99.4,52.2,504,117.5,2.32,181.7,101.8,0.4999,,,,0
VM-00233,Chamber_B,center,43,186.8,211.9,224.8,5.19,105.7,57.2,535,64.1,1.31,178.3,102.2,0.5173,,,,0
VM-00234,Chamber_A,corner,25,199.2,202.3,213.6,5.52,103.7,48.3,508,86.7,1.91,176.5,97.6,0.4819,,,,0
VM-00235,Chamber_B,center,44,191.3,214.8,223.0,4.88,96.1,53.7,497,96.8,2.4,182.8,103.4,0.5005,,,,0
VM-00236,Chamber_C,corner,38,197.2,218.0,227.6,5.28,107.6,51.6,511,80.4,1.86,181.0,104.2,0.5159,,,,0
VM-00237,Chamber_B,center,31,199.5,215.4,227.1,4.93,102.7,50.5,507,84.0,1.2,182.2,109.6,0.515,,,,0
VM-00238,Chamber_B,edge,42,195.1,216.3,218.9,4.83,95.5,51.4,522,81.3,1.6,176.1,103.8,0.5126,,,,0
VM-00239,Chamber_C,corner,35,202.7,210.6,218.6,4.37,107.5,48.5,497,97.7,2.04,179.7,101.1,0.504,,,,0
VM-00240,Chamber_A,edge,48,206.3,209.3,214.7,5.0,98.6,48.5,509,95.8,1.56,185.3,102.9,0.49,101.62,93.2,47.9,1
VM-00241,Chamber_B,corner,49,198.4,203.9,220.2,4.96,103.3,48.7,495,65.1,1.91,175.7,93.8,0.489,,,,0
VM-00242,Chamber_B,corner,21,192.7,210.2,227.5,4.42,105.3,49.4,511,80.0,1.88,181.2,99.2,0.4991,,,,0
VM-00243,Chamber_C,edge,13,205.0,204.2,227.6,5.43,96.9,45.9,477,114.2,2.05,180.4,100.7,0.4928,,,,0
VM-00244,Chamber_C,center,29,195.5,208.6,219.7,5.2,107.2,54.1,501,77.1,1.98,173.1,103.6,0.5049,,,,0
VM-00245,Chamber_C,center,26,203.1,212.8,216.2,5.09,107.3,51.7,494,119.4,2.43,175.9,116.3,0.5205,,,,0
VM-00246,Chamber_C,corner,33,206.6,206.1,210.9,4.74,92.9,50.7,506,61.2,1.82,182.0,91.1,0.4922,,,,0
VM-00247,Chamber_B,corner,30,194.5,210.3,219.3,5.31,93.6,48.7,501,71.4,2.28,183.6,99.1,0.5033,,,,0
VM-00248,Chamber_B,center,28,195.0,216.4,221.8,4.82,96.4,46.6,524,60.7,2.08,181.3,98.3,0.5095,,,,0
VM-00249,Chamber_C,center,5,202.1,201.3,221.2,5.02,99.5,49.0,509,113.7,1.82,186.8,98.9,0.4952,,,,0
VM-00250,Chamber_B,center,7,208.7,208.4,215.5,5.27,98.6,49.5,489,68.1,1.3,185.6,97.6,0.5074,,,,0
VM-00251,Chamber_A,edge,14,198.3,209.4,218.5,5.2,94.2,44.0,463,39.2,1.78,179.9,103.3,0.5028,98.5,92.6,46.8,1
VM-00252,Chamber_B,center,5,203.1,201.7,220.8,5.15,98.4,53.4,500,82.0,1.96,177.5,99.4,0.4946,,,,0
VM-00253,Chamber_B,corner,21,200.8,204.7,225.7,5.5,98.5,47.0,496,78.3,1.87,174.3,102.9,0.5033,100.78,91.8,50.1,1
VM-00254,Chamber_A,edge,34,198.7,210.9,224.1,5.06,96.8,48.1,522,32.1,2.3,183.5,95.3,0.4901,,,,0
VM-00255,Chamber_C,center,18,194.2,208.5,224.6,5.1,96.7,46.5,499,70.8,1.63,180.9,89.2,0.4862,,,,0
VM-00256,Chamber_A,center,39,203.8,214.8,225.1,4.7,101.4,48.1,505,37.1,2.22,180.6,101.9,0.4858,,,,0
VM-00257,Chamber_C,edge,40,193.8,206.7,222.6,5.1,104.8,46.4,533,48.5,1.43,179.9,95.8,0.4971,,,,0
VM-00258,Chamber_B,corner,20,195.5,206.9,218.1,4.84,107.7,44.4,529,67.5,2.32,177.6,107.7,0.4902,,,,0
VM-00259,Chamber_C,edge,5,199.7,218.2,218.7,4.68,99.5,51.2,513,107.6,2.54,181.1,116.4,0.5149,,,,0
VM-00260,Chamber_A,center,22,203.6,205.6,219.1,5.36,99.9,50.9,480,98.7,3.2,184.6,104.8,0.4873,,,,0
VM-00261,Chamber_B,edge,45,205.1,200.0,216.9,4.93,92.4,54.1,519,69.6,2.2,179.3,103.6,0.4832,,,,0
VM-00262,Chamber_A,edge,27,197.7,209.5,215.1,4.76,101.5,48.1,503,41.0,3.48,178.7,96.1,0.5054,,,,0
VM-00263,Chamber_A,corner,41,197.0,215.7,221.5,5.4,108.2,53.0,498,117.6,1.66,179.8,95.6,0.5103,,,,0
VM-00264,Chamber_A,center,19,199.0,206.9,214.2,4.95,102.8,54.7,499,95.3,1.83,182.4,102.0,0.4982,,,,0
VM-00265,Chamber_B,edge,47,194.1,205.7,231.7,5.27,105.9,52.3,517,61.0,3.17,177.3,103.8,0.5165,101.23,91.7,41.8,1
VM-00266,Chamber_A,edge,33,195.7,210.8,217.8,5.27,92.6,49.5,498,86.8,2.1,178.3,105.4,0.5033,,,,0
VM-00267,Chamber_C,corner,39,198.4,199.6,226.3,4.39,99.0,49.9,505,60.0,2.47,183.0,86.7,0.4799,92.11,91.4,26.6,1
VM-00268,Chamber_A,corner,45,189.6,212.6,218.5,5.42,86.8,52.8,489,84.8,1.88,178.3,96.1,0.5173,,,,0
VM-00269,Chamber_B,edge,39,197.8,212.8,216.9,5.1,101.4,48.4,492,60.0,2.82,182.6,106.3,0.4859,,,,0
VM-00270,Chamber_B,center,6,201.7,216.4,217.0,4.61,102.0,48.4,547,117.8,1.89,174.4,103.2,0.512,,,,0
VM-00271,Chamber_B,center,3,194.9,209.1,228.6,4.47,98.4,44.8,461,50.1,2.71,176.0,101.4,0.5003,,,,0
VM-00272,Chamber_C,edge,4,199.2,210.8,215.1,5.31,99.8,48.4,489,70.2,1.06,176.7,101.4,0.5119,,,,0
VM-00273,Chamber_C,edge,31,201.8,211.4,223.9,4.78,98.2,48.9,470,51.0,1.76,175.9,96.9,0.4843,,,,0
VM-00274,Chamber_B,center,47,199.9,215.6,219.7,5.0,99.8,50.3,480,72.5,1.66,181.7,99.9,0.4982,,,,0
VM-00275,Chamber_A,edge,8,195.7,206.6,224.6,5.15,97.7,54.2,480,88.4,1.88,179.1,100.9,0.5014,,,,0
VM-00276,Chamber_B,corner,13,198.4,202.3,221.7,5.3,96.6,47.3,498,57.7,1.98,178.1,96.2,0.5132,,,,0
VM-00277,Chamber_B,center,1,198.5,211.2,222.6,4.66,107.1,47.0,537,58.6,2.15,175.3,98.8,0.5192,100.86,96.0,65.5,1
VM-00278,Chamber_B,edge,49,202.1,206.1,216.2,4.8,102.0,50.7,503,105.6,2.42,174.6,107.2,0.5081,,,,0
VM-00279,Chamber_B,edge,4,200.9,202.4,216.8,4.76,100.6,50.7,531,41.4,3.1,176.6,88.3,0.5009,,,,0
VM-00280,Chamber_A,edge,13,199.2,207.4,217.6,4.47,96.9,52.7,525,82.8,1.52,182.8,89.2,0.4943,,,,0
VM-00281,Chamber_C,center,32,189.2,205.2,216.5,5.13,95.3,51.2,507,31.1,1.21,179.5,96.1,0.5165,,,,0
VM-00282,Chamber_C,edge,14,207.2,212.5,225.8,4.98,101.2,49.6,502,64.2,1.14,181.0,110.0,0.5083,,,,0
VM-00283,Chamber_A,center,38,196.0,211.6,217.1,5.09,98.1,53.5,477,31.2,2.23,179.0,101.9,0.486,,,,0
VM-00284,Chamber_A,edge,8,195.3,205.0,220.3,4.87,114.5,51.4,488,65.3,0.67,181.7,100.7,0.5078,,,,0
VM-00285,Chamber_C,edge,38,202.9,209.0,219.5,5.19,100.0,51.0,504,47.8,1.07,179.9,95.8,0.4939,,,,0
VM-00286,Chamber_A,center,15,196.8,218.5,217.9,5.22,100.0,49.4,505,72.3,2.12,180.2,105.1,0.5182,,,,0
VM-00287,Chamber_A,edge,38,192.0,207.1,219.5,5.09,106.4,53.6,482,41.9,2.92,177.2,95.1,0.4949,,,,0
VM-00288,Chamber_A,edge,3,198.5,207.1,223.8,4.78,103.7,50.3,485,102.3,2.08,176.4,101.9,0.4806,,,,0
VM-00289,Chamber_A,edge,49,194.2,221.5,222.6,5.09,101.0,48.6,478,117.3,1.28,180.0,104.2,0.4959,105.86,90.5,72.8,1
VM-00290,Chamber_C,center,33,196.7,220.7,213.0,4.82,100.5,45.8,508,119.9,1.65,182.2,106.7,0.5114,,,,0
VM-00291,Chamber_C,edge,21,191.5,208.5,217.0,5.11,95.9,55.3,514,95.5,1.34,181.7,92.4,0.5081,100.61,91.3,42.9,1
VM-00292,Chamber_C,edge,47,200.7,212.8,224.4,4.84,97.4,49.5,484,94.5,1.28,183.7,110.2,0.5075,,,,0
VM-00293,Chamber_A,edge,44,197.2,211.2,223.0,4.86,100.8,46.0,473,104.9,1.83,183.9,100.6,0.4915,,,,0
VM-00294,Chamber_A,corner,34,198.2,208.1,220.8,4.48,106.5,51.8,501,114.6,2.29,181.7,108.4,0.5066,,,,0
VM-00295,Chamber_A,edge,41,199.8,211.3,219.1,5.19,108.0,51.2,513,86.3,1.36,181.0,101.1,0.4928,,,,0
VM-00296,Chamber_A,center,18,196.8,208.2,215.4,5.05,98.9,49.5,489,67.9,1.56,176.3,97.7,0.4998,,,,0
VM-00297,Chamber_C,center,35,200.1,211.8,213.1,5.41,111.6,45.1,493,118.8,1.58,176.6,96.2,0.5024,,,,0
VM-00298,Chamber_B,center,13,190.6,207.4,215.7,5.87,101.3,52.6,509,101.9,2.41,176.2,106.1,0.5028,,,,0
VM-00299,Chamber_B,center,22,207.8,207.9,220.8,5.27,98.7,50.7,449,85.3,2.19,178.7,98.3,0.4939,,,,0
VM-00300,Chamber_C,corner,2,198.4,210.4,218.8,4.69,104.3,49.9,509,38.2,2.5,180.4,93.0,0.5103,,,,0
VM-00301,Chamber_C,edge,44,203.9,202.3,227.3,5.09,102.9,51.1,505,42.5,2.33,181.6,91.3,0.5108,,,,0
VM-00302,Chamber_B,corner,20,199.2,209.3,219.1,5.05,98.6,48.4,451,58.8,2.31,182.3,93.4,0.4971,,,,0
VM-00303,Chamber_C,center,18,197.9,214.4,220.7,5.17,98.1,50.6,534,98.4,1.76,179.6,109.9,0.521,,,,0
VM-00304,Chamber_A,center,23,198.5,204.6,224.4,5.18,101.4,45.2,531,52.1,2.85,182.0,95.9,0.484,,,,0
VM-00305,Chamber_A,edge,33,191.4,213.5,219.0,5.24,106.1,49.1,484,82.4,3.01,174.4,102.8,0.5001,101.37,91.8,60.9,1
VM-00306,Chamber_A,center,30,194.4,218.0,212.9,4.84,98.2,50.1,508,73.9,2.54,175.9,105.1,0.5018,,,,0
VM-00307,Chamber_A,edge,31,203.6,216.0,226.3,4.83,99.9,51.8,539,112.6,2.38,175.9,103.4,0.528,,,,0
VM-00308,Chamber_A,corner,29,204.0,211.3,223.5,5.55,96.7,50.9,480,35.6,2.38,179.9,97.5,0.4986,,,,0
VM-00309,Chamber_C,edge,48,201.7,207.6,217.9,4.75,101.2,49.6,484,54.3,1.66,180.0,98.8,0.4897,,,,0
VM-00310,Chamber_C,corner,48,194.7,212.2,214.9,4.6,98.8,49.0,482,90.4,2.17,182.8,100.6,0.4931,,,,0
VM-00311,Chamber_B,edge,24,201.6,212.5,224.5,5.05,90.7,44.4,459,82.9,2.29,180.8,105.5,0.4834,,,,0
VM-00312,Chamber_C,center,35,194.2,208.3,221.8,5.17,100.1,49.4,517,36.9,2.2,176.9,94.2,0.5008,,,,0
VM-00313,Chamber_A,center,10,196.2,213.2,223.2,5.05,100.2,48.4,524,54.3,1.47,176.6,104.0,0.5042,,,,0
VM-00314,Chamber_C,edge,35,197.3,212.9,222.0,5.57,100.1,46.5,463,95.2,1.97,179.8,84.8,0.4909,,,,0
VM-00315,Chamber_A,corner,34,196.3,201.6,221.0,5.33,101.1,57.3,489,88.0,2.36,181.3,98.1,0.4961,,,,0
VM-00316,Chamber_C,edge,7,202.0,208.9,217.4,5.36,104.0,51.5,485,106.0,2.22,173.0,104.3,0.5125,,,,0
VM-00317,Chamber_C,corner,34,206.9,209.5,220.4,4.59,101.6,48.1,457,66.2,1.81,176.3,96.5,0.482,,,,0
VM-00318,Chamber_A,center,10,197.3,208.6,209.8,4.12,97.6,45.6,508,37.4,2.65,184.2,103.9,0.4997,99.62,95.2,43.4,1
VM-00319,Chamber_B,corner,37,197.8,217.1,225.5,5.24,102.4,47.8,512,46.5,1.55,180.2,113.0,0.4872,,,,0
VM-00320,Chamber_A,center,19,200.4,210.9,218.0,5.02,104.6,47.9,546,72.1,2.53,181.0,110.4,0.5201,,,,0
VM-00321,Chamber_C,center,13,195.2,214.6,216.7,5.08,103.6,48.0,486,47.3,2.21,180.7,96.9,0.5104,,,,0
VM-00322,Chamber_C,corner,29,200.6,218.6,219.6,4.73,99.8,49.6,510,77.1,1.93,179.0,100.7,0.5231,,,,0
VM-00323,Chamber_C,edge,2,203.1,213.4,215.8,5.17,105.7,48.0,494,35.9,1.33,183.1,103.4,0.479,,,,0
VM-00324,Chamber_C,center,40,198.6,211.8,218.3,5.14,101.8,50.3,501,40.9,1.94,179.5,106.4,0.4798,,,,0
VM-00325,Chamber_C,edge,22,193.6,211.1,226.0,4.73,103.4,47.5,488,47.3,2.12,176.4,98.9,0.487,99.5,90.3,56.0,1
VM-00326,Chamber_A,center,37,197.1,210.2,213.6,5.43,103.5,47.9,512,39.1,1.29,183.9,99.2,0.4968,,,,0
VM-00327,Chamber_A,center,33,201.8,214.0,225.0,4.8,102.4,47.9,491,76.3,1.54,176.5,102.8,0.4913,,,,0
VM-00328,Chamber_B,edge,47,201.0,203.5,220.0,5.3,98.1,51.8,536,38.6,2.06,175.0,87.2,0.5051,,,,0
VM-00329,Chamber_C,center,16,196.6,212.0,215.6,4.99,95.2,48.7,514,117.0,2.47,179.7,102.6,0.5021,,,,0
VM-00330,Chamber_A,edge,48,200.9,211.7,223.2,4.37,102.4,51.9,474,69.5,1.07,178.8,98.8,0.5002,,,,0
VM-00331,Chamber_C,edge,8,203.6,204.1,222.4,4.65,96.1,48.2,444,85.6,1.36,179.2,101.5,0.4968,,,,0
VM-00332,Chamber_C,edge,45,195.0,202.8,214.0,4.99,107.1,50.6,527,45.7,1.62,181.6,89.6,0.5068,,,,0
VM-00333,Chamber_A,center,35,202.2,214.6,217.4,5.43,102.5,48.6,480,41.2,1.94,178.3,101.3,0.5126,,,,0
VM-00334,Chamber_B,edge,25,198.5,214.1,216.2,5.3,102.0,55.8,548,75.7,2.3,179.3,103.6,0.5031,,,,0
VM-00335,Chamber_B,edge,20,205.1,205.5,220.3,4.81,97.4,49.0,513,43.7,1.33,180.3,100.0,0.4819,,,,0
VM-00336,Chamber_B,corner,2,195.5,215.5,215.6,5.13,98.0,52.4,513,101.3,2.29,177.4,105.3,0.5091,104.86,92.8,68.9,1
VM-00337,Chamber_B,center,29,206.7,206.6,227.8,4.65,102.4,51.4,468,31.5,2.4,175.2,102.0,0.48,99.26,94.1,53.8,1
VM-00338,Chamber_C,center,29,199.4,214.8,219.1,5.13,103.9,47.8,506,57.5,2.29,180.0,100.8,0.5074,,,,0
VM-00339,Chamber_A,edge,7,203.0,212.4,220.6,5.0,93.6,50.2,535,89.9,2.06,181.9,96.8,0.4903,,,,0
VM-00340,Chamber_C,center,49,202.5,214.8,217.5,4.9,105.1,49.9,498,110.8,1.72,183.8,100.4,0.5109,,,,0
VM-00341,Chamber_B,corner,1,190.2,214.3,220.9,5.11,99.5,54.2,519,79.0,1.99,177.0,111.5,0.5067,,,,0
VM-00342,Chamber_A,edge,15,201.9,203.4,217.7,5.07,99.1,44.5,509,115.7,1.84,178.5,89.9,0.4991,,,,0
VM-00343,Chamber_B,edge,9,202.6,205.6,217.8,4.61,94.3,50.6,512,59.3,2.16,179.6,102.8,0.4816,,,,0
VM-00344,Chamber_B,edge,17,198.9,208.5,213.7,4.67,96.8,50.8,529,33.0,1.53,179.0,97.4,0.5002,,,,0
VM-00345,Chamber_C,edge,16,193.0,211.3,223.4,4.68,101.0,52.2,495,114.3,1.43,179.1,96.8,0.4998,,,,0
VM-00346,Chamber_A,center,44,200.8,212.6,221.2,4.71,96.0,45.1,486,110.7,1.66,183.0,100.1,0.5149,,,,0
VM-00347,Chamber_B,edge,22,199.2,211.1,222.1,4.62,97.4,48.3,532,103.3,2.07,178.5,107.3,0.5073,,,,0
VM-00348,Chamber_A,center,17,192.4,213.0,221.3,5.26,105.3,48.4,492,46.6,1.57,180.7,97.5,0.4924,,,,0
VM-00349,Chamber_C,center,14,200.0,207.8,219.6,5.06,87.5,48.9,502,108.7,2.58,179.6,92.9,0.5064,,,,0
VM-00350,Chamber_C,corner,12,200.0,202.1,221.9,4.64,106.0,47.6,530,38.5,1.6,177.6,96.2,0.4895,,,,0
VM-00351,Chamber_C,center,43,200.8,211.0,224.7,4.71,97.8,49.2,510,47.5,1.68,178.9,98.4,0.4939,100.98,93.5,50.3,1
VM-00352,Chamber_B,center,49,201.9,205.4,225.5,5.0,101.3,51.1,507,68.5,2.12,179.4,108.4,0.4943,,,,0
VM-00353,Chamber_C,center,49,206.0,210.9,226.2,4.8,100.0,50.0,503,104.3,1.83,175.0,108.9,0.5078,,,,0
VM-00354,Chamber_A,center,3,197.6,216.3,212.4,5.26,97.8,51.7,500,111.4,0.92,177.6,105.0,0.5026,,,,0
VM-00355,Chamber_C,center,43,201.3,210.5,224.7,4.78,105.8,52.9,508,118.5,2.71,183.7,100.3,0.5188,,,,0
VM-00356,Chamber_B,edge,3,207.7,213.8,217.2,4.88,106.6,53.8,491,57.5,2.05,178.6,105.0,0.4908,103.39,94.5,50.2,1
VM-00357,Chamber_C,edge,46,199.5,212.6,223.9,4.59,92.6,55.6,541,82.3,2.39,180.2,103.7,0.5121,,,,0
VM-00358,Chamber_B,edge,47,198.7,210.6,220.3,4.98,89.9,42.4,499,39.3,1.86,180.8,96.3,0.5038,,,,0
VM-00359,Chamber_C,corner,18,192.3,210.9,217.4,5.48,109.6,50.1,506,76.7,2.15,183.0,103.9,0.5078,,,,0
VM-00360,Chamber_A,center,45,199.8,208.5,223.8,4.78,107.0,46.6,492,32.8,2.05,178.2,98.2,0.5164,,,,0
VM-00361,Chamber_A,corner,11,204.5,204.2,218.6,5.56,97.6,47.8,500,56.8,2.47,177.7,95.2,0.4983,,,,0
VM-00362,Chamber_B,center,10,205.3,206.6,225.9,5.29,95.7,51.2,485,108.1,2.23,182.7,101.2,0.506,,,,0
VM-00363,Chamber_A,center,3,208.5,210.8,218.8,4.79,109.8,56.0,509,34.5,1.64,181.8,97.0,0.4961,98.49,94.7,35.1,1
VM-00364,Chamber_B,center,46,196.8,211.2,220.2,4.85,94.6,50.5,544,104.1,1.45,183.4,102.9,0.508,,,,0
VM-00365,Chamber_A,center,15,203.1,209.1,217.2,5.18,97.0,52.8,475,102.4,1.97,180.7,113.7,0.5024,,,,0
VM-00366,Chamber_B,corner,10,206.6,210.6,224.7,4.21,99.8,48.6,520,41.3,2.43,175.7,92.1,0.4865,,,,0
VM-00367,Chamber_A,corner,25,212.5,207.8,222.4,5.04,91.6,51.0,514,99.1,1.66,178.5,96.4,0.5128,,,,0
VM-00368,Chamber_C,corner,43,199.2,211.6,215.8,4.92,98.3,48.3,513,88.5,1.83,180.7,104.6,0.5228,,,,0
VM-00369,Chamber_A,center,8,200.4,208.4,217.1,5.35,104.4,55.2,479,55.6,2.35,181.8,106.5,0.4941,,,,0
VM-00370,Chamber_B,edge,24,187.0,214.4,214.3,5.25,100.0,52.6,493,64.0,2.14,176.7,105.4,0.5042,,,,0
VM-00371,Chamber_C,center,4,198.1,203.8,217.9,4.56,96.6,48.7,533,78.6,2.31,183.1,89.9,0.4746,,,,0
VM-00372,Chamber_C,center,35,193.0,215.2,218.7,5.14,101.9,51.7,515,113.1,1.43,183.0,103.0,0.512,,,,0
VM-00373,Chamber_B,center,40,198.4,215.7,214.7,4.88,99.9,47.2,479,59.4,2.47,176.5,101.5,0.5124,,,,0
VM-00374,Chamber_C,edge,13,196.9,209.7,223.7,5.28,99.5,51.3,490,95.1,1.45,178.4,108.4,0.502,102.29,93.1,51.8,1
VM-00375,Chamber_B,center,12,195.0,212.2,211.8,5.22,108.6,48.6,567,76.6,1.89,181.7,92.1,0.5048,,,,0
VM-00376,Chamber_B,edge,49,191.9,209.8,221.6,4.84,99.0,50.0,505,76.6,2.18,181.8,97.4,0.4989,,,,0
VM-00377,Chamber_A,edge,24,203.5,208.2,218.8,5.29,98.1,48.5,485,60.9,1.78,178.7,95.0,0.465,95.53,90.2,50.0,1
VM-00378,Chamber_C,center,48,208.9,207.3,225.3,5.43,99.8,48.1,492,31.1,2.08,176.9,86.9,0.478,,,,0
VM-00379,Chamber_A,center,41,203.1,207.9,208.2,5.1,108.1,52.5,482,91.7,2.08,183.5,99.2,0.4962,,,,0
VM-00380,Chamber_A,edge,32,195.4,203.5,220.8,5.31,108.8,40.1,516,111.9,2.19,183.6,93.7,0.481,,,,0
VM-00381,Chamber_C,center,21,202.5,209.2,215.6,4.89,104.6,51.1,486,104.3,1.84,178.9,104.6,0.5037,,,,0
VM-00382,Chamber_B,edge,49,203.7,200.4,217.4,5.21,97.2,53.9,488,83.8,2.22,178.1,103.6,0.4864,,,,0
VM-00383,Chamber_C,edge,37,199.4,208.7,227.0,4.93,102.4,49.4,474,41.5,2.06,182.9,99.5,0.5057,,,,0
VM-00384,Chamber_B,edge,41,203.9,210.6,214.9,5.05,100.3,51.3,504,104.2,2.3,181.4,90.6,0.5148,,,,0
VM-00385,Chamber_A,edge,42,203.5,211.9,226.7,5.11,100.0,53.2,536,117.6,1.79,185.2,97.5,0.4869,,,,0
VM-00386,Chamber_C,corner,19,200.0,207.5,221.2,4.85,101.6,50.4,509,63.1,2.19,181.1,100.7,0.5073,,,,0
VM-00387,Chamber_B,edge,24,203.3,215.3,219.9,4.82,111.5,55.1,480,30.1,1.56,175.6,100.7,0.4993,,,,0
VM-00388,Chamber_C,edge,32,192.7,206.8,215.0,5.2,99.2,46.5,506,75.2,2.12,183.3,104.8,0.4964,,,,0
