inspectie_id,product_type,productielijn,lijnsnelheid_per_min,oppervlakte_px,omtrek_px,circulariteit,aspectverhouding,compactheid,gem_intensiteit,std_intensiteit,kleuruniformiteit,contrast,correlatie,energie,homogeniteit,randdichtheid,ruwheid,aantal_contouren,confidence_score,defect_type,goedgekeurd
VIS-000157,tablet,Lijn_1,193,7946,322.8,0.978,1.019,0.897,193.4,8.4,0.988,22.78,0.849,0.244,0.735,0.196,0.055,0,0.444,kras,0
VIS-000158,vial,Lijn_3,156,13931,402.2,1.065,0.992,0.856,166.9,9.1,0.888,2.47,0.776,0.434,0.747,0.161,0.0536,4,0.915,geen,1
VIS-000159,tablet,Lijn_1,202,7870,309.9,1.042,1.019,0.858,171.1,16.1,0.925,10.29,0.89,0.222,0.798,0.142,0.0637,3,0.761,geen,1
VIS-000160,tablet,Lijn_2,309,8368,339.3,0.921,0.969,0.818,168.2,12.7,0.913,4.51,0.879,0.268,0.79,0.135,0.0565,1,0.939,geen,1
VIS-000161,vial,Lijn_2,297,14578,423.7,1.019,1.008,0.848,151.5,14.1,0.957,13.29,0.855,0.261,0.738,0.236,0.0469,3,0.505,kras,0
VIS-000162,tablet,Lijn_2,297,8028,310.3,1.037,1.006,0.921,167.5,13.2,0.876,5.37,0.888,0.328,0.896,0.194,0.0469,0,0.957,geen,1
VIS-000163,tablet,Lijn_3,145,8251,318.7,0.99,0.978,0.845,168.9,14.5,0.937,12.6,0.892,0.362,0.856,0.146,0.0725,0,0.908,geen,1
VIS-000164,vial,Lijn_2,292,14680,413.8,1.086,0.949,0.877,190.2,10.6,0.899,5.63,0.841,0.302,0.807,0.188,0.0482,0,0.958,geen,1
VIS-000165,tablet,Lijn_1,204,8286,335.0,0.751,1.155,0.801,178.0,13.2,0.933,3.86,0.867,0.235,0.794,0.148,0.0471,2,0.349,vormafwijking,0
VIS-000166,capsule,Lijn_3,148,5993,279.3,0.958,0.986,0.857,156.4,11.3,0.951,14.29,0.866,0.388,0.776,0.184,0.0504,3,0.819,geen,1
VIS-000167,vial,Lijn_2,290,14089,422.3,0.993,1.014,0.84,181.1,12.8,0.97,11.06,0.843,0.314,0.738,0.318,0.0409,0,0.307,kras,0
VIS-000168,tablet,Lijn_2,298,8242,312.8,1.038,1.054,0.781,170.7,12.3,0.941,14.14,0.823,0.341,0.798,0.132,0.0355,3,0.897,geen,1
VIS-000169,vial,Lijn_1,209,15791,448.7,0.979,1.042,0.868,172.8,9.4,0.901,7.32,0.8,0.303,0.755,0.154,0.0458,2,0.622,geen,1
VIS-000170,vial,Lijn_1,208,14853,444.3,0.878,1.064,0.77,196.3,15.6,0.919,13.96,0.869,0.441,0.752,0.21,0.0456,2,0.51,vormafwijking,0
VIS-000171,capsule,Lijn_2,302,5824,280.7,0.923,1.0,0.84,185.1,17.0,0.862,11.42,0.76,0.33,0.765,0.135,0.0411,5,0.13,deeltje,0
VIS-000172,capsule,Lijn_1,190,6161,283.8,0.96,0.994,0.846,181.8,8.1,0.875,11.31,0.82,0.287,0.765,0.134,0.0568,3,0.818,geen,1
VIS-000173,capsule,Lijn_3,159,5954,269.3,1.0,0.997,0.814,204.7,15.9,0.97,5.84,0.925,0.235,0.81,0.105,0.0527,6,0.575,deeltje,0
VIS-000174,capsule,Lijn_1,207,6460,287.5,0.987,0.97,0.837,189.7,10.2,0.974,13.22,0.94,0.383,0.827,0.158,0.0415,0,0.861,geen,1
VIS-000175,tablet,Lijn_1,205,8230,335.1,0.739,1.137,0.757,168.7,14.4,0.921,2.38,0.847,0.3,0.757,0.181,0.0394,2,0.174,vormafwijking,0
VIS-000176,tablet,Lijn_3,146,7839,320.2,0.925,1.026,0.834,160.4,10.2,0.896,13.33,0.895,0.269,0.789,0.247,0.0444,1,0.798,geen,1
VIS-000177,tablet,Lijn_3,144,8046,308.2,1.087,0.956,0.818,192.4,11.6,0.961,11.35,0.837,0.297,0.789,0.276,0.0627,0,0.46,kras,0
VIS-000178,vial,Lijn_1,191,14396,409.9,0.932,0.977,0.814,176.1,8.1,0.925,3.08,0.778,0.342,0.729,0.354,0.1309,7,0.467,barst,0
VIS-000179,capsule,Lijn_3,140,6057,281.3,1.01,0.991,0.909,177.3,15.6,0.92,10.62,0.848,0.31,0.766,0.162,0.0277,1,0.862,geen,1
VIS-000180,capsule,Lijn_2,290,6141,271.8,1.033,0.986,0.819,187.2,10.6,0.898,4.86,0.843,0.362,0.823,0.144,0.0509,2,0.771,geen,1
VIS-000181,vial,Lijn_3,158,14889,426.9,1.071,1.002,0.827,174.3,9.3,0.937,4.47,0.883,0.252,0.764,0.175,0.0486,4,0.887,geen,1
VIS-000182,capsule,Lijn_2,308,5793,264.7,1.027,1.001,0.858,183.2,11.7,0.923,16.68,0.835,0.322,0.736,0.294,0.0476,1,0.186,kras,0
VIS-000183,capsule,Lijn_3,147,5700,266.3,1.009,1.031,0.856,212.3,13.6,0.921,3.25,0.872,0.295,0.791,0.131,0.0556,3,0.719,geen,1
VIS-000184,capsule,Lijn_3,157,5877,288.1,0.876,0.945,0.84,208.8,8.7,0.882,8.18,0.904,0.406,0.752,0.143,0.0515,3,0.816,geen,1
VIS-000185,tablet,Lijn_3,147,7876,330.4,0.921,1.019,0.863,181.6,9.5,0.909,6.79,0.911,0.342,0.804,0.165,0.0391,6,0.8,geen,1
VIS-000186,capsule,Lijn_2,306,5892,261.9,1.128,0.949,0.794,144.2,23.7,0.765,3.63,0.871,0.349,0.762,0.132,0.0464,0,0.13,verkleuring,0
VIS-000187,capsule,Lijn_1,200,5887,284.1,0.944,0.988,0.858,174.7,15.2,0.906,8.34,0.838,0.282,0.79,0.157,0.0475,3,0.497,geen,1
VIS-000188,tablet,Lijn_1,203,8008,323.2,0.969,1.037,0.85,180.7,9.1,0.914,2.29,0.839,0.239,0.822,0.19,0.0363,3,0.664,geen,1
VIS-000189,capsule,Lijn_3,156,6086,273.8,1.015,1.028,0.85,191.3,14.2,0.97,22.4,0.787,0.28,0.831,0.162,0.0571,3,0.895,geen,1
VIS-000190,vial,Lijn_1,193,14765,450.2,0.907,1.017,0.871,165.1,13.8,0.92,24.82,0.815,0.293,0.811,0.148,0.0548,0,0.955,geen,1
VIS-000191,vial,Lijn_3,144,15109,452.8,0.911,1.034,0.836,166.9,9.1,0.947,2.82,0.84,0.364,0.776,0.139,0.0585,4,0.774,geen,1
VIS-000192,tablet,Lijn_3,146,8246,339.5,0.904,1.03,0.793,208.0,17.8,0.891,2.91,0.786,0.304,0.761,0.146,0.0363,2,0.739,geen,1
VIS-000193,capsule,Lijn_2,290,6347,286.8,0.962,1.008,0.792,186.5,18.5,0.912,4.32,0.81,0.265,0.814,0.164,0.0633,4,0.832,geen,1
VIS-000194,capsule,Lijn_3,152,5953,270.4,1.045,0.956,0.859,205.6,12.3,0.867,4.55,0.881,0.27,0.689,0.117,0.0699,0,0.708,geen,1
VIS-000195,vial,Lijn_1,208,14478,454.4,0.86,0.986,0.872,179.9,12.8,0.914,2.74,0.789,0.403,0.744,0.197,0.055,3,0.708,geen,1
VIS-000196,tablet,Lijn_2,304,7971,333.1,0.924,1.023,0.819,173.4,12.8,0.912,3.62,0.784,0.377,0.751,0.104,0.0786,2,0.497,geen,1
VIS-000197,capsule,Lijn_2,309,5727,267.5,0.982,0.983,0.837,177.4,9.2,0.976,14.14,0.941,0.369,0.83,0.152,0.049,4,0.815,geen,1
VIS-000198,tablet,Lijn_2,292,8297,324.6,0.967,1.024,0.832,185.8,13.4,0.96,8.45,0.807,0.325,0.84,0.161,0.0363,1,0.701,geen,1
VIS-000199,vial,Lijn_1,207,14959,448.7,0.928,0.973,0.843,168.4,10.9,0.973,9.74,0.821,0.301,0.799,0.186,0.0403,5,0.955,geen,1
VIS-000200,vial,Lijn_3,149,15117,444.2,0.954,1.001,0.753,166.7,10.9,0.928,4.89,0.909,0.354,0.799,0.116,0.0556,2,0.924,geen,1
VIS-000201,vial,Lijn_1,207,16385,476.1,0.897,1.003,0.8,148.9,22.2,0.856,4.41,0.857,0.373,0.736,0.15,0.0645,2,0.297,verkleuring,0
VIS-000202,vial,Lijn_3,142,13987,447.0,0.9,0.975,0.844,172.1,11.4,0.922,16.32,0.804,0.331,0.799,0.109,0.0551,3,0.758,geen,1
VIS-000203,tablet,Lijn_3,156,8058,305.4,1.1,0.965,0.889,158.2,11.3,0.874,2.46,0.889,0.336,0.847,0.205,0.0471,2,0.894,geen,1
VIS-000204,vial,Lijn_1,209,14704,454.2,0.925,1.006,0.859,181.0,18.3,0.962,10.02,0.893,0.173,0.773,0.147,0.0523,1,0.929,geen,1
VIS-000205,capsule,Lijn_1,201,5877,273.8,0.961,0.982,0.885,165.2,16.5,0.954,12.08,0.89,0.26,0.827,0.199,0.0598,2,0.73,geen,1
VIS-000206,tablet,Lijn_3,157,7533,321.0,0.9,1.06,0.819,197.2,15.2,0.966,27.6,0.851,0.325,0.727,0.293,0.0332,3,0.217,kras,0
VIS-000207,vial,Lijn_3,154,14990,421.3,1.051,0.977,0.813,173.5,12.1,0.896,2.9,0.771,0.254,0.758,0.128,0.0569,6,0.809,geen,1
VIS-000208,vial,Lijn_3,153,14849,445.0,0.939,1.026,0.871,179.3,14.7,0.884,17.74,0.863,0.384,0.734,0.33,0.0616,1,0.464,kras,0
VIS-000209,vial,Lijn_2,301,15438,455.4,0.956,1.029,0.837,191.2,11.1,0.934,14.37,0.917,0.372,0.752,0.159,0.0547,2,0.751,geen,1
VIS-000210,vial,Lijn_1,204,15117,445.0,0.972,0.933,0.909,200.4,11.5,0.968,3.52,0.867,0.329,0.809,0.22,0.0466,1,0.837,geen,1
VIS-000211,capsule,Lijn_1,192,5863,265.3,1.053,1.03,0.799,202.1,12.7,0.924,5.83,0.797,0.263,0.861,0.105,0.0537,0,0.784,geen,1
VIS-000212,tablet,Lijn_3,146,7807,308.3,1.025,0.959,0.854,177.4,14.4,0.884,4.02,0.831,0.289,0.752,0.181,0.0425,1,0.808,geen,1
VIS-000213,vial,Lijn_2,307,12891,437.6,0.972,1.03,0.845,176.1,11.2,0.933,7.22,0.908,0.298,0.786,0.149,0.057,1,0.038,vulniveau,0
VIS-000214,vial,Lijn_2,296,15787,450.2,0.991,0.972,0.803,186.8,6.9,0.905,11.47,0.906,0.242,0.868,0.151,0.0597,0,0.772,geen,1
VIS-000215,vial,Lijn_3,143,14950,438.4,0.974,1.022,0.804,175.6,11.3,0.84,6.59,0.843,0.243,0.81,0.155,0.0462,2,0.937,geen,1
VIS-000216,tablet,Lijn_3,146,7662,331.6,0.904,1.009,0.91,153.1,9.1,0.922,8.92,0.9,0.295,0.788,0.149,0.0384,2,0.891,geen,1
VIS-000217,vial,Lijn_2,300,15942,441.6,1.074,1.056,0.843,182.0,9.4,0.963,6.62,0.889,0.314,0.768,0.157,0.0403,2,0.785,geen,1
VIS-000218,capsule,Lijn_2,293,6232,276.9,1.06,0.97,0.864,209.2,8.2,0.883,2.17,0.847,0.276,0.83,0.143,0.0506,3,0.792,geen,1
VIS-000219,vial,Lijn_2,296,14905,458.9,0.896,1.008,0.867,153.2,13.1,0.943,6.41,0.874,0.307,0.781,0.176,0.061,1,0.993,geen,1
VIS-000220,tablet,Lijn_3,156,8298,339.5,0.914,1.012,0.81,202.5,16.8,0.958,6.42,0.772,0.292,0.786,0.173,0.0297,1,0.78,geen,1
VIS-000221,tablet,Lijn_3,149,7854,331.1,0.889,0.967,0.814,191.1,10.9,0.911,4.87,0.873,0.228,0.878,0.121,0.0641,3,0.927,geen,1
VIS-000222,capsule,Lijn_1,197,5853,273.1,0.985,1.026,0.847,194.5,10.5,0.917,7.55,0.866,0.276,0.764,0.266,0.0466,0,0.297,kras,0
VIS-000223,tablet,Lijn_2,294,8026,318.7,0.98,1.04,0.905,188.3,16.7,0.933,8.73,0.784,0.341,0.752,0.217,0.0711,2,0.833,geen,1
VIS-000224,vial,Lijn_2,297,15082,462.8,0.91,1.048,0.879,204.9,7.7,0.956,5.08,0.758,0.307,0.73,0.154,0.0708,2,0.946,geen,1
VIS-000225,vial,Lijn_3,144,15741,471.5,0.932,1.021,0.881,174.9,15.2,0.924,8.39,0.851,0.316,0.792,0.17,0.0319,2,0.51,geen,1
VIS-000226,tablet,Lijn_3,146,8326,337.3,0.909,1.016,0.876,168.2,10.2,0.913,8.99,0.889,0.265,0.828,0.143,0.0509,2,0.912,geen,1
VIS-000227,vial,Lijn_1,201,15035,445.3,0.963,1.002,0.821,202.4,7.6,0.919,4.7,0.825,0.313,0.811,0.157,0.0645,4,0.954,geen,1
VIS-000228,vial,Lijn_1,202,15202,442.6,1.021,0.978,0.873,163.7,14.5,0.958,3.0,0.864,0.243,0.735,0.157,0.0617,4,0.955,geen,1
VIS-000229,capsule,Lijn_2,301,5971,276.0,0.95,0.972,0.868,194.0,11.1,0.927,3.35,0.799,0.275,0.769,0.143,0.0493,1,0.915,geen,1
VIS-000230,vial,Lijn_1,208,14330,435.1,0.96,0.997,0.833,190.2,12.9,0.883,5.31,0.805,0.388,0.804,0.183,0.0561,3,0.851,geen,1
VIS-000231,vial,Lijn_3,156,14707,446.9,0.912,0.983,0.814,174.8,9.3,0.893,3.55,0.922,0.303,0.777,0.124,0.0519,2,0.677,geen,1
VIS-000232,tablet,Lijn_1,204,7970,311.6,1.023,1.022,0.807,174.5,7.7,0.881,7.12,0.939,0.321,0.819,0.126,0.0445,1,0.921,geen,1
VIS-000233,vial,Lijn_2,291,13782,450.8,0.97,0.972,0.857,180.1,7.2,0.885,9.85,0.858,0.38,0.883,0.185,0.0621,4,0.327,vulniveau,0
VIS-000234,capsule,Lijn_2,299,5605,275.2,0.923,0.965,0.851,183.6,12.1,0.942,3.43,0.817,0.354,0.759,0.168,0.0576,2,0.754,geen,1
VIS-000235,capsule,Lijn_2,304,5936,282.0,0.954,0.97,0.841,175.6,13.0,0.937,2.36,0.891,0.259,0.807,0.115,0.0596,3,0.896,geen,1
VIS-000236,capsule,Lijn_1,201,6001,287.1,0.926,0.993,0.83,173.5,7.2,0.933,3.09,0.807,0.179,0.833,0.106,0.0514,2,0.926,geen,1
VIS-000237,vial,Lijn_1,191,15174,443.6,0.967,1.018,0.815,171.3,14.6,0.907,3.54,0.889,0.25,0.855,0.122,0.0492,2,0.923,geen,1
VIS-000238,vial,Lijn_3,149,14221,429.3,0.972,0.975,0.838,186.2,15.5,0.758,3.82,0.833,0.285,0.872,0.134,0.0418,0,0.313,verkleuring,0
VIS-000239,tablet,Lijn_3,148,8089,332.2,0.905,1.022,0.885,199.7,16.9,0.855,2.47,0.772,0.421,0.81,0.193,0.0452,2,0.682,geen,1
VIS-000240,tablet,Lijn_3,144,7607,319.7,0.922,0.97,0.864,156.5,9.6,0.893,5.67,0.932,0.31,0.869,0.171,0.0311,1,0.76,geen,1
VIS-000241,vial,Lijn_2,294,15033,462.2,0.918,0.998,0.844,196.0,10.0,0.906,11.41,0.874,0.225,0.781,0.143,0.0509,2,0.939,geen,1
VIS-000242,capsule,Lijn_1,200,6086,273.4,1.029,1.041,0.816,195.8,12.0,0.901,7.47,0.865,0.291,0.848,0.133,0.0459,2,0.969,geen,1
VIS-000243,vial,Lijn_1,190,14776,431.3,0.971,0.988,0.807,181.9,17.4,0.888,6.73,0.83,0.253,0.771,0.16,0.0625,1,0.714,geen,1
VIS-000244,tablet,Lijn_3,154,7880,324.7,0.94,1.012,0.909,171.5,10.6,0.919,5.06,0.796,0.345,0.764,0.118,0.058,1,0.651,geen,1
VIS-000245,tablet,Lijn_1,206,7747,306.2,0.994,1.026,0.92,188.7,17.4,0.897,2.15,0.831,0.341,0.798,0.179,0.0599,4,0.821,geen,1
VIS-000246,capsule,Lijn_3,154,5901,262.0,1.079,1.001,0.834,157.3,11.6,0.897,3.1,0.846,0.286,0.814,0.173,0.0493,7,0.622,geen,1
VIS-000247,vial,Lijn_1,192,14031,419.4,1.001,0.97,0.904,149.5,26.9,0.694,31.34,0.871,0.365,0.751,0.146,0.0609,3,0.376,verkleuring,0
VIS-000248,capsule,Lijn_3,149,5911,274.2,0.987,0.954,0.839,202.8,16.5,0.905,4.3,0.879,0.364,0.862,0.168,0.0496,0,0.788,geen,1
VIS-000249,tablet,Lijn_3,142,7450,319.6,0.93,0.996,0.895,187.9,11.9,0.961,24.6,0.894,0.385,0.779,0.11,0.0517,0,0.777,geen,1
VIS-000250,vial,Lijn_3,156,14739,460.6,0.852,1.033,0.835,197.0,12.0,0.893,11.5,0.79,0.341,0.773,0.162,0.0534,3,0.615,geen,1
VIS-000251,vial,Lijn_1,196,15220,423.2,1.082,0.956,0.833,172.3,11.5,0.912,7.25,0.856,0.306,0.83,0.132,0.0658,1,0.715,geen,1
VIS-000252,capsule,Lijn_3,144,5748,261.1,1.055,0.996,0.836,162.3,6.2,0.923,2.92,0.87,0.321,0.859,0.169,0.0609,1,0.659,geen,1
VIS-000253,vial,Lijn_1,200,14466,423.6,1.044,1.009,0.856,168.8,12.1,0.961,4.81,0.854,0.263,0.838,0.177,0.0549,1,0.892,geen,1
VIS-000254,capsule,Lijn_1,193,5902,280.5,0.959,1.067,0.84,191.4,9.1,0.919,2.64,0.764,0.226,0.785,0.136,0.0624,1,0.655,geen,1
VIS-000255,vial,Lijn_2,308,14588,413.0,1.04,1.033,0.872,186.9,16.8,0.905,12.15,0.855,0.333,0.785,0.136,0.0474,2,0.938,geen,1
VIS-000256,tablet,Lijn_3,144,7927,320.2,0.956,1.012,0.911,177.6,10.9,0.884,15.21,0.906,0.426,0.824,0.153,0.0518,1,0.784,geen,1
VIS-000257,tablet,Lijn_3,146,8313,329.6,0.977,1.007,0.868,196.2,9.6,0.982,6.74,0.87,0.217,0.864,0.16,0.0537,1,0.713,geen,1
VIS-000258,capsule,Lijn_2,300,5305,252.7,1.016,1.005,0.774,164.6,11.2,0.904,17.58,0.83,0.277,0.77,0.158,0.038,2,0.702,geen,1
VIS-000259,vial,Lijn_2,294,15712,467.9,0.806,1.07,0.788,174.6,11.0,0.953,13.38,0.829,0.28,0.877,0.141,0.063,2,0.56,vormafwijking,0
VIS-000260,vial,Lijn_1,205,14441,445.6,0.944,1.044,0.868,182.9,9.1,0.877,5.37,0.808,0.404,0.828,0.177,0.046,2,0.761,geen,1
VIS-000261,tablet,Lijn_1,207,8101,307.7,1.061,1.002,0.858,183.4,12.4,0.917,6.41,0.818,0.278,0.778,0.127,0.0409,1,0.66,geen,1
VIS-000262,tablet,Lijn_1,190,7762,333.4,0.881,0.964,0.862,195.5,10.3,0.931,8.75,0.903,0.343,0.893,0.174,0.0417,1,0.726,geen,1
VIS-000263,vial,Lijn_2,291,15716,460.4,0.896,0.982,0.825,197.3,9.7,0.923,7.89,0.928,0.329,0.871,0.09,0.031,0,0.808,geen,1
VIS-000264,tablet,Lijn_3,158,7741,308.8,1.044,0.98,0.845,189.0,17.8,0.93,7.39,0.866,0.344,0.783,0.12,0.0605,2,0.876,geen,1
VIS-000265,tablet,Lijn_1,202,8019,313.4,0.997,1.02,0.848,184.7,12.5,0.933,7.33,0.858,0.355,0.812,0.161,0.065,2,0.925,geen,1
VIS-000266,tablet,Lijn_3,153,8191,325.7,0.948,1.028,0.868,175.5,5.4,0.922,4.57,0.89,0.335,0.809,0.147,0.048,1,0.925,geen,1
VIS-000267,vial,Lijn_2,298,13741,416.6,1.01,0.965,0.83,181.8,7.4,0.951,5.79,0.848,0.319,0.833,0.171,0.0591,2,0.918,geen,1
VIS-000268,tablet,Lijn_2,304,8652,344.5,0.914,1.041,0.844,158.1,14.4,0.949,7.89,0.874,0.377,0.698,0.176,0.0724,1,0.751,geen,1
VIS-000269,vial,Lijn_3,148,14451,415.4,1.043,0.968,0.82,203.3,11.9,0.878,2.62,0.942,0.367,0.836,0.137,0.0515,3,0.666,geen,1
VIS-000270,vial,Lijn_1,191,14567,460.2,0.914,0.977,0.895,193.0,13.2,0.925,2.13,0.827,0.306,0.744,0.145,0.0467,3,0.304,vulniveau,0
VIS-000271,vial,Lijn_3,149,14636,456.0,0.886,0.962,0.818,190.0,4.0,0.913,24.02,0.804,0.239,0.684,0.259,0.0496,4,0.221,kras,0
VIS-000272,tablet,Lijn_1,199,8146,336.2,0.91,0.962,0.83,172.0,6.4,0.909,4.75,0.752,0.282,0.818,0.119,0.0436,2,0.709,geen,1
VIS-000273,tablet,Lijn_1,192,7540,299.7,1.073,1.001,0.777,180.5,9.3,0.938,2.92,0.809,0.287,0.78,0.135,0.0515,2,0.836,geen,1
VIS-000274,tablet,Lijn_1,192,8221,314.1,1.042,0.96,0.852,173.4,13.5,0.925,4.2,0.831,0.304,0.76,0.242,0.055,4,0.863,geen,1
VIS-000275,vial,Lijn_2,309,15650,425.9,1.059,0.939,0.838,172.1,15.4,0.92,2.87,0.913,0.239,0.752,0.16,0.0472,2,0.989,geen,1
VIS-000276,capsule,Lijn_1,205,6440,296.8,0.895,1.004,0.916,177.4,9.6,0.928,2.44,0.818,0.246,0.755,0.13,0.0517,1,0.682,geen,1
VIS-000277,tablet,Lijn_1,206,8007,330.3,0.903,1.012,0.923,156.6,12.4,0.955,4.97,0.877,0.338,0.821,0.176,0.0409,2,0.781,geen,1
VIS-000278,tablet,Lijn_2,303,7474,304.0,1.025,0.981,0.822,200.4,12.7,0.941,3.32,0.845,0.235,0.851,0.145,0.0567,1,0.804,geen,1
VIS-000279,tablet,Lijn_1,190,8087,318.7,1.004,0.981,0.867,182.6,22.2,0.93,6.45,0.867,0.362,0.74,0.105,0.0491,5,0.213,deeltje,0
VIS-000280,vial,Lijn_2,307,15967,446.6,0.971,1.012,0.891,184.4,11.5,0.908,7.85,0.823,0.341,0.857,0.191,0.0541,1,0.593,geen,1
VIS-000281,capsule,Lijn_2,307,5865,289.6,0.904,0.993,0.845,160.6,8.9,0.965,5.11,0.92,0.301,0.692,0.173,0.0504,4,0.783,geen,1
VIS-000282,capsule,Lijn_2,299,5659,281.7,0.878,0.941,0.852,140.1,14.9,0.88,2.09,0.914,0.224,0.797,0.13,0.0423,2,0.609,geen,1
VIS-000283,vial,Lijn_1,196,15559,454.5,0.9,0.979,0.842,150.6,16.5,0.959,4.92,0.861,0.288,0.82,0.173,0.066,4,0.837,geen,1
VIS-000284,tablet,Lijn_3,146,8271,335.7,0.919,0.994,0.841,152.5,11.3,0.924,8.22,0.904,0.364,0.767,0.123,0.0518,2,0.776,geen,1
VIS-000285,vial,Lijn_1,190,14658,443.0,0.961,1.012,0.896,197.9,12.6,0.995,4.34,0.87,0.243,0.799,0.179,0.0404,2,0.81,geen,1
VIS-000286,tablet,Lijn_1,199,7616,322.8,0.907,0.974,0.845,209.4,7.2,0.979,9.1,0.915,0.287,0.805,0.149,0.0513,3,0.72,geen,1
VIS-000287,tablet,Lijn_2,292,7830,326.5,0.97,0.998,0.837,194.4,9.7,0.915,6.97,0.954,0.289,0.865,0.157,0.0465,1,0.891,geen,1
VIS-000288,vial,Lijn_1,191,15573,466.7,0.904,1.028,0.866,185.0,9.3,0.915,11.73,0.895,0.321,0.826,0.129,0.0648,2,0.754,geen,1
VIS-000289,vial,Lijn_1,190,15721,447.3,0.942,1.031,0.859,183.3,13.3,0.896,6.26,0.744,0.297,0.872,0.163,0.0474,3,0.865,geen,1
VIS-000290,tablet,Lijn_3,157,7951,337.9,0.888,1.01,0.901,222.3,9.0,0.905,17.69,0.859,0.306,0.769,0.27,0.0592,3,0.576,kras,0
VIS-000291,capsule,Lijn_2,291,5934,273.1,1.005,0.996,0.834,183.3,11.0,0.894,7.12,0.856,0.335,0.759,0.142,0.0606,1,0.869,geen,1
VIS-000292,vial,Lijn_2,305,14767,445.1,0.964,0.979,0.862,187.9,9.8,0.885,5.6,0.861,0.179,0.778,0.146,0.0646,4,0.875,geen,1
VIS-000293,tablet,Lijn_2,300,8503,337.9,0.959,0.992,0.842,190.0,12.4,0.908,4.98,0.861,0.243,0.677,0.098,0.0382,2,0.951,geen,1
VIS-000294,tablet,Lijn_2,299,7908,323.0,0.94,1.019,0.898,172.6,11.6,0.873,5.88,0.865,0.315,0.876,0.158,0.0419,4,0.729,geen,1
VIS-000295,vial,Lijn_3,141,14226,440.4,0.91,1.024,0.799,191.5,12.2,0.901,2.5,0.803,0.168,0.803,0.172,0.0489,2,0.82,geen,1
VIS-000296,vial,Lijn_1,194,14751,413.8,1.062,1.011,0.844,184.8,13.0,0.905,20.76,0.813,0.262,0.854,0.133,0.0465,2,0.901,geen,1
VIS-000297,capsule,Lijn_2,297,6117,290.9,0.92,1.005,0.807,172.0,14.4,0.862,4.9,0.851,0.421,0.813,0.158,0.0368,1,0.453,geen,1
VIS-000298,vial,Lijn_3,143,14902,417.3,1.051,0.919,0.83,175.5,14.2,0.856,7.72,0.897,0.267,0.781,0.21,0.0426,2,0.935,geen,1
VIS-000299,capsule,Lijn_1,200,5957,278.8,0.964,1.003,0.882,203.4,5.8,0.94,2.71,0.933,0.339,0.791,0.166,0.0518,1,0.775,geen,1
VIS-000300,tablet,Lijn_3,152,8289,323.6,1.006,1.014,0.85,196.9,13.9,0.938,3.34,0.804,0.338,0.829,0.159,0.0533,4,0.829,geen,1
VIS-000301,capsule,Lijn_3,146,6357,291.5,0.974,1.046,0.881,167.7,12.6,0.972,4.56,0.877,0.253,0.796,0.136,0.0545,3,0.834,geen,1
VIS-000302,capsule,Lijn_1,209,6141,268.7,1.081,1.02,0.858,184.9,15.4,0.945,8.68,0.827,0.33,0.82,0.184,0.0448,0,0.885,geen,1
VIS-000303,tablet,Lijn_3,146,7874,331.0,0.876,1.012,0.839,167.9,8.6,0.921,12.12,0.829,0.41,0.792,0.206,0.0434,1,0.498,geen,1
VIS-000304,tablet,Lijn_2,290,8040,333.8,0.946,1.012,0.893,196.3,13.3,0.904,3.77,0.858,0.31,0.845,0.192,0.0378,2,0.8,geen,1
VIS-000305,vial,Lijn_2,302,15014,441.3,0.997,1.026,0.846,186.6,6.3,0.939,2.71,0.907,0.377,0.798,0.126,0.0436,0,0.882,geen,1
VIS-000306,capsule,Lijn_1,195,6362,282.3,0.99,1.011,0.801,172.6,16.5,0.893,7.77,0.863,0.233,0.767,0.138,0.0583,2,0.774,geen,1
VIS-000307,capsule,Lijn_3,149,5553,262.6,1.015,0.936,0.835,182.0,10.6,0.93,9.27,0.818,0.308,0.822,0.116,0.0352,3,0.673,geen,1
VIS-000308,vial,Lijn_2,295,13283,440.1,0.986,1.051,0.804,186.7,8.7,0.919,3.0,0.845,0.374,0.752,0.149,0.0452,3,0.453,vulniveau,0
VIS-000309,vial,Lijn_2,298,15052,449.3,0.954,0.961,0.847,190.4,12.3,0.863,6.0,0.826,0.245,0.814,0.157,0.051,2,0.858,geen,1
VIS-000310,tablet,Lijn_1,190,8683,330.1,1.013,1.037,0.8,161.4,10.4,0.984,6.07,0.918,0.388,0.765,0.155,0.0466,2,0.935,geen,1
VIS-000311,vial,Lijn_3,154,15164,423.6,1.074,1.008,0.836,211.0,8.4,0.89,4.17,0.858,0.314,0.744,0.143,0.0598,2,0.739,geen,1
VIS-000312,capsule,Lijn_1,205,6032,280.7,0.977,1.021,0.881,172.8,6.0,0.947,3.81,0.838,0.247,0.78,0.152,0.0693,2,0.72,geen,1
VIS-000313,tablet,Lijn_1,202,8366,312.0,1.061,1.023,0.902,182.9,13.3,0.948,5.89,0.905,0.387,0.807,0.128,0.0514,3,0.787,geen,1
VIS-000314,tablet,Lijn_2,294,7866,333.8,0.899,0.984,0.872,173.4,15.8,0.899,7.29,0.78,0.339,0.746,0.18,0.061,3,0.662,geen,1
VIS-000315,capsule,Lijn_3,144,5808,259.4,1.09,1.091,0.855,182.4,11.0,0.941,20.18,0.855,0.236,0.819,0.106,0.0597,2,0.887,geen,1
