episode,stap,policy,setpoint_C,state_temp_C,state_conc_molL,state_coolant_C,state_error_C,state_verstoring,action_coolant_adj,reward_tracking,reward_energie,reward_constraint,reward_totaal,cumulatief_reward,next_temp_C,next_conc_molL,next_coolant_C,done
91,3,PID_agressief,150,128.92,0.8169,22.8,21.08,0.243,10.0,-5.285,-0.11,0,-5.395,-14.41,123.57,0.8186,22.8,0
91,4,PID_agressief,150,123.57,0.8186,22.8,26.43,-0.009,10.0,-6.431,-0.11,-10,-16.541,-30.95,117.85,0.8204,22.9,0
91,5,PID_agressief,150,117.85,0.8204,22.9,32.15,0.174,10.0,-7.414,-0.11,-10,-17.524,-48.48,112.93,0.8222,22.9,0
91,6,PID_agressief,150,112.93,0.8222,22.9,37.07,0.42,10.0,-8.278,-0.11,-10,-18.388,-66.87,108.61,0.8239,22.9,1
92,0,PID_conservatief,160,148.0,0.8267,28.0,12.0,0.014,3.0,-3.588,-0.033,0,-3.621,-3.62,142.06,0.8284,28.1,0
92,1,PID_conservatief,160,142.06,0.8284,28.1,17.94,-0.046,3.0,-4.708,-0.033,0,-4.741,-8.36,136.46,0.8302,28.1,0
92,2,PID_conservatief,160,136.46,0.8302,28.1,23.54,0.514,3.0,-5.637,-0.033,0,-5.67,-14.03,131.81,0.8319,28.1,0
92,3,PID_conservatief,160,131.81,0.8319,28.1,28.19,0.59,3.0,-6.544,-0.033,0,-6.577,-20.61,127.28,0.8337,28.1,0
92,4,PID_conservatief,160,127.28,0.8337,28.1,32.72,0.231,3.0,-7.376,-0.033,0,-7.409,-28.02,123.12,0.8354,28.0,0
92,5,PID_conservatief,160,123.12,0.8354,28.0,36.88,-0.149,3.0,-8.368,-0.033,-10,-18.401,-46.42,118.16,0.8372,28.0,0
92,6,PID_conservatief,160,118.16,0.8372,28.0,41.84,0.242,3.0,-9.193,-0.033,-10,-19.226,-65.65,114.04,0.839,27.9,0
92,7,PID_conservatief,160,114.04,0.839,27.9,45.96,0.561,3.0,-9.882,-0.033,-10,-19.915,-85.56,110.59,0.8407,27.9,0
92,8,PID_conservatief,160,110.59,0.8407,27.9,49.41,0.464,3.0,-10.612,-0.033,-10,-20.645,-106.21,106.94,0.8425,27.9,1
93,0,expert,155,141.17,1.1196,29.0,13.83,-0.238,5.0,-3.907,-0.055,0,-3.962,-3.96,135.47,1.1213,29.1,0
93,1,expert,155,135.47,1.1213,29.1,19.53,0.127,5.0,-4.89,-0.055,0,-4.945,-8.91,130.55,1.123,29.1,0
93,2,expert,155,130.55,1.123,29.1,24.45,-0.006,5.0,-5.903,-0.055,0,-5.958,-14.86,125.49,1.1246,29.3,0
93,3,expert,155,125.49,1.1246,29.3,29.51,0.11,5.0,-6.818,-0.055,0,-6.873,-21.74,120.91,1.1263,29.5,0
93,4,expert,155,120.91,1.1263,29.5,34.09,0.454,5.0,-7.556,-0.055,-10,-17.611,-39.35,117.22,1.128,29.5,0
93,5,expert,155,117.22,1.128,29.5,37.78,-0.325,5.0,-8.557,-0.055,-10,-18.612,-57.96,112.21,1.1297,29.5,0
93,6,expert,155,112.21,1.1297,29.5,42.79,0.213,5.0,-9.346,-0.055,-10,-19.401,-77.36,108.27,1.1314,29.4,1
94,0,random,160,141.42,0.9689,30.0,18.58,-0.633,-3.47,-4.793,-0.035,0,-4.827,-4.83,136.04,0.9706,30.1,0
94,1,random,160,136.04,0.9706,30.1,23.96,0.77,4.29,-5.656,-0.047,0,-5.703,-10.53,131.72,0.9723,30.1,0
94,2,random,160,131.72,0.9723,30.1,28.28,0.391,-8.83,-6.34,-0.088,0,-6.429,-16.96,128.3,0.974,30.1,0
94,3,random,160,128.3,0.974,30.1,31.7,0.261,0.8,-7.225,-0.009,0,-7.234,-24.19,123.87,0.9758,30.2,0
94,4,random,160,123.87,0.9758,30.2,36.13,0.047,-1.15,-8.012,-0.011,-10,-18.024,-42.22,119.94,0.9775,30.1,0
94,5,random,160,119.94,0.9775,30.1,40.06,0.243,-9.09,-8.579,-0.091,-10,-18.67,-60.89,117.1,0.9792,30.1,0
94,6,random,160,117.1,0.9792,30.1,42.9,0.14,6.57,-9.37,-0.072,-10,-19.443,-80.33,113.15,0.9809,30.2,0
94,7,random,160,113.15,0.9809,30.2,46.85,-0.062,1.31,-10.14,-0.014,-10,-20.155,-100.48,109.3,0.9827,30.2,1
95,0,expert,150,151.42,1.066,17.7,-1.42,-0.185,-1.47,-0.854,-0.015,0,-0.869,-0.87,145.73,1.0677,17.8,0
95,1,expert,150,145.73,1.0677,17.8,4.27,0.415,4.4,-2.041,-0.048,0,-2.089,-2.96,139.8,1.0694,17.8,0
95,2,expert,150,139.8,1.0694,17.8,10.2,0.176,5.0,-3.181,-0.055,0,-3.236,-6.19,134.09,1.0711,17.8,0
95,3,expert,150,134.09,1.0711,17.8,15.91,-0.208,5.0,-4.365,-0.055,0,-4.42,-10.61,128.17,1.0728,17.9,0
95,4,expert,150,128.17,1.0728,17.9,21.83,0.288,5.0,-5.44,-0.055,0,-5.495,-16.11,122.8,1.0744,17.9,0
95,5,expert,150,122.8,1.0744,17.9,27.2,0.72,5.0,-6.353,-0.055,-10,-16.408,-32.52,118.24,1.0761,17.9,0
95,6,expert,150,118.24,1.0761,17.9,31.76,-0.398,5.0,-7.406,-0.055,-10,-17.461,-49.98,112.97,1.0778,18.1,0
95,7,expert,150,112.97,1.0778,18.1,37.03,0.392,5.0,-8.25,-0.055,-10,-18.305,-68.28,108.75,1.0795,18.2,1
96,0,PID_conservatief,145,143.64,0.8371,21.9,1.36,0.271,0.68,-1.291,-0.007,0,-1.299,-1.3,138.54,0.8389,22.0,0
96,1,PID_conservatief,145,138.54,0.8389,22.0,6.46,-0.265,3.0,-2.446,-0.033,0,-2.479,-3.78,132.77,0.8406,22.3,0
96,2,PID_conservatief,145,132.77,0.8406,22.3,12.23,-0.386,3.0,-3.603,-0.033,0,-3.636,-7.41,126.98,0.8424,22.2,0
96,3,PID_conservatief,145,126.98,0.8424,22.2,18.02,0.215,3.0,-4.597,-0.033,0,-4.63,-12.04,122.02,0.8442,22.3,0
96,4,PID_conservatief,145,122.02,0.8442,22.3,22.98,-0.106,3.0,-5.602,-0.033,-10,-15.635,-27.68,116.99,0.8459,22.5,0
96,5,PID_conservatief,145,116.99,0.8459,22.5,28.01,0.466,3.0,-6.406,-0.033,-10,-16.439,-44.12,112.97,0.8477,22.5,0
96,6,PID_conservatief,145,112.97,0.8477,22.5,32.03,0.58,3.0,-7.135,-0.033,-10,-17.168,-61.29,109.32,0.8495,22.6,1
97,0,PID_agressief,160,144.35,0.9778,15.5,15.65,-0.061,10.0,-4.583,-0.11,0,-4.693,-4.69,137.09,0.9795,15.6,0
97,1,PID_agressief,160,137.09,0.9795,15.6,22.91,-0.6,10.0,-6.073,-0.11,0,-6.183,-10.88,129.63,0.9812,15.7,0
97,2,PID_agressief,160,129.63,0.9812,15.7,30.37,0.045,10.0,-7.367,-0.11,0,-7.477,-18.35,123.16,0.9829,15.9,0
97,3,PID_agressief,160,123.16,0.9829,15.9,36.84,0.429,10.0,-8.537,-0.11,-10,-18.647,-37.0,117.31,0.9847,15.9,0
97,4,PID_agressief,160,117.31,0.9847,15.9,42.69,-0.017,10.0,-9.652,-0.11,-10,-19.762,-56.76,111.74,0.9864,16.0,0
97,5,PID_agressief,160,111.74,0.9864,16.0,48.26,0.222,10.0,-10.533,-0.11,-10,-20.643,-77.41,107.34,0.9881,16.2,1
98,0,expert,155,144.34,0.8668,26.6,10.66,-0.496,5.0,-3.34,-0.055,0,-3.395,-3.4,138.3,0.8685,26.6,0
98,1,expert,155,138.3,0.8685,26.6,16.7,-0.137,5.0,-4.456,-0.055,0,-4.511,-7.91,132.72,0.8703,26.8,0
98,2,expert,155,132.72,0.8703,26.8,22.28,-0.618,5.0,-5.647,-0.055,0,-5.702,-13.61,126.77,0.872,26.7,0
98,3,expert,155,126.77,0.872,26.7,28.23,0.027,5.0,-6.688,-0.055,0,-6.743,-20.35,121.56,0.8738,26.5,0
98,4,expert,155,121.56,0.8738,26.5,33.44,0.615,5.0,-7.533,-0.055,-10,-17.588,-37.94,117.33,0.8755,26.7,0
98,5,expert,155,117.33,0.8755,26.7,37.67,0.049,5.0,-8.456,-0.055,-10,-18.511,-56.45,112.72,0.8773,26.7,0
98,6,expert,155,112.72,0.8773,26.7,42.28,-0.098,5.0,-9.254,-0.055,-10,-19.309,-75.76,108.73,0.879,26.6,1
99,0,random,150,153.11,0.8299,27.2,-3.11,-0.116,-8.7,-0.338,-0.087,0,-0.425,-0.43,148.31,0.8317,27.4,0
99,1,random,150,148.31,0.8317,27.4,1.69,-0.181,-3.37,-1.41,-0.034,0,-1.443,-1.87,142.95,0.8334,27.4,0
99,2,random,150,142.95,0.8334,27.4,7.05,0.561,-6.27,-2.193,-0.063,0,-2.255,-4.12,139.04,0.8352,27.2,0
99,3,random,150,139.04,0.8352,27.2,10.96,0.35,7.76,-3.338,-0.085,0,-3.423,-7.55,133.31,0.8369,27.2,0
99,4,random,150,133.31,0.8369,27.2,16.69,0.256,0.24,-4.2,-0.003,0,-4.203,-11.75,129.0,0.8387,27.2,0
99,5,random,150,129.0,0.8387,27.2,21.0,0.331,6.47,-5.282,-0.071,0,-5.353,-17.1,123.59,0.8404,27.2,0
99,6,random,150,123.59,0.8404,27.2,26.41,0.679,-0.59,-5.981,-0.006,0,-5.987,-23.09,120.09,0.8422,27.1,0
99,7,random,150,120.09,0.8422,27.1,29.91,0.379,4.01,-6.842,-0.044,-10,-16.887,-39.98,115.79,0.844,26.9,0
99,8,random,150,115.79,0.844,26.9,34.21,0.546,1.33,-7.538,-0.015,-10,-17.553,-57.53,112.31,0.8457,27.0,0
99,9,random,150,112.31,0.8457,27.0,37.69,0.235,-2.05,-8.216,-0.021,-10,-18.237,-75.77,108.92,0.8475,27.3,1
100,0,expert,150,148.91,1.1813,23.7,1.09,-0.176,1.04,-1.384,-0.011,0,-1.396,-1.4,143.08,1.1829,23.8,0
100,1,expert,150,143.08,1.1829,23.8,6.92,-0.131,5.0,-2.599,-0.055,0,-2.654,-4.05,137.0,1.1846,23.8,0
100,2,expert,150,137.0,1.1846,23.8,13.0,0.179,5.0,-3.679,-0.055,0,-3.734,-7.78,131.61,1.1862,23.7,0
100,3,expert,150,131.61,1.1862,23.7,18.39,0.46,5.0,-4.605,-0.055,0,-4.66,-12.44,126.97,1.1879,23.6,0
100,4,expert,150,126.97,1.1879,23.6,23.03,0.689,5.0,-5.501,-0.055,0,-5.556,-18.0,122.49,1.1895,23.7,0
100,5,expert,150,122.49,1.1895,23.7,27.51,0.441,5.0,-6.384,-0.055,-10,-16.439,-34.44,118.08,1.1912,23.6,0
100,6,expert,150,118.08,1.1912,23.6,31.92,0.504,5.0,-7.246,-0.055,-10,-17.301,-51.74,113.77,1.1929,23.7,0
100,7,expert,150,113.77,1.1929,23.7,36.23,0.174,5.0,-8.098,-0.055,-10,-18.153,-69.89,109.51,1.1945,23.6,1
101,0,PID_conservatief,145,159.25,0.9974,22.8,-14.25,-0.151,-3.0,-1.618,-0.03,0,-1.648,-1.65,153.09,0.9991,22.9,0
101,1,PID_conservatief,145,153.09,0.9991,22.9,-8.09,0.381,-3.0,-0.574,-0.03,0,-0.604,-2.25,147.87,1.0008,22.9,0
101,2,PID_conservatief,145,147.87,1.0008,22.9,-2.87,-0.02,-1.43,-0.508,-0.014,0,-0.522,-2.77,142.46,1.0025,22.9,0
101,3,PID_conservatief,145,142.46,1.0025,22.9,2.54,-0.267,1.27,-1.692,-0.014,0,-1.706,-4.48,136.54,1.0042,22.8,0
101,4,PID_conservatief,145,136.54,1.0042,22.8,8.46,-0.294,3.0,-2.84,-0.033,0,-2.873,-7.35,130.8,1.0059,22.8,0
101,5,PID_conservatief,145,130.8,1.0059,22.8,14.2,0.101,3.0,-3.864,-0.033,0,-3.897,-11.25,125.68,1.0076,22.8,0
101,6,PID_conservatief,145,125.68,1.0076,22.8,19.32,0.575,3.0,-4.751,-0.033,0,-4.784,-16.03,121.24,1.0093,22.8,0
101,7,PID_conservatief,145,121.24,1.0093,22.8,23.76,0.405,3.0,-5.536,-0.033,-10,-15.569,-31.6,117.32,1.011,22.7,0
101,8,PID_conservatief,145,117.32,1.011,22.7,27.68,1.233,3.0,-6.136,-0.033,-10,-16.169,-47.77,114.32,1.0127,22.8,0
101,9,PID_conservatief,145,114.32,1.0127,22.8,30.68,-0.045,3.0,-7.06,-0.033,-10,-17.093,-64.87,109.7,1.0145,22.8,1
102,0,expert,145,147.18,0.9502,15.2,-2.18,-0.275,-2.26,-0.829,-0.023,0,-0.852,-0.85,140.85,0.9519,15.3,0
102,1,expert,145,140.85,0.9519,15.3,4.15,0.002,4.15,-1.969,-0.046,0,-2.015,-2.87,135.15,0.9536,15.2,0
102,2,expert,145,135.15,0.9536,15.2,9.85,0.523,5.0,-3.1,-0.055,0,-3.155,-6.02,129.5,0.9553,15.1,0
102,3,expert,145,129.5,0.9553,15.1,15.5,-0.295,5.0,-4.268,-0.055,0,-4.323,-10.34,123.66,0.9571,15.2,0
102,4,expert,145,123.66,0.9571,15.2,21.34,0.057,5.0,-5.283,-0.055,-10,-15.338,-25.68,118.58,0.9588,15.2,0
102,5,expert,145,118.58,0.9588,15.2,26.42,0.608,5.0,-6.183,-0.055,-10,-16.238,-41.92,114.08,0.9605,15.3,0
102,6,expert,145,114.08,0.9605,15.3,30.92,0.219,5.0,-7.148,-0.055,-10,-17.203,-59.12,109.26,0.9622,15.4,1
103,0,PID_conservatief,160,142.81,1.1159,22.9,17.19,-0.24,3.0,-4.593,-0.033,0,-4.626,-4.63,137.04,1.1176,22.8,0
103,1,PID_conservatief,160,137.04,1.1176,22.8,22.96,0.086,3.0,-5.678,-0.033,0,-5.711,-10.34,131.61,1.1192,23.0,0
103,2,PID_conservatief,160,131.61,1.1192,23.0,28.39,0.05,3.0,-6.651,-0.033,0,-6.684,-17.02,126.74,1.1209,23.0,0
103,3,PID_conservatief,160,126.74,1.1209,23.0,33.26,0.41,3.0,-7.58,-0.033,0,-7.613,-24.63,122.1,1.1226,23.0,0
103,4,PID_conservatief,160,122.1,1.1226,23.0,37.9,-0.028,3.0,-8.451,-0.033,-10,-18.484,-43.12,117.75,1.1243,22.9,0
103,5,PID_conservatief,160,117.75,1.1243,22.9,42.25,0.394,3.0,-9.229,-0.033,-10,-19.262,-62.38,113.85,1.126,22.9,0
103,6,PID_conservatief,160,113.85,1.126,22.9,46.15,0.63,3.0,-9.91,-0.033,-10,-19.943,-82.32,110.45,1.1277,23.0,0
103,7,PID_conservatief,160,110.45,1.1277,23.0,49.55,0.445,3.0,-10.713,-0.033,-10,-20.746,-103.07,106.43,1.1294,23.1,1
104,0,expert,150,156.69,1.1471,24.6,-6.69,-0.235,-5.0,-0.233,-0.05,0,-0.283,-0.28,151.17,1.1487,24.7,0
104,1,expert,150,151.17,1.1487,24.7,-1.17,-0.141,-1.21,-0.899,-0.012,0,-0.911,-1.19,145.51,1.1504,24.8,0
104,2,expert,150,145.51,1.1504,24.8,4.49,0.05,4.51,-2.002,-0.05,0,-2.052,-3.25,139.99,1.152,24.9,0
104,3,expert,150,139.99,1.152,24.9,10.01,0.219,5.0,-3.143,-0.055,0,-3.198,-6.44,134.28,1.1537,24.8,0
104,4,expert,150,134.28,1.1537,24.8,15.72,0.929,5.0,-4.003,-0.055,0,-4.058,-10.5,129.98,1.1554,24.7,0
104,5,expert,150,129.98,1.1554,24.7,20.02,-0.25,5.0,-5.04,-0.055,0,-5.095,-15.6,124.8,1.157,24.5,0
104,6,expert,150,124.8,1.157,24.5,25.2,0.281,5.0,-5.88,-0.055,0,-5.935,-21.53,120.6,1.1587,24.5,0
104,7,expert,150,120.6,1.1587,24.5,29.4,0.775,5.0,-6.711,-0.055,-10,-16.766,-38.3,116.44,1.1604,24.4,0
104,8,expert,150,116.44,1.1604,24.4,33.56,0.12,5.0,-7.66,-0.055,-10,-17.715,-56.01,111.7,1.162,24.4,0
104,9,expert,150,111.7,1.162,24.4,38.3,0.601,5.0,-8.342,-0.055,-10,-18.397,-74.41,108.29,1.1637,24.3,1
105,0,random,150,151.65,1.0372,24.1,-1.65,-0.017,-9.35,-0.557,-0.094,0,-0.651,-0.65,147.21,1.0388,24.2,0
105,1,random,150,147.21,1.0388,24.2,2.79,0.419,-6.54,-1.402,-0.065,0,-1.467,-2.12,142.99,1.0405,24.3,0
105,2,random,150,142.99,1.0405,24.3,7.01,-0.183,8.06,-2.702,-0.089,0,-2.791,-4.91,136.49,1.0422,24.3,0
105,3,random,150,136.49,1.0422,24.3,13.51,0.099,-9.82,-3.531,-0.098,0,-3.63,-8.54,132.34,1.0439,24.2,0
105,4,random,150,132.34,1.0439,24.2,17.66,0.775,-5.75,-4.148,-0.058,0,-4.205,-12.74,129.26,1.0456,24.1,0
105,5,random,150,129.26,1.0456,24.1,20.74,0.084,3.12,-5.065,-0.034,0,-5.099,-17.84,124.68,1.0473,24.1,0
105,6,random,150,124.68,1.0473,24.1,25.32,-0.009,-1.79,-5.872,-0.018,0,-5.89,-23.73,120.64,1.049,24.3,0
105,7,random,150,120.64,1.049,24.3,29.36,0.763,-1.14,-6.547,-0.011,-10,-16.558,-40.29,117.27,1.0507,24.4,0
105,8,random,150,117.27,1.0507,24.4,32.73,0.104,-3.05,-7.284,-0.03,-10,-17.314,-57.61,113.58,1.0524,24.4,0
105,9,random,150,113.58,1.0524,24.4,36.42,0.482,-0.44,-7.99,-0.004,-10,-17.995,-75.6,110.05,1.0541,24.4,0
105,10,random,150,110.05,1.0541,24.4,39.95,0.709,0.34,-8.595,-0.004,-10,-18.599,-94.2,107.03,1.0558,24.4,1
106,0,expert,155,147.72,1.1467,19.8,7.28,-0.401,5.0,-2.79,-0.055,0,-2.845,-2.84,141.05,1.1483,19.8,0
106,1,expert,155,141.05,1.1483,19.8,13.95,0.725,5.0,-3.838,-0.055,0,-3.893,-6.74,135.81,1.15,19.8,0
106,2,expert,155,135.81,1.15,19.8,19.19,0.637,5.0,-4.899,-0.055,0,-4.954,-11.69,130.51,1.1517,19.7,0
106,3,expert,155,130.51,1.1517,19.7,24.49,0.57,5.0,-5.904,-0.055,0,-5.959,-17.65,125.48,1.1533,19.8,0
106,4,expert,155,125.48,1.1533,19.8,29.52,0.662,5.0,-6.805,-0.055,0,-6.86,-24.51,120.98,1.155,19.8,0
106,5,expert,155,120.98,1.155,19.8,34.02,0.371,5.0,-7.67,-0.055,-10,-17.725,-42.23,116.65,1.1567,19.8,0
106,6,expert,155,116.65,1.1567,19.8,38.35,0.197,5.0,-8.474,-0.055,-10,-18.529,-60.76,112.63,1.1584,20.0,0
106,7,expert,155,112.63,1.1584,20.0,42.37,0.639,5.0,-9.255,-0.055,-10,-19.31,-80.07,108.73,1.16,19.9,1
107,0,expert,145,152.07,1.0305,25.8,-7.07,0.213,-5.0,-0.481,-0.05,0,-0.531,-0.53,147.4,1.0321,25.6,0
107,1,expert,145,147.4,1.0321,25.6,-2.4,0.101,-2.37,-0.546,-0.024,0,-0.57,-1.1,142.27,1.0338,25.4,0
107,2,expert,145,142.27,1.0338,25.4,2.73,-0.117,2.7,-1.622,-0.03,0,-1.651,-2.75,136.89,1.0355,25.3,0
107,3,expert,145,136.89,1.0355,25.3,8.11,0.158,5.0,-2.689,-0.055,0,-2.744,-5.5,131.56,1.0372,25.4,0
107,4,expert,145,131.56,1.0372,25.4,13.44,0.141,5.0,-3.754,-0.055,0,-3.809,-9.31,126.23,1.0389,25.6,0
107,5,expert,145,126.23,1.0389,25.6,18.77,0.012,5.0,-4.787,-0.055,0,-4.842,-14.15,121.07,1.0406,25.7,0
107,6,expert,145,121.07,1.0406,25.7,23.93,-0.333,5.0,-5.785,-0.055,-10,-15.84,-29.99,116.07,1.0423,25.6,0
107,7,expert,145,116.07,1.0423,25.6,28.93,0.442,5.0,-6.584,-0.055,-10,-16.639,-46.63,112.08,1.044,25.6,0
107,8,expert,145,112.08,1.044,25.6,32.92,0.194,5.0,-7.359,-0.055,-10,-17.414,-64.04,108.21,1.0458,25.6,1
108,0,random,160,159.64,0.8919,24.3,0.36,0.301,-8.49,-1.02,-0.085,0,-1.105,-1.1,154.9,0.8936,24.4,0
108,1,random,160,154.9,0.8936,24.4,5.1,-0.45,6.42,-2.458,-0.071,0,-2.529,-3.63,147.71,0.8953,24.4,0
108,2,random,160,147.71,0.8953,24.4,12.29,0.725,-0.89,-3.416,-0.009,0,-3.424,-7.06,142.92,0.897,24.4,0
108,3,random,160,142.92,0.897,24.4,17.08,-0.406,8.32,-4.802,-0.092,0,-4.893,-11.95,135.99,0.8988,24.4,0
108,4,random,160,135.99,0.8988,24.4,24.01,0.389,5.82,-5.846,-0.064,0,-5.91,-17.86,130.77,0.9005,24.4,0
108,5,random,160,130.77,0.9005,24.4,29.23,0.793,-1.52,-6.599,-0.015,0,-6.614,-24.48,127.01,0.9022,24.5,0
108,6,random,160,127.01,0.9022,24.5,32.99,-0.076,-1.99,-7.53,-0.02,0,-7.55,-32.02,122.35,0.904,24.5,0
108,7,random,160,122.35,0.904,24.5,37.65,-0.048,1.54,-8.483,-0.017,-10,-18.5,-50.52,117.59,0.9057,24.6,0
108,8,random,160,117.59,0.9057,24.6,42.41,0.354,-2.79,-9.23,-0.028,-10,-19.258,-69.78,113.85,0.9075,24.6,0
108,9,random,160,113.85,0.9075,24.6,46.15,0.282,3.52,-9.982,-0.039,-10,-20.021,-89.8,110.09,0.9092,24.7,0
108,10,random,160,110.09,0.9092,24.7,49.91,0.439,5.19,-10.728,-0.057,-10,-20.785,-110.59,106.36,0.911,24.8,1
109,0,expert,150,155.4,0.869,23.2,-5.4,-0.326,-5.0,-0.085,-0.05,0,-0.035,-0.03,149.58,0.8707,23.4,0
109,1,expert,150,149.58,0.8707,23.4,0.42,0.196,0.48,-1.183,-0.005,0,-1.188,-1.22,144.09,0.8725,23.2,0
109,2,expert,150,144.09,0.8725,23.2,5.91,0.491,5.0,-2.309,-0.055,0,-2.364,-3.59,138.46,0.8742,23.3,0
109,3,expert,150,138.46,0.8742,23.3,11.54,0.106,5.0,-3.523,-0.055,0,-3.578,-7.16,132.39,0.8759,23.3,0
109,4,expert,150,132.39,0.8759,23.3,17.61,0.055,5.0,-4.613,-0.055,0,-4.668,-11.83,126.94,0.8777,23.0,0
109,5,expert,150,126.94,0.8777,23.0,23.06,0.298,5.0,-5.565,-0.055,0,-5.62,-17.45,122.18,0.8794,22.8,0
109,6,expert,150,122.18,0.8794,22.8,27.82,0.099,5.0,-6.597,-0.055,-10,-16.652,-34.1,117.01,0.8812,22.7,0
109,7,expert,150,117.01,0.8812,22.7,32.99,-0.042,5.0,-7.569,-0.055,-10,-17.624,-51.73,112.16,0.8829,22.8,0
109,8,expert,150,112.16,0.8829,22.8,37.84,0.219,5.0,-8.298,-0.055,-10,-18.353,-70.08,108.51,0.8847,22.8,1
110,0,expert,145,143.26,1.165,16.5,1.74,0.367,1.85,-1.444,-0.02,0,-1.464,-1.46,137.78,1.1666,16.6,0
110,1,expert,145,137.78,1.1666,16.6,7.22,-0.092,5.0,-2.634,-0.055,0,-2.689,-4.15,131.83,1.1683,16.5,0
110,2,expert,145,131.83,1.1683,16.5,13.17,-0.042,5.0,-3.735,-0.055,0,-3.79,-7.94,126.33,1.1699,16.5,0
110,3,expert,145,126.33,1.1699,16.5,18.67,0.174,5.0,-4.733,-0.055,0,-4.788,-12.73,121.34,1.1716,16.8,0
110,4,expert,145,121.34,1.1716,16.8,23.66,0.231,5.0,-5.733,-0.055,-10,-15.788,-28.52,116.33,1.1733,16.9,0
110,5,expert,145,116.33,1.1733,16.9,28.67,0.517,5.0,-6.612,-0.055,-10,-16.667,-45.19,111.94,1.1749,16.9,0
110,6,expert,145,111.94,1.1749,16.9,33.06,0.385,5.0,-7.419,-0.055,-10,-17.474,-62.66,107.9,1.1766,17.0,1
111,0,PID_agressief,150,147.69,0.9329,19.7,2.31,0.185,4.62,-1.691,-0.051,0,-1.742,-1.74,141.55,0.9347,19.8,0
111,1,PID_agressief,150,141.55,0.9347,19.8,8.45,0.343,10.0,-2.894,-0.11,0,-3.004,-4.75,135.53,0.9364,19.9,0
111,2,PID_agressief,150,135.53,0.9364,19.9,14.47,-0.262,10.0,-4.303,-0.11,0,-4.413,-9.16,128.49,0.9381,19.9,0
111,3,PID_agressief,150,128.49,0.9381,19.9,21.51,0.682,10.0,-5.342,-0.11,0,-5.452,-14.61,123.29,0.9398,20.0,0
111,4,PID_agressief,150,123.29,0.9398,20.0,26.71,0.694,10.0,-6.319,-0.11,-10,-16.429,-31.04,118.41,0.9416,20.1,0
111,5,PID_agressief,150,118.41,0.9416,20.1,31.59,0.759,10.0,-7.246,-0.11,-10,-17.356,-48.4,113.77,0.9433,20.1,0
111,6,PID_agressief,150,113.77,0.9433,20.1,36.23,0.518,10.0,-8.105,-0.11,-10,-18.215,-66.61,109.48,0.9451,20.0,1
112,0,PID_conservatief,145,147.47,0.942,27.9,-2.47,-0.018,-1.23,-0.568,-0.012,0,-0.581,-0.58,142.16,0.9437,27.9,0
112,1,PID_conservatief,145,142.16,0.9437,27.9,2.84,0.206,1.42,-1.562,-0.016,0,-1.577,-2.16,137.19,0.9455,27.9,0
112,2,PID_conservatief,145,137.19,0.9455,27.9,7.81,0.477,3.0,-2.507,-0.033,0,-2.54,-4.7,132.47,0.9472,27.9,0
112,3,PID_conservatief,145,132.47,0.9472,27.9,12.53,0.233,3.0,-3.491,-0.033,0,-3.524,-8.22,127.55,0.9489,27.9,0
112,4,PID_conservatief,145,127.55,0.9489,27.9,17.45,0.203,3.0,-4.456,-0.033,0,-4.489,-12.71,122.72,0.9506,27.9,0
112,5,PID_conservatief,145,122.72,0.9506,27.9,22.28,-0.034,3.0,-5.361,-0.033,-10,-15.394,-28.1,118.19,0.9524,27.8,0
112,6,PID_conservatief,145,118.19,0.9524,27.8,26.81,0.229,3.0,-6.191,-0.033,-10,-16.224,-44.33,114.04,0.9541,27.7,0
112,7,PID_conservatief,145,114.04,0.9541,27.7,30.96,0.715,3.0,-6.903,-0.033,-10,-16.936,-61.26,110.49,0.9558,27.8,0
112,8,PID_conservatief,145,110.49,0.9558,27.8,34.51,0.427,3.0,-7.528,-0.033,-10,-17.561,-78.83,107.36,0.9576,27.7,1
113,0,PID_conservatief,160,141.26,0.8773,21.1,18.74,-0.086,3.0,-4.929,-0.033,0,-4.962,-4.96,135.36,0.8791,21.1,0
113,1,PID_conservatief,160,135.36,0.8791,21.1,24.64,0.708,3.0,-5.897,-0.033,0,-5.93,-10.89,130.52,0.8808,21.1,0
113,2,PID_conservatief,160,130.52,0.8808,21.1,29.48,0.389,3.0,-6.879,-0.033,0,-6.912,-17.8,125.61,0.8825,21.1,0
113,3,PID_conservatief,160,125.61,0.8825,21.1,34.39,0.076,3.0,-7.824,-0.033,0,-7.857,-25.66,120.88,0.8843,21.1,0
113,4,PID_conservatief,160,120.88,0.8843,21.1,39.12,0.474,3.0,-8.658,-0.033,-10,-18.691,-44.35,116.71,0.886,21.2,0
113,5,PID_conservatief,160,116.71,0.886,21.2,43.29,0.214,3.0,-9.452,-0.033,-10,-19.485,-63.84,112.74,0.8878,21.2,0
113,6,PID_conservatief,160,112.74,0.8878,21.2,47.26,0.591,3.0,-10.186,-0.033,-10,-20.219,-84.06,109.07,0.8896,21.1,1
114,0,expert,160,154.33,1.0973,29.0,5.67,0.076,5.0,-2.451,-0.055,0,-2.506,-2.51,147.74,1.099,28.9,0
114,1,expert,160,147.74,1.099,28.9,12.26,-0.179,5.0,-3.625,-0.055,0,-3.68,-6.19,141.87,1.1006,28.7,0
