tablet_id,deeltjesgrootte_um,vochtgehalte_pct,menguniformiteit_pct,perskracht_kN,voorcompressie_kN,draaisnelheid_RPM,vuldiepte_mm,gewicht_mg,dikte_mm,hardheid_N,brosheid_pct,dissolutie_30min_pct,goedgekeurd
TAB-01005,43.7,3.14,97.9,15.6,3.0,27,11.82,344.2,3.92,88.1,0.505,86.1,1
TAB-01006,35.1,3.42,95.8,12.5,3.3,24,12.43,357.0,4.11,67.3,0.456,87.7,1
TAB-01007,52.0,2.96,98.3,19.0,2.9,54,10.8,346.8,3.64,91.1,0.567,76.8,1
TAB-01008,35.8,2.91,101.1,13.3,3.3,43,12.91,353.2,4.17,68.4,0.539,91.4,1
TAB-01009,74.5,2.29,99.5,14.5,3.0,30,11.94,349.3,3.96,82.9,0.409,81.5,1
TAB-01010,64.6,3.68,101.1,15.2,3.5,54,12.46,353.3,4.04,77.2,0.544,86.5,1
TAB-01011,71.6,2.92,96.9,14.8,3.4,52,11.97,351.5,4.0,84.6,0.57,90.7,1
TAB-01012,50.6,3.27,97.7,13.7,3.4,24,12.25,350.7,3.96,86.4,0.573,88.9,1
TAB-01013,55.5,3.34,95.9,17.8,2.9,46,10.84,346.3,3.67,86.0,0.511,79.1,1
TAB-01014,45.4,2.69,96.6,16.9,4.0,49,11.81,348.6,3.74,88.2,0.504,80.0,1
TAB-01015,58.8,2.9,96.1,15.6,3.2,49,12.42,350.6,3.99,80.8,0.492,86.3,1
TAB-01016,37.8,3.67,95.4,14.2,3.1,49,12.14,352.6,4.11,69.2,0.624,87.4,1
TAB-01017,24.6,2.44,100.7,17.1,2.6,27,11.18,352.9,3.72,83.9,0.371,79.6,1
TAB-01018,42.1,4.06,93.8,14.1,3.0,33,12.03,350.2,3.98,65.9,0.532,90.4,1
TAB-01019,35.4,2.63,100.7,18.1,3.1,54,11.59,346.5,3.79,82.2,0.512,77.8,1
TAB-01020,64.8,2.41,100.5,15.2,2.6,56,11.55,344.6,3.89,74.3,0.455,85.5,1
TAB-01021,68.2,3.07,99.0,17.5,2.9,31,11.24,344.6,3.75,94.7,0.405,80.3,1
TAB-01022,36.0,4.1,95.8,14.8,2.9,21,12.31,356.2,4.07,84.4,0.405,85.2,1
TAB-01023,62.9,2.04,94.8,15.1,3.0,54,12.56,353.0,4.02,85.6,0.523,83.9,1
TAB-01024,59.5,2.93,96.9,17.5,2.1,35,13.06,355.1,3.91,94.5,0.387,80.0,1
TAB-01025,34.3,3.24,99.3,19.4,2.9,33,11.26,349.9,3.6,106.3,0.357,74.8,0
TAB-01026,46.1,3.02,98.0,18.1,2.8,34,12.38,354.3,3.99,98.1,0.341,80.2,1
TAB-01027,44.2,3.19,95.9,16.8,3.0,37,12.42,352.0,4.01,90.0,0.513,85.6,1
TAB-01028,57.5,2.64,100.3,16.2,3.5,35,11.71,343.2,3.89,89.3,0.4,81.5,1
TAB-01029,37.7,2.7,101.4,14.0,4.0,43,11.54,349.6,4.01,72.0,0.487,85.5,1
TAB-01030,49.0,2.93,97.5,15.6,3.3,23,11.46,347.6,3.89,82.3,0.477,80.0,1
TAB-01031,43.1,2.44,98.2,13.2,2.4,59,11.74,347.6,4.09,62.4,0.631,85.9,1
TAB-01032,54.7,2.98,95.0,15.8,2.8,57,12.1,349.1,3.93,77.8,0.469,84.3,1
TAB-01033,47.8,2.81,97.2,15.9,3.3,57,12.68,355.2,4.0,82.0,0.629,82.5,1
TAB-01034,44.6,2.76,99.0,11.1,3.2,55,12.55,353.3,4.27,56.2,0.725,90.8,1
TAB-01035,47.9,3.16,98.7,15.1,3.5,46,11.19,345.6,3.99,76.4,0.616,87.4,1
TAB-01036,70.4,2.09,97.0,15.8,3.0,29,11.61,342.5,3.96,91.5,0.416,81.8,1
TAB-01037,45.8,2.89,97.5,14.8,2.8,22,12.65,356.2,4.14,85.9,0.352,92.5,1
TAB-01038,39.6,4.16,97.1,15.7,3.9,24,11.63,352.3,3.91,79.8,0.461,87.1,1
TAB-01039,55.8,2.46,97.4,12.3,3.0,33,11.97,349.5,4.1,74.4,0.419,80.8,1
TAB-01040,48.6,3.64,98.8,13.4,2.5,40,11.15,339.1,3.9,58.1,0.521,86.6,1
TAB-01041,35.8,3.03,94.1,17.1,3.7,60,12.58,352.8,3.96,84.6,0.503,81.8,1
TAB-01042,72.3,2.7,97.9,15.0,2.3,37,11.04,343.9,3.92,89.0,0.441,83.3,1
TAB-01043,46.5,2.34,98.7,15.7,1.3,41,11.18,342.7,3.87,85.3,0.467,79.7,1
TAB-01044,46.2,3.07,96.9,13.9,3.4,48,12.53,355.0,4.07,70.9,0.542,83.5,1
TAB-01045,51.6,3.73,97.0,15.0,3.5,27,12.96,358.4,4.16,86.2,0.447,85.8,1
TAB-01046,67.3,2.81,97.1,10.4,3.2,57,11.85,350.2,4.25,50.3,0.654,95.1,1
TAB-01047,33.2,2.96,97.0,16.7,2.3,41,11.98,352.9,3.98,83.2,0.545,81.8,1
TAB-01048,52.8,3.51,98.0,18.6,3.0,31,12.45,350.2,3.82,97.8,0.516,76.4,1
TAB-01049,70.9,3.17,98.3,12.9,2.9,57,12.14,349.7,4.09,72.4,0.616,93.2,1
TAB-01050,51.3,2.21,93.8,13.1,2.7,45,11.81,347.7,4.14,62.6,0.54,82.9,1
TAB-01051,37.6,3.05,99.3,15.9,3.7,39,11.76,347.0,3.93,78.0,0.44,84.1,1
TAB-01052,43.8,3.76,97.4,17.9,2.5,43,11.22,349.8,3.75,96.4,0.533,82.1,1
TAB-01053,52.1,2.98,101.9,15.0,3.2,50,12.12,349.0,3.99,65.7,0.525,82.3,1
TAB-01054,63.3,1.63,95.6,12.5,3.6,26,11.95,350.9,4.12,86.6,0.376,83.3,1
TAB-01055,46.6,3.19,96.3,14.6,3.2,55,11.78,346.5,4.05,68.8,0.691,87.4,1
TAB-01056,58.3,2.9,97.6,12.9,3.6,58,11.5,353.7,4.04,68.9,0.56,87.6,1
TAB-01057,35.6,2.09,98.8,13.7,3.3,43,11.55,352.0,4.06,81.8,0.372,83.6,1
TAB-01058,35.6,2.16,94.1,14.4,3.2,47,12.31,349.6,4.08,78.0,0.543,85.0,1
TAB-01059,45.2,3.49,96.3,13.1,3.2,54,12.44,356.6,4.09,70.5,0.615,91.4,1
TAB-01060,64.4,2.63,99.2,13.4,3.3,35,11.84,347.2,4.02,76.6,0.455,85.0,1
TAB-01061,50.7,2.55,96.1,15.1,2.8,60,11.78,351.1,3.95,75.1,0.709,83.2,1
TAB-01062,52.9,2.98,100.7,15.4,2.3,47,11.57,347.3,3.87,83.3,0.563,81.4,1
TAB-01063,52.8,2.68,97.1,12.2,3.5,37,12.47,347.8,4.16,67.6,0.523,92.5,1
TAB-01064,61.1,3.05,96.2,15.8,3.6,47,12.02,339.6,4.04,88.0,0.487,88.7,1
TAB-01065,43.9,2.9,99.2,14.2,3.1,41,12.18,349.9,4.06,81.4,0.537,83.4,1
TAB-01066,56.9,2.4,101.2,16.4,2.7,24,12.18,350.5,3.91,100.0,0.277,80.6,1
TAB-01067,41.7,2.74,98.8,16.6,2.2,52,11.85,352.7,4.0,74.4,0.489,83.4,1
TAB-01068,69.8,3.22,100.5,13.9,3.0,43,11.42,347.6,3.95,75.0,0.544,88.9,1
TAB-01069,42.0,3.02,101.4,16.2,2.3,52,11.5,350.6,3.84,80.9,0.546,83.9,1
TAB-01070,41.2,2.96,96.2,13.3,2.3,26,12.56,351.4,4.2,71.5,0.455,87.9,1
TAB-01071,55.5,3.97,99.9,17.6,3.0,42,11.64,349.1,3.86,89.4,0.468,79.7,1
TAB-01072,50.8,3.37,95.0,13.4,2.6,51,11.79,352.9,4.05,67.9,0.65,89.7,1
TAB-01073,53.3,3.43,98.8,15.7,3.2,60,11.43,340.6,3.95,73.9,0.522,88.4,1
TAB-01074,52.3,2.92,97.9,14.6,2.9,55,11.39,346.8,3.97,73.3,0.566,86.6,1
TAB-01075,39.1,3.11,100.5,13.0,2.7,55,11.62,347.1,4.0,56.2,0.593,93.7,1
TAB-01076,66.1,2.78,100.3,16.8,2.1,30,12.84,357.9,3.87,92.2,0.453,76.2,1
TAB-01077,58.9,3.39,99.1,13.8,2.6,54,12.33,350.8,4.07,61.2,0.589,90.2,1
TAB-01078,63.6,2.94,98.6,11.6,2.6,27,11.74,350.1,4.2,69.7,0.521,90.4,1
TAB-01079,44.7,3.11,99.0,9.2,2.4,28,12.54,355.7,4.32,51.0,0.577,94.0,1
TAB-01080,54.2,3.08,98.1,13.2,2.8,24,11.92,345.3,4.1,71.5,0.369,93.0,1
TAB-01081,52.0,2.99,97.9,17.8,2.4,54,12.68,352.9,3.94,97.7,0.513,78.8,1
TAB-01082,61.3,4.47,100.9,17.5,2.9,24,13.11,357.2,3.9,90.8,0.358,83.9,1
TAB-01083,61.6,2.67,101.1,13.6,3.1,26,12.51,354.7,4.1,82.8,0.457,88.5,1
TAB-01084,51.9,2.66,97.7,14.3,2.6,30,12.05,351.6,4.06,77.4,0.411,79.1,1
TAB-01085,34.8,3.35,98.5,14.1,3.2,43,12.35,351.7,4.04,68.1,0.61,91.2,1
TAB-01086,67.8,2.7,98.2,12.3,2.3,55,12.01,346.3,4.12,67.4,0.605,96.0,1
TAB-01087,55.6,2.85,94.8,13.1,2.4,37,11.08,348.2,4.02,70.6,0.476,91.4,1
TAB-01088,43.9,2.46,97.3,17.0,2.9,42,11.67,347.1,3.87,90.7,0.503,80.4,1
TAB-01089,54.1,3.25,101.2,16.0,3.3,27,11.52,343.3,3.95,93.3,0.382,83.3,1
TAB-01090,34.9,3.25,96.5,15.5,3.4,31,11.66,344.2,3.96,79.5,0.5,80.7,1
TAB-01091,60.6,2.84,102.2,12.3,3.8,25,12.9,355.5,4.18,68.9,0.496,94.0,1
TAB-01092,35.3,3.36,100.3,15.2,2.8,36,12.56,349.7,4.02,69.4,0.478,87.7,1
TAB-01093,47.8,2.07,98.8,10.4,2.9,44,12.22,354.8,4.25,67.1,0.497,92.7,1
TAB-01094,52.4,2.65,99.1,16.7,2.5,31,12.41,348.5,4.02,96.9,0.468,81.7,1
TAB-01095,60.4,2.92,96.2,15.5,2.4,54,11.05,345.1,3.86,83.0,0.58,85.1,1
TAB-01096,51.1,2.41,97.5,12.3,3.1,59,12.36,351.1,4.08,62.0,0.582,87.1,1
TAB-01097,56.3,2.13,100.9,18.2,2.6,25,12.47,348.4,3.91,98.9,0.328,83.7,1
TAB-01098,49.7,2.85,96.8,11.4,3.6,21,10.88,337.4,4.03,68.4,0.518,90.9,1
TAB-01099,49.7,3.35,100.1,16.1,2.3,52,12.38,353.2,3.92,78.1,0.56,82.6,1
TAB-01100,50.9,3.64,95.2,16.1,3.2,28,11.29,345.5,3.87,81.1,0.46,88.1,1
TAB-01101,48.1,2.73,95.6,12.5,2.5,34,11.01,344.9,4.07,62.0,0.558,89.0,1
TAB-01102,33.1,3.37,101.8,14.9,2.6,36,12.66,353.7,4.04,66.2,0.576,85.4,1
TAB-01103,42.3,3.32,98.0,11.7,3.3,57,11.5,348.9,4.14,59.3,0.659,96.4,1
TAB-01104,52.4,3.61,96.9,9.3,2.7,46,11.64,354.1,4.28,40.4,0.609,100.0,0
TAB-01105,47.5,2.82,100.7,12.9,2.7,22,12.49,350.5,4.2,76.2,0.377,90.8,1
TAB-01106,48.4,2.1,100.5,13.8,2.6,21,11.85,346.0,4.01,81.0,0.348,80.4,1
TAB-01107,46.8,3.04,99.8,16.3,3.9,28,11.91,344.6,3.87,94.0,0.369,83.6,1
TAB-01108,41.4,2.49,96.9,15.1,2.7,33,11.9,347.9,3.93,84.7,0.351,79.8,1
TAB-01109,45.1,2.64,97.4,15.2,3.0,39,12.17,351.4,4.05,80.8,0.567,81.9,1
TAB-01110,46.9,2.85,98.6,13.0,2.9,54,11.89,347.7,4.12,66.4,0.627,89.0,1
TAB-01111,50.1,2.83,99.4,13.9,3.1,33,12.06,351.2,4.01,77.4,0.45,86.5,1
TAB-01112,53.9,3.07,97.0,13.1,2.7,35,11.75,348.4,4.17,68.9,0.514,91.1,1
TAB-01113,48.2,3.35,98.3,12.6,2.9,33,12.18,347.7,4.09,72.4,0.443,93.2,1
TAB-01114,39.7,2.82,98.5,13.8,3.2,20,12.16,351.4,4.13,77.1,0.474,88.8,1
TAB-01115,36.0,3.2,100.6,15.1,2.6,58,12.95,354.5,4.16,70.2,0.5,80.6,1
TAB-01116,76.0,3.01,99.5,13.9,3.5,26,11.81,349.4,4.04,77.8,0.477,95.7,1
TAB-01117,38.7,3.47,95.0,14.4,3.6,32,11.91,348.8,3.98,77.3,0.402,87.1,1
TAB-01118,44.8,2.91,97.6,16.4,3.3,25,12.12,348.4,3.91,88.4,0.373,85.3,1
TAB-01119,55.2,2.96,96.1,14.0,3.0,40,12.48,352.8,4.09,74.0,0.578,79.6,1
TAB-01120,53.6,2.81,99.1,12.3,1.5,57,11.45,346.2,4.13,55.9,0.549,89.2,1
TAB-01121,55.2,2.92,99.8,16.1,3.2,24,12.05,355.3,3.89,91.7,0.386,78.4,1
TAB-01122,45.6,2.61,98.2,15.5,2.8,38,10.75,345.3,3.76,74.0,0.489,80.0,1
TAB-01123,52.4,2.56,97.5,15.7,2.9,21,11.86,350.1,3.97,94.9,0.392,82.6,1
TAB-01124,50.6,3.39,98.1,16.3,2.1,51,12.54,352.9,4.02,79.1,0.552,82.7,1
TAB-01125,46.9,2.46,98.4,15.9,3.2,46,11.64,341.0,4.02,83.1,0.508,85.3,1
TAB-01126,52.5,2.84,96.7,15.1,2.3,48,12.09,347.7,3.94,70.0,0.5,89.8,1
TAB-01127,60.6,3.51,95.6,19.8,3.1,39,11.74,347.8,3.73,106.1,0.521,74.6,0
TAB-01128,49.8,2.82,93.9,12.4,3.5,56,11.57,346.7,4.14,60.8,0.544,88.1,1
TAB-01129,49.8,3.41,100.5,13.8,2.8,36,12.49,353.2,4.11,79.2,0.584,85.5,1
TAB-01130,60.7,2.7,99.0,16.9,3.6,41,11.48,348.8,3.84,96.8,0.459,84.2,1
TAB-01131,59.6,2.47,98.7,15.3,2.6,48,12.15,350.5,4.04,90.6,0.538,83.8,1
TAB-01132,65.8,2.2,100.5,16.5,3.3,41,12.15,352.7,3.91,95.8,0.474,80.5,1
TAB-01133,32.4,3.66,95.5,15.3,2.3,28,11.57,348.2,3.98,82.7,0.492,86.3,1
TAB-01134,59.1,2.43,94.5,17.7,3.5,33,12.08,350.0,3.81,103.9,0.339,77.3,1
TAB-01135,56.0,3.37,98.8,13.0,3.4,24,11.53,349.4,3.98,72.8,0.463,87.9,1
TAB-01136,41.1,2.5,98.6,17.7,3.2,37,12.26,351.0,3.88,96.4,0.335,77.8,1
TAB-01137,52.5,3.66,94.5,17.3,2.8,44,11.34,351.9,3.69,83.0,0.493,81.6,1
TAB-01138,60.5,4.1,98.7,12.6,2.3,25,11.83,353.8,4.11,78.0,0.543,94.7,1
TAB-01139,41.7,2.16,97.2,16.3,2.8,45,11.87,343.7,3.84,86.4,0.489,74.6,0
TAB-01140,54.4,2.46,96.4,14.9,3.6,56,12.56,351.4,4.07,79.7,0.573,84.3,1
TAB-01141,58.7,3.39,97.3,13.8,3.1,34,12.07,351.1,4.08,77.8,0.423,87.0,1
TAB-01142,39.3,3.26,93.1,11.2,2.2,29,12.48,359.4,4.23,54.0,0.505,93.2,1
TAB-01143,48.6,3.39,96.8,13.0,2.4,56,12.28,351.2,4.15,68.4,0.605,92.9,1
TAB-01144,53.0,2.71,96.6,16.4,3.6,48,12.27,347.8,3.97,82.9,0.43,79.8,1
TAB-01145,42.0,3.99,99.1,16.6,3.2,24,11.83,352.5,3.89,80.5,0.396,87.9,1
TAB-01146,41.2,3.06,97.7,14.6,2.4,36,12.51,354.2,4.16,74.9,0.493,80.4,1
TAB-01147,48.6,2.39,99.3,16.6,2.1,47,11.82,347.7,3.92,80.7,0.542,84.5,1
TAB-01148,58.0,2.87,92.9,16.9,2.7,43,11.14,344.8,3.86,98.0,0.423,85.0,1
TAB-01149,56.4,2.4,96.3,15.3,2.1,45,11.89,351.1,4.03,81.4,0.431,80.2,1
TAB-01150,41.4,3.8,99.1,13.6,2.9,43,12.23,350.2,4.13,50.0,0.552,87.2,1
TAB-01151,56.5,2.67,97.4,15.9,4.2,52,11.2,344.3,3.98,87.2,0.542,78.1,1
TAB-01152,41.6,3.25,99.7,16.0,2.2,33,11.56,346.7,3.92,85.3,0.518,86.1,1
TAB-01153,33.9,2.76,94.4,16.3,2.9,48,11.38,349.7,3.87,79.9,0.499,79.8,1
TAB-01154,46.3,2.69,99.5,16.7,3.7,60,12.39,352.2,3.92,78.1,0.476,79.2,1
TAB-01155,61.2,2.04,96.7,12.3,3.4,36,12.84,349.1,4.21,75.0,0.423,84.8,1
TAB-01156,56.6,3.3,96.5,14.0,2.9,52,11.9,347.2,4.0,68.7,0.603,93.7,1
TAB-01157,50.0,3.65,100.0,11.2,2.9,30,12.27,358.2,4.25,55.8,0.607,91.6,1
TAB-01158,45.8,2.54,100.3,16.5,2.4,31,12.25,353.6,3.9,85.1,0.494,80.5,1
TAB-01159,46.1,2.23,100.1,14.6,2.9,57,12.78,354.9,4.1,76.3,0.498,84.0,1
TAB-01160,51.1,3.4,102.1,15.9,3.1,21,11.67,349.2,3.95,93.0,0.415,83.3,1
TAB-01161,39.3,2.18,100.5,12.0,3.6,29,11.89,352.3,4.14,74.0,0.41,86.1,1
TAB-01162,46.5,3.61,96.4,17.8,2.7,39,11.83,347.1,3.8,81.2,0.426,79.9,1
TAB-01163,47.8,2.55,98.3,12.6,2.9,36,12.04,351.5,4.16,74.0,0.456,90.0,1
TAB-01164,36.5,2.45,97.3,16.5,2.5,45,13.25,353.8,4.04,89.2,0.451,78.5,1
TAB-01165,41.6,3.12,102.1,15.2,3.1,28,12.02,349.6,3.85,89.8,0.396,89.4,1
TAB-01166,54.1,2.48,100.2,14.6,3.4,23,11.57,349.0,3.93,82.7,0.52,82.1,1
TAB-01167,50.1,2.65,97.6,14.5,3.3,35,11.42,346.0,4.04,81.0,0.444,87.3,1
TAB-01168,46.9,3.18,99.8,13.7,2.4,41,12.63,352.2,4.2,73.5,0.589,82.7,1
TAB-01169,40.9,1.79,95.5,17.6,3.1,42,11.57,343.9,3.85,94.0,0.367,73.4,0
TAB-01170,65.8,3.82,98.5,15.0,2.7,44,12.33,347.3,4.07,80.0,0.673,85.8,1
TAB-01171,41.6,3.02,96.1,12.5,3.5,42,11.66,350.6,4.05,65.8,0.579,86.4,1
TAB-01172,52.5,2.35,94.6,14.2,2.9,30,11.37,342.5,3.96,78.6,0.474,85.6,1
TAB-01173,45.1,2.49,99.6,15.3,2.2,51,12.3,356.1,4.08,74.4,0.493,82.4,1
TAB-01174,50.4,3.5,99.8,16.8,2.9,24,11.68,348.6,3.9,97.5,0.455,76.1,1
TAB-01175,54.6,3.3,98.9,13.8,3.2,28,12.21,355.6,4.08,72.5,0.496,94.5,1
TAB-01176,36.3,3.69,97.6,13.9,3.1,50,12.25,347.2,4.07,59.9,0.585,89.1,1
TAB-01177,49.9,2.66,95.5,15.0,2.7,31,12.27,352.9,4.08,85.8,0.384,83.9,1
TAB-01178,61.9,3.15,95.7,16.7,2.7,40,11.87,352.6,3.96,89.7,0.459,86.5,1
TAB-01179,67.6,3.21,96.1,12.3,2.5,33,12.34,356.1,4.2,63.3,0.515,95.0,1
TAB-01180,48.7,3.35,97.5,16.0,2.8,40,11.54,343.8,3.91,80.0,0.542,83.1,1
TAB-01181,50.4,3.56,100.2,14.1,2.6,34,10.77,342.9,3.91,69.5,0.504,82.7,1
TAB-01182,72.1,2.64,100.1,14.4,3.5,60,12.35,352.8,4.1,74.8,0.498,88.0,1
TAB-01183,61.3,2.94,94.7,19.0,2.5,34,12.08,350.7,3.75,116.0,0.421,74.5,0
TAB-01184,43.8,2.69,96.6,14.6,3.1,45,11.69,348.7,3.94,75.4,0.583,88.3,1
TAB-01185,43.8,2.97,96.6,16.5,3.0,56,11.26,345.2,3.78,77.4,0.463,79.3,1
TAB-01186,59.6,3.35,92.9,16.4,3.5,46,10.98,350.3,3.89,96.8,0.607,82.3,1
TAB-01187,39.9,2.17,99.1,12.6,3.5,43,12.03,356.3,4.08,75.1,0.589,82.7,1
TAB-01188,60.9,3.55,97.5,11.3,3.3,43,12.82,355.5,4.29,64.4,0.584,90.8,1
TAB-01189,53.3,2.43,97.8,16.6,3.2,40,11.93,349.9,3.9,88.0,0.382,79.8,1
TAB-01190,55.2,2.85,100.7,12.8,2.5,52,11.82,349.0,4.24,72.2,0.65,88.5,1
TAB-01191,47.4,3.62,98.2,11.7,2.5,22,11.99,355.0,4.19,68.1,0.439,92.0,1
TAB-01192,43.7,3.16,97.1,17.1,2.6,55,13.09,358.3,3.91,83.5,0.511,87.2,1
TAB-01193,64.6,3.17,99.1,13.0,3.4,43,12.38,349.0,4.2,63.0,0.501,92.1,1
TAB-01194,47.5,2.41,100.1,13.5,3.0,54,11.53,344.6,4.01,70.5,0.571,86.2,1
TAB-01195,45.9,2.48,98.6,18.9,3.4,20,12.01,346.0,3.79,116.9,0.37,67.1,0
TAB-01196,49.2,3.47,99.4,11.7,3.5,55,12.17,359.9,4.15,58.6,0.683,95.5,1
TAB-01197,51.9,2.71,97.7,12.5,2.6,25,11.47,348.7,4.08,71.2,0.51,98.2,1
TAB-01198,39.7,2.75,97.8,14.1,3.0,49,12.38,349.6,4.09,70.8,0.533,85.0,1
TAB-01199,44.4,3.48,98.2,14.5,3.0,37,11.59,346.9,3.95,74.3,0.522,84.7,1
TAB-01200,43.8,2.48,96.5,13.2,2.8,47,11.24,347.6,3.99,66.0,0.484,87.2,1
TAB-01201,58.5,3.13,96.9,12.7,2.7,45,12.04,353.2,4.12,67.2,0.574,86.2,1
TAB-01202,41.1,3.02,100.8,18.0,3.6,27,11.96,352.2,3.73,105.7,0.336,80.0,1
TAB-01203,32.4,3.0,102.0,15.5,3.0,41,12.0,348.7,3.9,85.6,0.484,87.6,1
TAB-01204,30.3,2.74,101.2,16.2,3.0,31,11.62,348.5,3.99,82.1,0.408,78.9,1
TAB-01205,35.3,2.71,95.4,14.7,2.6,42,11.69,348.2,4.0,82.0,0.487,82.0,1
TAB-01206,63.6,2.46,95.2,15.6,3.3,50,12.56,348.9,4.0,89.9,0.614,82.7,1
TAB-01207,50.2,3.24,95.6,16.9,2.5,23,12.22,348.8,3.84,95.3,0.479,80.5,1
TAB-01208,55.0,2.67,98.3,13.0,3.2,41,11.52,348.2,4.05,75.1,0.597,83.7,1
TAB-01209,55.4,3.48,92.4,15.5,3.2,45,11.02,346.7,3.93,75.7,0.627,84.5,1
TAB-01210,50.6,2.89,96.8,16.4,2.8,32,11.54,349.1,4.02,87.6,0.497,80.1,1
TAB-01211,49.3,2.47,100.8,18.1,3.2,58,12.08,351.7,3.95,97.0,0.501,81.3,1
TAB-01212,60.4,2.88,100.0,18.9,3.1,41,11.68,352.7,3.73,96.1,0.414,80.8,1
TAB-01213,51.5,2.79,97.0,15.1,3.0,27,11.65,345.5,3.93,80.6,0.435,88.4,1
TAB-01214,64.0,3.5,97.1,17.3,3.0,24,11.71,351.4,3.78,97.9,0.391,85.1,1
TAB-01215,56.2,2.82,99.1,9.7,3.0,42,11.96,351.7,4.22,51.1,0.554,96.1,1
TAB-01216,43.8,2.86,99.9,18.1,3.1,35,12.39,350.7,3.87,100.7,0.421,75.4,1
TAB-01217,45.0,3.71,96.9,13.5,3.0,28,12.0,351.8,4.05,68.2,0.425,93.8,1
TAB-01218,42.7,3.25,97.5,14.5,2.4,21,12.03,349.8,4.13,80.6,0.435,87.4,1
TAB-01219,62.2,3.83,96.9,15.9,2.9,43,11.89,357.4,3.88,83.4,0.488,82.6,1
TAB-01220,45.9,3.63,95.3,14.7,3.1,44,11.75,350.3,3.99,71.2,0.553,84.6,1
TAB-01221,42.0,2.56,97.6,15.4,3.0,26,12.45,352.7,3.92,85.8,0.408,78.7,1
TAB-01222,53.2,3.49,97.4,18.2,3.5,44,12.37,352.1,3.89,90.4,0.464,74.1,0
TAB-01223,49.0,3.76,95.5,14.2,3.3,58,13.02,355.2,4.07,67.3,0.562,89.9,1
TAB-01224,52.9,3.77,99.3,12.8,2.6,59,12.31,349.2,4.19,54.5,0.618,88.1,1
TAB-01225,68.9,3.49,99.0,18.6,2.9,56,11.75,353.0,3.78,93.5,0.553,77.9,1
TAB-01226,59.1,3.48,99.4,16.1,2.8,52,11.55,351.0,3.83,84.4,0.537,84.9,1
TAB-01227,50.3,2.85,96.5,18.8,3.0,28,12.48,351.2,3.75,97.8,0.385,76.3,1
TAB-01228,35.9,2.58,94.0,16.7,3.0,26,11.59,344.4,3.82,89.6,0.376,77.4,1
TAB-01229,45.0,2.82,98.9,12.4,3.3,38,12.4,352.2,4.18,70.5,0.523,94.1,1
TAB-01230,57.1,2.17,96.7,16.3,3.1,45,11.62,344.9,3.92,80.4,0.474,75.7,1
TAB-01231,38.3,3.67,96.2,13.0,3.6,54,12.17,351.5,4.09,70.8,0.609,85.9,1
TAB-01232,71.4,2.86,95.5,15.0,3.1,29,11.47,343.3,3.99,93.7,0.459,87.0,1
TAB-01233,50.1,3.65,97.4,14.8,2.6,39,12.39,353.9,3.99,67.8,0.51,85.4,1
TAB-01234,50.5,2.38,101.2,11.8,2.8,46,11.38,346.4,3.95,54.2,0.69,87.7,1
TAB-01235,43.3,3.54,97.0,13.4,3.3,38,12.14,355.0,4.11,69.2,0.492,86.3,1
TAB-01236,55.0,2.75,95.8,19.4,2.2,38,11.9,348.6,3.83,97.6,0.372,76.7,1
TAB-01237,38.4,2.36,99.3,15.5,2.3,29,12.05,348.0,4.05,90.0,0.388,82.2,1
TAB-01238,71.6,3.81,98.3,14.6,3.0,59,11.8,346.0,3.93,74.6,0.577,89.6,1
TAB-01239,63.2,3.55,93.8,18.6,3.5,39,11.79,353.4,3.77,99.9,0.486,78.3,1
TAB-01240,59.8,3.11,99.3,14.2,3.7,41,12.08,353.3,4.08,75.5,0.506,85.1,1
TAB-01241,36.1,3.02,102.3,14.8,2.9,29,11.5,347.6,3.93,87.4,0.329,84.2,1
TAB-01242,52.1,3.22,92.8,17.0,3.5,41,11.5,343.9,3.86,93.9,0.509,84.7,1
TAB-01243,62.1,3.1,95.5,14.2,3.0,30,11.82,345.7,3.99,83.9,0.44,92.2,1
TAB-01244,55.9,2.6,92.3,13.5,2.2,28,11.8,346.6,4.0,83.7,0.445,90.4,1
TAB-01245,40.0,2.79,97.8,10.5,3.0,31,11.5,350.0,4.13,54.1,0.569,94.4,1
TAB-01246,43.5,3.98,100.0,13.1,2.7,20,12.46,355.1,4.19,76.2,0.469,94.3,1
TAB-01247,45.5,4.34,98.2,13.1,3.5,43,11.83,347.4,4.08,61.7,0.6,89.0,1
TAB-01248,44.0,3.78,100.8,15.3,3.0,35,11.89,352.2,4.04,79.5,0.633,84.3,1
TAB-01249,65.3,3.24,99.7,13.8,2.4,56,11.34,344.6,4.02,68.9,0.508,90.5,1
TAB-01250,30.8,2.83,101.4,19.3,2.3,22,13.04,353.3,3.97,93.2,0.249,74.5,0
TAB-01251,56.6,2.6,100.3,12.9,3.0,22,13.21,358.2,4.27,83.0,0.376,89.4,1
TAB-01252,37.1,2.63,97.2,17.8,1.8,55,11.61,349.6,3.86,77.1,0.592,80.6,1
TAB-01253,40.4,2.72,98.1,15.4,2.7,25,12.61,355.8,4.03,80.8,0.37,85.3,1
TAB-01254,29.9,4.08,96.3,16.6,3.1,20,11.95,351.9,4.07,82.6,0.434,80.7,1
TAB-01255,44.5,3.9,97.5,16.5,2.5,27,12.8,358.5,4.01,74.9,0.427,84.5,1
TAB-01256,65.1,3.37,98.1,10.6,3.5,53,12.17,349.8,4.14,50.6,0.702,93.0,1
