sample_id,plant,temperatuur_C,druk_bar,debiet_kgh,katalysator_kgh,voeding_conc_molL,conversie,selectiviteit,opbrengst_pct,energie_kWh,heeft_label
Plant_A-01013,Plant_A,196.6,9.57,66.8,0.64,0.904,0.7901,0.8445,66.73,55.3,1
Plant_A-01014,Plant_A,180.0,6.53,131.8,3.39,0.647,0.6732,0.9191,61.87,68.8,1
Plant_A-01015,Plant_A,175.5,2.59,82.4,4.81,1.375,0.7831,0.9256,72.49,59.3,1
Plant_A-01016,Plant_A,183.8,8.77,142.3,2.83,0.844,0.7425,0.8879,65.93,70.8,1
Plant_A-01017,Plant_A,198.1,6.2,77.7,4.94,1.24,0.8328,0.9527,79.35,56.2,1
Plant_A-01018,Plant_A,163.8,5.15,120.7,3.06,0.676,0.6501,0.8781,57.09,66.5,1
Plant_A-01019,Plant_A,171.7,1.04,134.8,1.75,0.536,0.5865,0.8809,51.67,68.4,1
Plant_A-01020,Plant_A,147.9,9.61,131.2,0.64,0.975,0.633,0.7904,50.03,65.0,1
Plant_A-01021,Plant_A,179.9,8.5,77.8,3.78,1.15,0.8396,0.9116,76.54,58.4,1
Plant_A-01022,Plant_A,173.5,7.0,58.7,3.79,0.687,0.7844,0.8948,70.19,53.2,1
Plant_A-01023,Plant_A,191.1,2.11,110.8,0.74,1.934,0.7628,0.8784,67.01,64.9,1
Plant_A-01024,Plant_A,169.1,9.95,130.8,1.44,1.688,0.7876,0.817,64.35,67.9,1
Plant_A-01025,Plant_A,161.8,8.13,138.0,0.92,1.947,0.7854,0.8109,63.69,68.0,1
Plant_A-01026,Plant_A,191.2,1.33,79.3,1.36,1.051,0.7037,0.866,60.94,59.8,1
Plant_A-01027,Plant_A,195.8,2.2,99.0,2.92,1.517,0.8,0.9063,72.51,62.7,1
Plant_A-01028,Plant_A,160.9,8.3,103.9,3.02,0.52,0.6716,0.8472,56.9,60.9,1
Plant_A-01029,Plant_A,193.1,8.72,85.9,0.69,0.887,0.7685,0.8703,66.88,60.7,1
Plant_A-01030,Plant_A,152.3,4.15,128.7,3.84,1.143,0.6548,0.8853,57.97,64.9,1
Plant_A-01031,Plant_A,167.5,5.57,57.4,4.08,0.505,0.7558,0.8986,67.92,52.9,1
Plant_A-01032,Plant_A,151.6,4.35,58.7,1.2,1.841,0.7465,0.8286,61.86,53.1,1
Plant_A-01033,Plant_A,174.9,9.65,110.9,0.68,1.377,0.7609,0.8359,63.61,64.8,1
Plant_A-01034,Plant_A,150.5,2.79,132.7,0.91,1.964,0.6721,0.8408,56.51,67.6,1
Plant_A-01035,Plant_A,194.8,6.42,97.1,4.47,0.812,0.7607,0.9443,71.83,63.2,1
Plant_A-01036,Plant_A,149.5,3.55,59.1,3.95,1.678,0.7424,0.8582,63.71,51.5,1
Plant_A-01037,Plant_A,168.1,5.51,115.5,2.1,0.934,0.6724,0.8631,58.03,65.6,1
Plant_A-01038,Plant_A,152.5,7.17,137.2,4.72,1.608,0.7564,0.8545,64.64,67.7,1
Plant_A-01039,Plant_A,150.9,8.92,145.1,3.46,1.76,0.7532,0.8827,66.48,69.7,1
Plant_A-01040,Plant_A,179.6,6.01,87.0,2.59,0.76,0.7069,0.8915,63.02,59.1,1
Plant_A-01041,Plant_A,197.5,2.1,124.8,4.87,1.448,0.8062,0.9827,79.22,69.0,1
Plant_A-01042,Plant_A,168.5,4.1,52.6,4.44,1.552,0.8093,0.9352,75.69,49.9,1
Plant_A-01043,Plant_A,180.7,9.11,109.3,2.97,1.836,0.821,0.8449,69.37,63.1,1
Plant_A-01044,Plant_A,144.5,5.97,61.0,4.84,1.456,0.7526,0.8847,66.59,53.7,1
Plant_A-01045,Plant_A,147.2,9.91,137.3,1.61,0.894,0.6456,0.8103,52.31,67.0,1
Plant_A-01046,Plant_A,188.1,3.06,104.9,3.42,1.883,0.8298,0.915,75.93,63.1,1
Plant_A-01047,Plant_A,159.9,5.04,125.0,3.29,0.688,0.6297,0.8836,55.64,67.0,1
Plant_A-01048,Plant_A,195.4,1.41,108.4,0.51,1.479,0.7247,0.8784,63.66,64.6,1
Plant_A-01049,Plant_A,188.7,2.86,76.8,1.63,1.491,0.7603,0.8795,66.87,57.3,1
Plant_A-01050,Plant_A,191.7,5.61,86.4,4.49,1.429,0.8449,0.926,78.24,59.7,1
Plant_A-01051,Plant_A,163.9,7.73,105.8,3.86,1.777,0.8405,0.8754,73.58,62.4,1
Plant_A-01052,Plant_A,173.5,6.97,140.6,3.26,1.022,0.693,0.8855,61.37,69.1,1
Plant_A-01053,Plant_A,197.4,3.32,58.2,1.45,1.767,0.8485,0.8925,75.72,52.8,1
Plant_A-01054,Plant_A,197.5,6.59,138.7,4.86,1.255,0.7946,0.9381,74.54,69.0,1
Plant_A-01055,Plant_A,155.2,2.02,129.8,2.59,1.511,0.6999,0.8834,61.83,64.6,1
Plant_A-01056,Plant_A,163.8,7.0,83.0,4.85,1.957,0.8658,0.9115,78.92,56.4,1
Plant_A-01057,Plant_A,163.5,9.74,96.6,4.75,0.674,0.7401,0.8721,64.55,61.5,1
Plant_A-01058,Plant_A,199.4,5.65,127.2,0.82,1.638,0.7823,0.84,65.71,67.4,1
Plant_A-01059,Plant_A,172.0,4.59,74.9,3.04,1.075,0.7442,0.8786,65.39,55.7,1
Plant_A-01060,Plant_A,172.5,3.18,138.5,3.03,0.786,0.6388,0.9153,58.47,68.7,1
Plant_A-01061,Plant_A,168.7,5.76,65.9,1.93,0.667,0.7113,0.852,60.6,55.1,1
Plant_A-01062,Plant_A,141.3,3.4,73.1,1.28,1.969,0.6985,0.8506,59.41,54.9,1
Plant_A-01063,Plant_A,158.3,2.69,85.9,1.37,1.89,0.799,0.8456,67.56,58.0,1
Plant_A-01064,Plant_A,189.9,3.84,82.5,0.83,1.804,0.7932,0.8798,69.78,60.3,1
Plant_A-01065,Plant_A,148.4,3.01,98.4,2.04,1.711,0.7021,0.8475,59.5,59.9,1
Plant_A-01066,Plant_A,193.3,4.06,136.5,1.2,0.914,0.6969,0.8848,61.66,69.0,1
Plant_A-01067,Plant_A,191.8,2.52,103.8,2.9,1.251,0.7679,0.9018,69.25,63.3,1
Plant_A-01068,Plant_A,142.3,7.36,100.1,1.45,1.914,0.7336,0.8297,60.87,59.3,1
Plant_A-01069,Plant_A,195.8,7.75,59.3,1.92,1.673,0.9179,0.8837,81.12,53.1,1
Plant_A-01070,Plant_A,197.4,1.57,60.0,3.31,1.291,0.782,0.9231,72.19,54.9,1
Plant_A-01071,Plant_A,164.0,7.03,138.2,1.78,1.022,0.6957,0.8309,57.81,68.1,1
Plant_A-01072,Plant_A,145.6,8.16,59.5,1.08,0.932,0.6849,0.8009,54.85,52.1,1
Plant_A-01073,Plant_A,145.7,6.08,129.4,2.68,1.383,0.66,0.8424,55.6,65.6,1
Plant_A-01074,Plant_A,197.7,7.65,146.8,1.28,1.978,0.8118,0.8525,69.21,71.7,1
Plant_A-01075,Plant_A,183.9,5.5,106.7,0.84,1.116,0.7424,0.8652,64.24,64.1,1
Plant_A-01076,Plant_A,163.4,3.05,58.6,3.11,0.889,0.703,0.8953,62.94,54.3,1
Plant_A-01077,Plant_A,194.1,6.45,140.3,4.77,0.811,0.7317,0.9245,67.64,72.1,1
Plant_A-01078,Plant_A,191.1,9.6,139.9,4.84,1.569,0.826,0.9057,74.81,70.4,1
Plant_A-01079,Plant_A,183.6,6.7,100.0,1.23,1.954,0.8363,0.8632,72.19,62.6,1
Plant_A-01080,Plant_A,179.7,9.54,141.6,4.89,1.818,0.8238,0.9253,76.22,70.1,1
Plant_A-01081,Plant_A,144.5,5.5,83.7,4.91,0.511,0.6245,0.8806,54.99,55.9,1
Plant_A-01082,Plant_A,193.6,4.14,80.3,4.95,0.782,0.7527,0.9293,69.95,57.1,1
Plant_A-01083,Plant_A,163.4,5.12,87.5,3.8,1.599,0.7662,0.9012,69.05,57.8,1
Plant_A-01084,Plant_A,163.0,5.45,132.3,3.82,0.503,0.6479,0.8959,58.05,67.3,1
Plant_A-01085,Plant_A,192.6,2.14,76.9,0.63,1.707,0.7725,0.8784,67.86,60.4,1
Plant_A-01086,Plant_A,171.4,9.62,130.7,2.05,0.887,0.6879,0.8259,56.81,67.6,1
Plant_A-01087,Plant_A,143.6,1.68,89.4,2.17,1.544,0.6732,0.8581,57.77,58.2,1
Plant_A-01088,Plant_A,169.4,3.44,103.0,4.56,1.901,0.7974,0.891,71.05,62.5,1
Plant_A-01089,Plant_A,141.4,9.86,133.0,1.75,1.511,0.6966,0.7882,54.91,65.0,1
Plant_A-01090,Plant_A,162.3,3.88,97.6,2.56,0.848,0.6531,0.863,56.36,61.3,1
Plant_A-01091,Plant_A,193.2,1.54,61.6,3.43,1.352,0.8307,0.9207,76.48,55.1,1
Plant_A-01092,Plant_A,188.7,9.61,147.6,4.28,1.507,0.7926,0.888,70.38,70.8,1
Plant_A-01093,Plant_A,147.0,1.2,54.7,3.96,1.593,0.7687,0.8999,69.18,52.9,1
Plant_A-01094,Plant_A,174.2,5.33,112.1,4.45,1.178,0.7234,0.9003,65.13,65.4,1
Plant_A-01095,Plant_A,143.9,4.27,72.9,1.89,1.463,0.7196,0.8487,61.07,55.6,1
Plant_A-01096,Plant_A,191.5,7.99,134.3,0.51,0.702,0.6957,0.8504,59.16,68.5,1
Plant_A-01097,Plant_A,144.2,2.1,133.6,2.17,1.768,0.7011,0.8266,57.95,66.9,1
Plant_A-01098,Plant_A,146.6,3.39,86.1,2.48,0.93,0.6243,0.8604,53.72,55.7,1
Plant_A-01099,Plant_A,193.5,5.82,73.2,4.2,1.594,0.8576,0.9402,80.63,57.8,1
Plant_A-01100,Plant_A,156.7,2.05,63.0,1.19,1.54,0.7178,0.8197,58.84,54.4,1
Plant_A-01101,Plant_A,184.1,4.85,120.5,0.7,1.621,0.7483,0.851,63.68,66.2,1
Plant_A-01102,Plant_A,185.8,5.42,68.6,1.64,0.88,0.757,0.88,66.62,54.8,1
Plant_A-01103,Plant_A,188.2,8.88,135.2,0.61,0.94,0.6797,0.8158,55.45,70.7,1
Plant_A-01104,Plant_A,174.4,5.16,113.6,4.07,1.275,0.7132,0.8932,63.7,65.1,1
Plant_A-01105,Plant_A,173.6,4.47,106.9,2.14,0.56,0.7095,0.8769,62.22,64.8,1
Plant_A-01106,Plant_A,148.7,1.18,115.1,4.43,0.866,0.6298,0.908,57.19,63.7,1
Plant_A-01107,Plant_A,192.0,5.9,102.6,1.84,0.911,0.7615,0.8859,67.47,63.2,1
Plant_A-01108,Plant_A,167.6,4.24,56.9,2.74,1.58,0.7942,0.8853,70.31,52.9,1
Plant_A-01109,Plant_A,176.7,1.5,110.0,4.99,1.134,0.7167,0.9662,69.24,64.6,1
Plant_A-01110,Plant_A,177.1,9.53,143.2,3.97,1.407,0.7377,0.9086,67.03,70.6,1
Plant_A-01111,Plant_A,196.2,5.91,50.1,1.09,1.021,0.794,0.854,67.8,52.8,1
Plant_A-01112,Plant_A,147.2,9.82,81.5,0.5,1.475,0.7379,0.7903,58.32,56.8,1
Plant_A-01113,Plant_A,143.5,1.55,106.9,1.2,1.214,0.5778,0.8595,49.66,63.8,1
Plant_A-01114,Plant_A,141.2,8.04,101.1,3.62,0.748,0.6875,0.8341,57.34,59.1,1
Plant_A-01115,Plant_A,171.7,1.67,139.6,1.47,1.58,0.7044,0.8491,59.81,69.5,1
Plant_A-01116,Plant_A,149.4,4.34,112.2,2.63,1.367,0.6686,0.8637,57.74,64.3,1
Plant_A-01117,Plant_A,180.6,2.07,62.1,0.55,0.723,0.6778,0.8735,59.21,54.2,1
Plant_A-01118,Plant_A,188.0,2.36,59.8,2.79,1.436,0.8386,0.9037,75.79,55.6,1
Plant_A-01119,Plant_A,183.6,6.64,109.9,1.93,1.486,0.7977,0.8733,69.66,63.1,1
Plant_A-01120,Plant_A,160.1,4.43,125.7,2.51,1.786,0.7626,0.8609,65.65,64.9,1
Plant_A-01121,Plant_A,181.6,8.98,134.4,2.62,1.084,0.7787,0.8678,67.58,71.0,1
Plant_A-01122,Plant_A,185.8,1.97,108.0,0.69,1.935,0.7255,0.8831,64.07,62.0,1
Plant_A-01123,Plant_A,184.3,6.04,113.2,3.89,1.559,0.8074,0.8935,72.14,64.7,1
Plant_A-01124,Plant_A,172.3,1.07,101.0,2.75,1.439,0.6962,0.8669,60.36,59.1,1
Plant_A-01125,Plant_A,171.3,4.62,103.4,3.2,1.131,0.7313,0.8867,64.85,61.3,1
Plant_A-01126,Plant_A,156.4,2.16,71.5,0.81,1.086,0.6873,0.8404,57.77,56.2,1
Plant_A-01127,Plant_A,200.0,6.72,71.8,4.37,1.449,0.8545,0.9297,79.45,57.5,1
Plant_A-01128,Plant_A,169.8,7.08,94.3,3.93,0.828,0.7379,0.8967,66.17,59.6,1
Plant_A-01129,Plant_A,187.4,7.3,89.7,3.87,1.561,0.8606,0.908,78.14,60.7,1
Plant_A-01130,Plant_A,173.3,4.77,94.6,1.22,0.57,0.621,0.841,52.22,60.1,1
Plant_A-01131,Plant_A,149.4,7.44,84.0,3.93,1.365,0.7771,0.8834,68.65,56.3,1
Plant_A-01132,Plant_A,199.7,3.05,83.8,3.61,1.56,0.8334,0.9532,79.43,60.7,1
Plant_A-01133,Plant_A,194.6,9.08,146.6,3.23,1.346,0.7938,0.8715,69.18,73.1,1
Plant_A-01134,Plant_A,148.6,8.55,144.5,3.57,0.892,0.6647,0.8484,56.39,69.4,1
Plant_A-01135,Plant_A,193.9,4.32,142.8,0.82,0.767,0.6496,0.8591,55.8,69.7,1
Plant_A-01136,Plant_A,165.0,9.87,73.8,0.61,1.156,0.7462,0.7931,59.18,56.2,1
Plant_A-01137,Plant_A,152.2,2.55,148.8,4.54,1.878,0.6729,0.9289,62.51,71.2,1
Plant_A-01138,Plant_A,142.3,2.2,102.8,2.56,1.598,0.6702,0.861,57.71,59.9,1
Plant_A-01139,Plant_A,191.8,1.26,83.9,4.92,0.931,0.7682,0.9619,73.9,60.8,1
Plant_A-01140,Plant_A,172.1,3.66,136.3,3.34,1.861,0.7379,0.9125,67.33,70.4,1
Plant_A-01141,Plant_A,187.4,4.25,118.9,2.85,0.943,0.7289,0.9021,65.76,67.4,1
Plant_A-01142,Plant_A,196.0,6.32,143.7,2.58,1.031,0.7107,0.8865,63.01,69.8,1
Plant_A-01143,Plant_A,140.9,2.27,100.2,3.16,1.256,0.6397,0.8826,56.46,60.0,1
Plant_A-01144,Plant_A,192.8,9.4,125.9,4.22,0.526,0.7292,0.8858,64.59,69.3,1
Plant_A-01145,Plant_A,170.3,9.94,90.4,1.9,0.923,0.7329,0.8124,59.55,59.2,1
Plant_A-01146,Plant_A,160.5,9.66,130.2,3.17,1.241,0.7465,0.856,63.9,66.7,1
Plant_A-01147,Plant_A,192.6,9.99,95.2,2.49,0.766,0.7434,0.8767,65.17,61.7,1
Plant_A-01148,Plant_A,197.0,6.23,86.0,3.44,1.168,0.8261,0.9485,78.36,61.6,1
Plant_A-01149,Plant_A,185.7,1.86,110.5,2.33,1.685,0.7449,0.888,66.15,63.2,1
Plant_A-01150,Plant_A,154.9,2.74,79.9,1.67,0.552,0.6355,0.8505,54.05,57.4,1
Plant_A-01151,Plant_A,185.2,2.11,139.9,4.16,0.528,0.6245,0.9373,58.53,69.1,1
Plant_A-01152,Plant_A,168.3,8.49,81.1,1.14,1.018,0.7224,0.8336,60.22,59.0,1
Plant_A-01153,Plant_A,161.7,2.55,94.2,2.49,0.867,0.6743,0.8476,57.15,60.2,1
Plant_A-01154,Plant_A,196.4,7.46,122.3,1.57,1.251,0.7594,0.8789,66.75,68.3,1
Plant_A-01155,Plant_A,154.0,2.25,60.0,2.42,0.974,0.6981,0.8551,59.69,53.0,1
Plant_A-01156,Plant_A,181.3,9.02,63.1,0.97,1.747,0.8662,0.8328,72.14,53.5,1
Plant_A-01157,Plant_A,184.6,2.95,114.8,2.31,0.691,0.6928,0.8962,62.09,63.9,1
Plant_A-01158,Plant_A,166.7,4.83,80.2,3.71,1.549,0.8128,0.8932,72.59,55.1,1
Plant_A-01159,Plant_A,156.2,1.01,89.9,4.31,0.873,0.6542,0.9182,60.07,57.6,1
Plant_A-01160,Plant_A,168.0,3.5,126.0,4.16,1.471,0.7446,0.9313,69.34,69.0,1
Plant_A-01161,Plant_A,141.2,7.76,136.2,2.29,0.836,0.6174,0.8425,52.02,67.0,1
Plant_A-01162,Plant_A,145.1,3.96,68.0,4.64,1.344,0.7361,0.91,66.98,53.4,1
Plant_A-01163,Plant_A,159.1,2.99,119.5,0.81,1.295,0.6441,0.8386,54.01,63.7,1
Plant_A-01164,Plant_A,189.2,3.06,64.0,3.94,1.457,0.8017,0.9133,73.22,53.6,1
Plant_A-01165,Plant_A,183.4,8.08,135.1,4.55,0.876,0.7599,0.886,67.33,69.3,1
Plant_A-01166,Plant_A,154.2,9.27,146.4,4.37,1.641,0.7291,0.8791,64.09,71.7,1
Plant_A-01167,Plant_A,191.4,7.97,147.7,3.85,1.626,0.8036,0.8813,70.82,71.7,1
Plant_A-01168,Plant_A,182.6,6.23,127.4,0.67,1.115,0.7064,0.8502,60.06,67.7,1
Plant_A-01169,Plant_A,192.0,9.14,103.3,1.28,1.771,0.8116,0.8855,71.87,63.9,1
Plant_A-01170,Plant_A,190.8,9.04,139.9,1.67,1.039,0.7266,0.8449,61.39,72.0,1
Plant_A-01171,Plant_A,198.1,9.94,142.2,3.54,1.516,0.8472,0.9184,77.8,71.6,1
Plant_A-01172,Plant_A,198.9,1.47,69.4,3.9,1.466,0.821,0.9547,78.38,56.5,1
Plant_A-01173,Plant_A,160.0,6.79,108.5,2.11,0.835,0.6922,0.8473,58.66,62.5,1
Plant_A-01174,Plant_A,199.2,1.92,105.1,2.89,1.147,0.7314,0.9452,69.14,63.9,1
Plant_A-01175,Plant_A,190.7,6.46,130.6,1.05,1.016,0.7386,0.8744,64.58,67.4,1
Plant_A-01176,Plant_A,146.8,2.97,77.8,4.9,1.813,0.7513,0.925,69.49,57.4,1
Plant_A-01177,Plant_A,166.9,2.69,112.0,3.24,1.418,0.7316,0.9129,66.78,63.4,1
Plant_A-01178,Plant_A,175.0,7.32,111.5,4.5,1.123,0.7752,0.9157,70.98,63.8,1
Plant_A-01179,Plant_A,142.3,2.74,112.8,4.85,0.566,0.6184,0.9114,56.36,61.3,1
Plant_A-01180,Plant_A,160.7,1.08,136.4,4.77,1.883,0.742,0.9351,69.38,69.7,1
Plant_A-01181,Plant_A,180.9,2.29,97.5,3.45,1.556,0.7733,0.9421,72.85,59.3,1
Plant_A-01182,Plant_A,190.5,3.7,75.6,1.03,0.917,0.7013,0.8502,59.62,56.4,1
Plant_A-01183,Plant_A,191.0,8.29,108.7,1.32,1.717,0.802,0.8442,67.71,63.4,1
Plant_A-01184,Plant_A,168.9,8.61,81.9,4.59,0.603,0.7178,0.8998,64.59,59.4,1
Plant_A-01185,Plant_A,163.9,2.7,101.1,2.28,0.577,0.6336,0.8786,55.67,61.4,1
Plant_A-01186,Plant_A,161.5,2.86,87.3,1.72,1.324,0.6815,0.8515,58.03,59.8,1
Plant_A-01187,Plant_A,153.8,5.87,95.7,0.5,1.54,0.7479,0.7973,59.63,59.7,1
Plant_A-01188,Plant_A,192.5,7.92,76.4,0.71,1.239,0.7693,0.8354,64.26,59.3,1
Plant_A-01189,Plant_A,190.3,5.95,70.6,2.29,1.392,0.8153,0.8777,71.57,59.1,1
Plant_A-01190,Plant_A,154.8,9.79,139.4,2.38,1.351,0.725,0.8502,61.64,69.5,1
Plant_A-01191,Plant_A,165.7,8.23,95.0,3.6,1.407,0.7893,0.8519,67.25,59.5,1
Plant_A-01192,Plant_A,182.0,4.26,111.0,2.93,0.546,0.6836,0.909,62.14,64.7,1
Plant_A-01193,Plant_A,155.3,1.59,76.0,3.3,1.177,0.6952,0.8752,60.84,56.8,1
Plant_A-01194,Plant_A,162.5,2.15,133.4,3.06,1.357,0.6781,0.9041,61.31,67.6,1
Plant_A-01195,Plant_A,190.0,1.03,70.7,3.17,1.167,0.7723,0.9364,72.32,56.4,1
Plant_A-01196,Plant_A,169.1,4.0,65.7,4.03,1.212,0.752,0.905,68.05,56.8,1
Plant_A-01197,Plant_A,171.2,1.45,71.8,2.35,0.74,0.6904,0.9217,63.64,55.4,1
Plant_A-01198,Plant_A,140.2,3.68,54.7,4.01,1.525,0.7473,0.8485,63.42,51.5,1
Plant_A-01199,Plant_A,175.7,7.66,87.6,1.52,1.903,0.8193,0.8542,69.98,57.4,1
Plant_A-01200,Plant_A,196.8,7.7,130.8,2.6,1.712,0.8054,0.8823,71.06,67.6,1
Plant_A-01201,Plant_A,189.0,2.19,81.7,2.43,0.745,0.7171,0.8818,63.23,57.4,1
Plant_A-01202,Plant_A,140.9,6.92,84.3,1.7,1.009,0.6585,0.8238,54.25,56.2,1
Plant_A-01203,Plant_A,167.3,4.89,103.9,3.8,0.806,0.6895,0.8976,61.89,62.4,1
Plant_A-01204,Plant_A,173.8,6.76,126.9,3.44,0.823,0.6739,0.8916,60.08,69.7,1
Plant_A-01205,Plant_A,197.9,2.86,81.7,1.49,1.46,0.7972,0.8885,70.83,58.5,1
Plant_A-01206,Plant_A,174.7,7.87,105.3,3.84,1.915,0.8597,0.8964,77.06,63.0,1
Plant_A-01207,Plant_A,185.7,4.81,71.3,3.82,2.0,0.8986,0.8917,80.13,56.0,1
Plant_A-01208,Plant_A,192.6,3.16,107.6,1.32,1.689,0.8342,0.9032,75.35,65.2,1
Plant_A-01209,Plant_A,199.3,8.19,63.1,2.15,0.736,0.7913,0.8753,69.26,53.5,1
Plant_A-01210,Plant_A,177.2,5.08,141.8,2.86,1.033,0.7367,0.8889,65.49,71.0,1
Plant_A-01211,Plant_A,178.6,4.49,59.1,3.21,1.617,0.8399,0.923,77.52,54.2,1
Plant_A-01212,Plant_A,157.2,5.12,87.5,2.21,1.895,0.7798,0.8631,67.3,58.6,1
Plant_A-01213,Plant_A,141.1,5.2,136.8,4.56,1.614,0.6842,0.8652,59.19,66.4,1
Plant_A-01214,Plant_A,166.5,2.4,91.0,0.72,1.573,0.6876,0.8406,57.8,59.5,1
Plant_A-01215,Plant_A,162.7,9.78,86.3,1.81,1.979,0.8324,0.8338,69.41,59.2,1
Plant_A-01216,Plant_A,173.0,1.45,147.4,2.72,1.359,0.6849,0.8853,60.64,73.2,1
Plant_A-01217,Plant_A,162.2,2.79,83.9,3.75,0.818,0.6752,0.9092,61.39,57.4,1
Plant_A-01218,Plant_A,161.6,7.41,84.9,3.11,1.582,0.8269,0.8509,70.36,59.4,1
Plant_A-01219,Plant_A,148.5,4.74,75.1,1.81,1.766,0.7563,0.8278,62.61,55.6,1
Plant_A-01220,Plant_A,184.1,9.13,100.0,4.56,1.476,0.8424,0.9142,77.02,59.3,1
Plant_A-01221,Plant_A,168.8,3.9,63.4,4.5,1.248,0.808,0.9171,74.1,53.2,1
Plant_A-01222,Plant_A,143.4,7.23,110.7,3.78,1.201,0.7086,0.8695,61.61,63.2,1
Plant_A-01223,Plant_A,178.9,7.61,122.6,2.34,1.132,0.7435,0.8824,65.6,64.9,1
Plant_A-01224,Plant_A,147.4,7.25,76.8,0.55,1.522,0.6907,0.7962,54.99,57.1,1
Plant_A-01225,Plant_A,197.1,9.71,121.8,2.78,1.004,0.7615,0.8802,67.02,66.1,1
Plant_A-01226,Plant_A,142.7,4.47,126.4,4.23,0.63,0.6314,0.8752,55.27,65.2,1
Plant_A-01227,Plant_A,164.1,5.38,80.3,2.61,1.887,0.8434,0.8841,74.57,57.8,1
Plant_A-01228,Plant_A,189.0,2.56,102.3,0.92,0.611,0.6261,0.8794,55.06,63.5,1
Plant_A-01229,Plant_A,149.7,5.64,142.8,2.21,1.629,0.6606,0.8681,57.35,67.6,1
Plant_A-01230,Plant_A,146.6,9.34,104.4,3.12,1.461,0.7668,0.8449,64.79,60.8,1
Plant_A-01231,Plant_A,152.7,8.52,72.5,3.99,1.222,0.7723,0.8795,67.92,57.5,1
Plant_A-01232,Plant_A,181.7,8.44,116.8,3.9,0.783,0.7405,0.9094,67.33,65.4,1
Plant_A-01233,Plant_A,197.4,6.38,101.8,1.48,1.083,0.7775,0.877,68.19,61.9,1
Plant_A-01234,Plant_A,175.2,5.69,125.8,2.98,1.156,0.6977,0.8562,59.74,68.0,1
Plant_A-01235,Plant_A,143.3,9.21,58.9,1.6,1.071,0.7441,0.8136,60.54,52.7,1
Plant_A-01236,Plant_A,166.2,5.27,105.0,3.93,0.81,0.7237,0.9158,66.28,61.1,1
Plant_A-01237,Plant_A,181.9,5.9,127.6,2.67,1.573,0.7695,0.8705,66.99,67.4,1
Plant_A-01238,Plant_A,165.6,5.03,132.1,4.04,1.774,0.8017,0.9002,72.17,67.8,1
Plant_A-01239,Plant_A,157.2,4.71,145.4,2.83,1.184,0.6307,0.8641,54.5,71.4,1
Plant_A-01240,Plant_A,164.6,1.72,92.9,2.75,1.107,0.6635,0.9042,60.0,59.2,1
Plant_A-01241,Plant_A,181.4,6.84,62.8,1.35,1.669,0.8501,0.8894,75.6,53.4,1
Plant_A-01242,Plant_A,170.1,4.0,75.3,0.89,1.893,0.7432,0.8558,63.6,55.8,1
Plant_A-01243,Plant_A,177.5,6.32,136.9,3.17,1.272,0.73,0.8942,65.28,68.3,1
Plant_A-01244,Plant_A,188.0,8.67,101.0,4.84,1.367,0.8581,0.9475,81.31,61.6,1
Plant_A-01245,Plant_A,188.8,7.29,77.9,4.04,1.685,0.8784,0.9181,80.65,57.9,1
Plant_A-01246,Plant_A,199.0,1.54,65.8,2.86,1.422,0.8335,0.9206,76.73,56.1,1
Plant_A-01247,Plant_A,157.6,3.24,125.0,2.43,1.911,0.7084,0.8587,60.83,66.9,1
Plant_A-01248,Plant_A,183.7,9.48,118.5,4.84,1.04,0.7998,0.9129,73.01,66.6,1
Plant_A-01249,Plant_A,156.3,3.89,142.0,1.71,1.65,0.6743,0.8525,57.48,70.1,1
Plant_A-01250,Plant_A,188.9,5.63,122.3,0.56,0.517,0.6663,0.8556,57.01,65.8,1
Plant_A-01251,Plant_A,146.6,4.71,62.4,1.54,0.899,0.6648,0.841,55.91,53.4,1
Plant_A-01252,Plant_A,198.3,2.42,102.7,3.09,1.031,0.7339,0.9199,67.52,62.8,1
Plant_A-01253,Plant_A,156.5,1.46,110.1,2.89,1.571,0.7296,0.8946,65.27,62.1,1
Plant_A-01254,Plant_A,191.1,4.95,136.3,1.27,0.946,0.7095,0.9003,63.88,70.9,1
Plant_A-01255,Plant_A,157.1,4.34,114.2,0.51,1.838,0.7357,0.8327,61.26,63.6,1
Plant_A-01256,Plant_A,190.8,9.59,80.2,2.99,1.869,0.8885,0.8984,79.83,59.8,1
Plant_A-01257,Plant_A,180.0,3.17,143.4,0.58,1.339,0.6791,0.8627,58.58,71.7,1
Plant_A-01258,Plant_A,157.6,7.63,145.2,1.45,1.443,0.7169,0.8481,60.8,68.3,1
Plant_A-01259,Plant_A,159.9,1.81,97.6,4.6,1.811,0.7307,0.895,65.4,59.4,1
Plant_A-01260,Plant_A,166.8,7.0,119.0,4.51,1.766,0.8291,0.9385,77.82,66.9,1
Plant_A-01261,Plant_A,165.3,9.22,146.4,1.82,0.829,0.6644,0.8424,55.97,68.9,1
Plant_A-01262,Plant_A,142.1,2.42,130.2,2.1,1.482,0.6609,0.8593,56.79,66.9,1
Plant_A-01263,Plant_A,166.6,4.35,120.0,4.81,1.598,0.7725,0.9178,70.91,65.4,1
Plant_A-01264,Plant_A,171.0,1.89,130.6,4.94,1.06,0.7128,0.9363,66.74,67.5,1
Plant_A-01265,Plant_A,171.5,6.79,91.1,1.08,0.691,0.7289,0.8305,60.54,59.1,1
