lot_id,datum,leverancier,grondstof,zuiverheid_pct,vochtgehalte_pct,deeltjesgrootte_d50_um,deeltjesgrootte_d90_um,bulkdichtheid_gmL,tapdichtheid_gmL,carr_index_pct,zware_metalen_ppm,microbieel_CFUg,besluit
LOT-00766,2024-09-16,Leverancier_B,Paracetamol_API,99.45,1.66,101.2,188.2,0.454,0.555,18.2,9.6,0,goedgekeurd
LOT-00767,2025-02-20,Leverancier_B,Paracetamol_API,99.52,1.61,79.5,139.8,0.492,0.639,23.1,8.1,500,goedgekeurd
LOT-00768,2024-08-06,Leverancier_A,Lactose,99.57,1.76,81.0,150.9,0.43,0.55,21.7,5.3,0,goedgekeurd
LOT-00769,2025-05-03,Leverancier_C,Paracetamol_API,99.6,1.6,64.8,110.7,0.421,0.535,21.4,5.6,10,goedgekeurd
LOT-00770,2024-10-30,Leverancier_D,Cellulose_MCC,99.62,2.08,67.5,116.2,0.451,0.577,21.8,8.6,50,goedgekeurd
LOT-00771,2024-10-22,Leverancier_A,Paracetamol_API,99.79,1.9,68.5,120.0,0.441,0.547,19.4,7.3,0,goedgekeurd
LOT-00772,2024-11-10,Leverancier_B,Magnesiumstearaat,100.0,1.93,86.7,155.8,0.436,0.519,16.0,9.8,0,goedgekeurd
LOT-00773,2024-07-09,Leverancier_A,Lactose,99.06,1.76,90.5,162.2,0.452,0.582,22.3,11.3,10,goedgekeurd
LOT-00774,2024-09-10,Leverancier_B,Paracetamol_API,99.87,2.28,81.8,145.5,0.438,0.561,21.9,9.0,0,goedgekeurd
LOT-00775,2025-02-14,Leverancier_A,Cellulose_MCC,99.55,1.76,88.3,157.8,0.447,0.561,20.2,8.9,0,goedgekeurd
LOT-00776,2024-07-01,Leverancier_A,Lactose,99.87,2.13,79.5,146.8,0.413,0.505,18.2,6.0,10,goedgekeurd
LOT-00777,2025-05-03,Leverancier_D,Cellulose_MCC,99.43,1.61,94.8,179.9,0.497,0.62,19.9,7.5,1000,afgekeurd
LOT-00778,2024-08-15,Leverancier_B,Cellulose_MCC,99.98,1.77,72.7,136.4,0.474,0.554,14.6,7.4,0,goedgekeurd
LOT-00779,2024-09-12,Leverancier_C,Magnesiumstearaat,99.09,1.74,81.4,140.5,0.447,0.565,20.9,7.3,50,goedgekeurd
LOT-00780,2024-07-28,Leverancier_A,Lactose,99.7,1.94,74.3,139.1,0.465,0.596,22.1,6.4,50,goedgekeurd
LOT-00781,2024-12-21,Leverancier_B,Magnesiumstearaat,100.0,1.53,81.9,160.2,0.493,0.612,19.4,6.2,0,goedgekeurd
LOT-00782,2024-06-30,Leverancier_B,Lactose,99.75,1.89,92.3,166.2,0.429,0.514,16.5,6.9,0,goedgekeurd
LOT-00783,2024-11-13,Leverancier_D,Cellulose_MCC,99.55,1.86,82.3,151.1,0.478,0.607,21.3,7.6,10,goedgekeurd
LOT-00784,2024-11-28,Leverancier_A,Cellulose_MCC,99.99,1.86,73.9,133.6,0.439,0.545,19.4,11.9,500,goedgekeurd
LOT-00785,2025-02-03,Leverancier_D,Paracetamol_API,99.75,1.41,82.4,154.9,0.424,0.519,18.2,7.8,0,goedgekeurd
LOT-00786,2024-06-20,Leverancier_C,Paracetamol_API,99.47,2.19,84.5,150.0,0.43,0.539,20.2,6.2,10,goedgekeurd
LOT-00787,2024-08-14,Leverancier_C,Cellulose_MCC,99.02,1.93,84.3,154.7,0.431,0.541,20.3,6.3,10,goedgekeurd
LOT-00788,2025-03-09,Leverancier_C,Lactose,99.29,1.95,74.5,130.2,0.394,0.504,21.9,6.6,10,goedgekeurd
LOT-00789,2024-10-20,Leverancier_C,Magnesiumstearaat,100.0,1.39,78.1,142.8,0.415,0.516,19.4,8.5,10,goedgekeurd
LOT-00790,2024-06-18,Leverancier_B,Magnesiumstearaat,99.49,1.88,78.4,145.3,0.458,0.57,19.6,6.6,0,goedgekeurd
LOT-00791,2024-09-04,Leverancier_B,Lactose,99.39,2.37,78.4,141.7,0.409,0.534,23.4,9.4,50,goedgekeurd
LOT-00792,2024-06-25,Leverancier_D,Lactose,99.41,2.15,72.5,127.7,0.474,0.587,19.3,7.5,0,goedgekeurd
LOT-00793,2024-07-13,Leverancier_D,Lactose,99.93,1.96,80.0,138.5,0.432,0.536,19.5,9.9,0,goedgekeurd
LOT-00794,2025-05-16,Leverancier_B,Paracetamol_API,99.68,2.17,80.7,149.0,0.429,0.526,18.3,9.0,0,goedgekeurd
LOT-00795,2024-10-11,Leverancier_A,Cellulose_MCC,99.88,2.17,83.3,144.0,0.427,0.545,21.6,5.0,0,goedgekeurd
LOT-00796,2024-12-07,Leverancier_A,Cellulose_MCC,100.0,1.98,60.3,117.7,0.437,0.564,22.6,5.4,0,goedgekeurd
LOT-00797,2024-07-24,Leverancier_A,Lactose,99.64,1.83,87.0,159.5,0.475,0.586,19.0,6.0,0,goedgekeurd
LOT-00798,2024-12-26,Leverancier_B,Cellulose_MCC,99.52,1.93,94.1,172.1,0.451,0.557,19.0,6.4,500,goedgekeurd
LOT-00799,2025-05-18,Leverancier_B,Lactose,99.55,1.94,70.2,126.5,0.462,0.592,22.0,9.8,1000,afgekeurd
LOT-00800,2025-04-07,Leverancier_D,Magnesiumstearaat,99.72,1.75,91.3,154.0,0.502,0.619,18.9,8.0,50,goedgekeurd
LOT-00801,2025-04-20,Leverancier_B,Lactose,99.53,1.75,94.5,172.6,0.493,0.63,21.8,6.4,500,goedgekeurd
LOT-00802,2025-04-07,Leverancier_C,Cellulose_MCC,99.76,1.96,59.2,93.8,0.39,0.499,21.7,5.9,10,goedgekeurd
LOT-00803,2025-03-18,Leverancier_C,Cellulose_MCC,99.54,1.46,93.8,173.1,0.373,0.496,24.9,8.2,0,goedgekeurd
LOT-00804,2024-10-07,Leverancier_B,Magnesiumstearaat,99.89,1.95,91.9,162.0,0.484,0.648,25.2,9.9,10,goedgekeurd
LOT-00805,2024-08-01,Leverancier_A,Cellulose_MCC,99.31,2.16,75.9,145.4,0.402,0.477,15.7,5.2,0,goedgekeurd
LOT-00806,2024-10-03,Leverancier_A,Lactose,99.42,1.78,85.1,152.8,0.419,0.557,24.9,10.2,0,goedgekeurd
LOT-00807,2024-11-16,Leverancier_C,Cellulose_MCC,99.21,2.32,86.9,154.5,0.465,0.574,18.9,8.8,500,goedgekeurd
LOT-00808,2025-01-08,Leverancier_B,Lactose,99.61,2.19,90.4,163.1,0.482,0.601,19.8,6.3,500,goedgekeurd
LOT-00809,2024-07-03,Leverancier_A,Cellulose_MCC,99.99,1.92,81.0,144.8,0.473,0.597,20.8,7.6,50,goedgekeurd
LOT-00810,2024-11-13,Leverancier_B,Paracetamol_API,98.92,1.83,87.3,162.7,0.479,0.605,20.9,15.3,10,hertest
LOT-00811,2024-07-19,Leverancier_A,Lactose,99.62,2.11,65.8,119.3,0.466,0.565,17.6,5.9,50,goedgekeurd
LOT-00812,2024-10-22,Leverancier_C,Lactose,99.19,2.19,80.7,147.9,0.482,0.6,19.7,8.2,0,goedgekeurd
LOT-00813,2024-07-30,Leverancier_C,Lactose,99.68,1.65,99.3,184.3,0.466,0.598,21.9,5.7,10,goedgekeurd
LOT-00814,2025-01-27,Leverancier_B,Magnesiumstearaat,99.18,1.89,94.0,165.4,0.483,0.64,24.5,10.3,50,goedgekeurd
LOT-00815,2024-06-07,Leverancier_B,Paracetamol_API,99.35,1.89,66.7,114.0,0.425,0.53,19.8,7.7,10,goedgekeurd
LOT-00816,2025-02-14,Leverancier_B,Paracetamol_API,99.62,1.98,78.8,135.2,0.396,0.498,20.4,6.8,100,goedgekeurd
LOT-00817,2025-02-28,Leverancier_A,Paracetamol_API,99.33,1.97,54.9,98.5,0.497,0.633,21.4,6.5,10,goedgekeurd
LOT-00818,2024-09-03,Leverancier_B,Paracetamol_API,99.06,2.34,95.5,169.4,0.454,0.546,16.8,10.1,0,goedgekeurd
LOT-00819,2024-09-27,Leverancier_B,Paracetamol_API,99.66,2.02,98.6,180.0,0.433,0.568,23.9,6.6,10,goedgekeurd
LOT-00820,2025-05-29,Leverancier_A,Magnesiumstearaat,99.35,1.8,88.0,165.9,0.397,0.493,19.4,5.2,0,goedgekeurd
LOT-00821,2025-03-17,Leverancier_D,Paracetamol_API,99.26,2.36,95.5,182.0,0.469,0.615,23.6,7.9,10,goedgekeurd
LOT-00822,2024-10-09,Leverancier_B,Magnesiumstearaat,99.61,2.12,89.5,164.4,0.491,0.581,15.5,6.2,0,goedgekeurd
LOT-00823,2025-04-18,Leverancier_A,Magnesiumstearaat,98.85,2.32,81.7,147.0,0.491,0.63,22.1,6.3,50,hertest
LOT-00824,2025-02-08,Leverancier_B,Paracetamol_API,99.1,1.87,77.6,152.8,0.48,0.557,13.9,7.8,50,goedgekeurd
LOT-00825,2025-04-17,Leverancier_B,Cellulose_MCC,99.95,2.12,95.8,170.3,0.478,0.585,18.4,7.2,50,goedgekeurd
LOT-00826,2025-05-01,Leverancier_D,Lactose,99.61,1.54,102.3,190.8,0.479,0.59,18.8,7.5,10,goedgekeurd
LOT-00827,2024-06-20,Leverancier_A,Paracetamol_API,99.57,2.34,77.7,147.4,0.473,0.578,18.2,6.7,50,goedgekeurd
LOT-00828,2025-05-02,Leverancier_A,Magnesiumstearaat,99.1,2.24,80.5,149.6,0.461,0.572,19.5,6.1,0,goedgekeurd
LOT-00829,2024-06-24,Leverancier_D,Lactose,99.25,1.85,93.7,172.7,0.482,0.603,20.1,10.5,0,goedgekeurd
LOT-00830,2024-10-27,Leverancier_B,Paracetamol_API,99.48,1.58,89.1,159.1,0.455,0.577,21.2,10.0,0,goedgekeurd
LOT-00831,2024-11-23,Leverancier_D,Lactose,99.65,2.0,71.4,136.1,0.466,0.565,17.6,13.2,50,goedgekeurd
LOT-00832,2024-07-19,Leverancier_A,Cellulose_MCC,100.0,1.78,79.3,138.9,0.437,0.561,22.0,7.0,10,goedgekeurd
LOT-00833,2024-06-18,Leverancier_B,Paracetamol_API,99.85,1.61,75.8,134.7,0.444,0.554,20.0,10.4,0,goedgekeurd
LOT-00834,2025-04-19,Leverancier_B,Lactose,98.99,1.82,76.7,142.9,0.507,0.644,21.2,7.0,100,hertest
LOT-00835,2024-12-12,Leverancier_A,Magnesiumstearaat,99.77,1.83,83.2,149.3,0.471,0.61,22.7,7.8,10,goedgekeurd
LOT-00836,2025-04-04,Leverancier_C,Paracetamol_API,99.43,1.94,78.0,143.5,0.477,0.63,24.4,5.6,10,goedgekeurd
LOT-00837,2025-02-16,Leverancier_D,Cellulose_MCC,99.81,1.91,86.1,151.3,0.503,0.631,20.3,7.5,10,goedgekeurd
LOT-00838,2024-10-09,Leverancier_B,Paracetamol_API,99.53,2.36,79.7,138.6,0.47,0.601,21.9,8.2,0,goedgekeurd
LOT-00839,2024-11-27,Leverancier_B,Magnesiumstearaat,98.95,2.31,81.1,151.4,0.501,0.647,22.6,11.9,1000,afgekeurd
LOT-00840,2024-12-10,Leverancier_C,Magnesiumstearaat,99.21,1.82,86.0,154.6,0.445,0.556,20.0,8.5,10,goedgekeurd
LOT-00841,2024-12-18,Leverancier_B,Paracetamol_API,99.54,2.38,87.5,147.2,0.466,0.591,21.0,6.0,50,goedgekeurd
LOT-00842,2024-08-02,Leverancier_D,Cellulose_MCC,99.81,1.64,77.4,143.2,0.439,0.544,19.3,16.7,500,goedgekeurd
LOT-00843,2024-09-03,Leverancier_C,Magnesiumstearaat,99.61,2.38,89.2,156.7,0.408,0.543,24.9,7.6,1000,afgekeurd
LOT-00844,2024-07-02,Leverancier_B,Paracetamol_API,99.26,2.4,58.0,105.3,0.456,0.571,20.1,6.3,50,goedgekeurd
LOT-00845,2024-06-03,Leverancier_A,Magnesiumstearaat,99.84,2.1,72.6,132.7,0.429,0.549,21.9,5.5,10,goedgekeurd
LOT-00846,2025-04-20,Leverancier_A,Paracetamol_API,99.42,1.56,82.3,148.1,0.461,0.585,21.1,7.6,100,goedgekeurd
LOT-00847,2024-08-28,Leverancier_A,Paracetamol_API,99.18,1.91,69.2,119.9,0.482,0.59,18.4,5.9,10,goedgekeurd
LOT-00848,2025-03-08,Leverancier_D,Paracetamol_API,99.61,1.87,77.2,132.3,0.457,0.542,15.8,14.6,10,goedgekeurd
LOT-00849,2024-08-17,Leverancier_D,Lactose,99.07,1.51,64.3,112.7,0.49,0.611,19.7,10.2,10,goedgekeurd
LOT-00850,2024-11-18,Leverancier_B,Magnesiumstearaat,99.73,1.74,78.3,142.3,0.432,0.524,17.6,8.0,100,goedgekeurd
LOT-00851,2024-10-27,Leverancier_C,Lactose,99.65,1.58,63.3,113.5,0.428,0.527,18.9,8.8,50,goedgekeurd
LOT-00852,2025-03-04,Leverancier_B,Cellulose_MCC,100.0,2.16,79.1,142.4,0.431,0.563,23.4,6.8,0,goedgekeurd
LOT-00853,2024-07-30,Leverancier_D,Lactose,99.83,1.73,97.7,184.7,0.482,0.619,22.1,8.3,0,goedgekeurd
LOT-00854,2024-07-19,Leverancier_D,Paracetamol_API,99.15,1.36,83.5,153.0,0.497,0.629,21.0,9.6,0,goedgekeurd
LOT-00855,2025-05-09,Leverancier_C,Paracetamol_API,99.35,2.82,78.8,146.1,0.459,0.57,19.5,9.1,0,goedgekeurd
LOT-00856,2024-08-11,Leverancier_A,Paracetamol_API,99.34,1.62,88.4,167.5,0.469,0.576,18.5,5.3,0,goedgekeurd
LOT-00857,2024-06-02,Leverancier_C,Paracetamol_API,99.35,1.48,90.1,162.2,0.426,0.505,15.8,10.0,0,goedgekeurd
LOT-00858,2025-01-04,Leverancier_A,Paracetamol_API,99.51,2.13,68.7,128.7,0.424,0.532,20.3,5.0,0,goedgekeurd
LOT-00859,2024-10-06,Leverancier_A,Lactose,100.0,2.1,81.8,149.2,0.434,0.549,21.0,13.8,0,goedgekeurd
LOT-00860,2025-02-01,Leverancier_A,Lactose,99.65,2.16,81.0,146.0,0.407,0.502,18.9,7.2,0,goedgekeurd
LOT-00861,2024-12-16,Leverancier_A,Cellulose_MCC,99.24,2.3,81.1,149.3,0.395,0.48,17.9,11.3,0,goedgekeurd
LOT-00862,2025-05-14,Leverancier_A,Lactose,100.0,2.0,92.0,164.6,0.496,0.659,24.8,6.2,50,goedgekeurd
LOT-00863,2025-01-18,Leverancier_C,Magnesiumstearaat,98.97,2.49,91.8,170.7,0.439,0.571,23.2,7.7,10,hertest
LOT-00864,2024-07-25,Leverancier_C,Cellulose_MCC,99.44,1.75,84.5,144.2,0.472,0.592,20.2,7.5,10,goedgekeurd
LOT-00865,2024-12-29,Leverancier_D,Lactose,99.74,1.57,90.2,170.1,0.402,0.5,19.5,10.1,100,goedgekeurd
LOT-00866,2025-04-03,Leverancier_D,Cellulose_MCC,99.46,1.89,94.1,173.3,0.473,0.571,17.2,8.5,0,goedgekeurd
LOT-00867,2024-08-18,Leverancier_A,Paracetamol_API,99.26,2.07,84.3,157.7,0.439,0.522,16.0,5.5,100,goedgekeurd
LOT-00868,2025-01-07,Leverancier_C,Paracetamol_API,99.54,2.11,90.0,165.9,0.466,0.61,23.6,10.2,10,goedgekeurd
LOT-00869,2024-11-01,Leverancier_A,Magnesiumstearaat,99.18,2.11,71.2,132.9,0.475,0.634,25.1,6.2,100,goedgekeurd
LOT-00870,2024-11-06,Leverancier_B,Paracetamol_API,99.16,1.87,101.3,176.6,0.437,0.548,20.2,6.2,500,goedgekeurd
LOT-00871,2024-10-04,Leverancier_B,Paracetamol_API,99.49,1.98,92.4,168.1,0.49,0.586,16.4,6.3,0,goedgekeurd
LOT-00872,2025-03-28,Leverancier_B,Lactose,99.21,1.62,70.5,135.9,0.475,0.617,23.0,8.0,10,goedgekeurd
LOT-00873,2024-08-13,Leverancier_A,Magnesiumstearaat,99.87,1.82,88.1,157.9,0.469,0.611,23.3,5.1,0,goedgekeurd
LOT-00874,2024-10-17,Leverancier_C,Paracetamol_API,99.31,2.0,71.5,126.2,0.426,0.536,20.6,7.6,0,goedgekeurd
LOT-00875,2024-11-16,Leverancier_A,Lactose,99.37,1.96,90.9,158.5,0.493,0.607,18.8,5.2,100,goedgekeurd
LOT-00876,2025-03-26,Leverancier_C,Paracetamol_API,99.28,2.12,91.8,163.8,0.422,0.5,15.6,8.2,500,goedgekeurd
LOT-00877,2024-12-13,Leverancier_C,Magnesiumstearaat,99.86,1.81,81.6,151.0,0.387,0.457,15.3,6.1,50,goedgekeurd
LOT-00878,2024-09-26,Leverancier_B,Paracetamol_API,98.99,1.86,68.0,120.9,0.438,0.525,16.5,9.2,1000,afgekeurd
LOT-00879,2025-01-18,Leverancier_B,Lactose,99.69,1.53,86.0,156.0,0.421,0.504,16.6,6.9,10,goedgekeurd
LOT-00880,2024-12-14,Leverancier_D,Magnesiumstearaat,99.89,2.16,95.0,172.3,0.502,0.624,19.6,9.7,50,goedgekeurd
LOT-00881,2025-05-03,Leverancier_A,Paracetamol_API,99.55,2.31,88.0,156.6,0.469,0.575,18.5,6.3,100,goedgekeurd
LOT-00882,2025-01-20,Leverancier_A,Paracetamol_API,99.66,1.83,73.5,126.9,0.43,0.562,23.5,16.1,1000,afgekeurd
LOT-00883,2024-06-08,Leverancier_B,Cellulose_MCC,99.56,2.02,85.8,153.8,0.425,0.557,23.7,7.1,50,goedgekeurd
LOT-00884,2024-11-13,Leverancier_A,Paracetamol_API,99.56,2.01,80.6,143.8,0.506,0.612,17.4,9.0,0,goedgekeurd
LOT-00885,2025-04-11,Leverancier_D,Lactose,99.87,1.91,91.5,161.0,0.476,0.581,18.0,12.3,0,goedgekeurd
LOT-00886,2024-09-18,Leverancier_B,Lactose,99.53,1.97,68.4,116.8,0.481,0.6,19.8,7.8,0,goedgekeurd
LOT-00887,2024-09-26,Leverancier_D,Paracetamol_API,99.52,2.38,92.2,162.3,0.484,0.584,17.1,7.9,500,goedgekeurd
LOT-00888,2024-11-24,Leverancier_B,Lactose,100.0,2.21,65.1,118.3,0.46,0.604,23.8,9.6,100,goedgekeurd
LOT-00889,2024-11-22,Leverancier_A,Lactose,99.39,2.35,103.9,182.5,0.513,0.633,18.9,8.9,0,goedgekeurd
LOT-00890,2024-07-05,Leverancier_B,Lactose,99.47,1.6,97.0,177.1,0.446,0.561,20.4,6.1,10,goedgekeurd
LOT-00891,2025-02-06,Leverancier_C,Lactose,99.61,2.04,80.6,143.1,0.422,0.534,21.0,12.2,0,goedgekeurd
LOT-00892,2024-08-14,Leverancier_A,Magnesiumstearaat,99.12,1.78,87.6,159.3,0.412,0.51,19.2,7.6,500,goedgekeurd
LOT-00893,2025-04-19,Leverancier_C,Paracetamol_API,99.56,2.04,83.8,155.8,0.468,0.582,19.6,6.5,0,goedgekeurd
LOT-00894,2024-11-25,Leverancier_C,Paracetamol_API,99.85,1.71,70.6,133.1,0.425,0.547,22.3,8.7,500,goedgekeurd
LOT-00895,2024-06-04,Leverancier_B,Lactose,99.71,1.89,77.0,138.3,0.479,0.555,13.6,7.4,10,goedgekeurd
LOT-00896,2024-08-09,Leverancier_A,Paracetamol_API,99.57,1.56,84.6,155.1,0.424,0.533,20.4,5.1,50,goedgekeurd
LOT-00897,2025-01-11,Leverancier_A,Lactose,99.36,2.23,73.6,132.5,0.429,0.551,22.1,5.4,500,goedgekeurd
LOT-00898,2025-01-12,Leverancier_C,Magnesiumstearaat,99.13,2.23,76.5,137.5,0.448,0.515,13.1,7.5,10,goedgekeurd
LOT-00899,2025-01-06,Leverancier_B,Paracetamol_API,99.25,2.34,82.4,143.3,0.478,0.632,24.3,8.2,0,goedgekeurd
LOT-00900,2024-11-04,Leverancier_A,Magnesiumstearaat,99.29,1.94,78.7,145.1,0.465,0.58,19.8,9.8,50,goedgekeurd
LOT-00901,2025-05-30,Leverancier_A,Paracetamol_API,99.62,2.06,80.5,149.1,0.386,0.468,17.7,8.0,0,goedgekeurd
LOT-00902,2025-02-04,Leverancier_D,Cellulose_MCC,99.86,1.49,83.1,144.5,0.465,0.613,24.2,10.1,0,goedgekeurd
LOT-00903,2025-05-05,Leverancier_C,Lactose,99.25,2.38,71.8,131.6,0.437,0.531,17.7,7.2,0,goedgekeurd
LOT-00904,2024-11-14,Leverancier_D,Lactose,100.0,1.79,84.0,152.4,0.489,0.616,20.6,7.8,50,goedgekeurd
LOT-00905,2024-09-25,Leverancier_C,Lactose,99.61,1.81,72.3,127.6,0.44,0.56,21.5,8.4,10,goedgekeurd
LOT-00906,2024-11-25,Leverancier_B,Cellulose_MCC,99.64,1.71,90.9,165.1,0.47,0.595,20.9,7.2,100,goedgekeurd
LOT-00907,2025-05-17,Leverancier_A,Magnesiumstearaat,99.77,1.79,101.6,180.1,0.417,0.553,24.5,5.4,100,goedgekeurd
LOT-00908,2024-10-13,Leverancier_B,Paracetamol_API,99.16,1.96,83.4,145.7,0.471,0.585,19.5,6.9,0,goedgekeurd
LOT-00909,2024-12-27,Leverancier_B,Lactose,99.64,1.81,95.8,177.4,0.461,0.536,14.1,8.3,0,goedgekeurd
LOT-00910,2024-09-18,Leverancier_B,Paracetamol_API,99.44,1.6,104.9,189.3,0.462,0.572,19.1,7.6,0,goedgekeurd
LOT-00911,2024-07-25,Leverancier_A,Cellulose_MCC,99.35,2.09,70.1,127.4,0.441,0.527,16.4,7.8,10,goedgekeurd
LOT-00912,2025-01-25,Leverancier_A,Paracetamol_API,99.84,2.5,77.2,136.3,0.434,0.523,17.0,8.0,500,goedgekeurd
LOT-00913,2024-11-08,Leverancier_C,Cellulose_MCC,99.49,2.2,94.2,179.3,0.425,0.559,24.1,12.1,10,goedgekeurd
LOT-00914,2024-11-22,Leverancier_A,Lactose,99.22,2.18,66.0,117.7,0.45,0.582,22.7,5.5,10,goedgekeurd
LOT-00915,2025-02-08,Leverancier_C,Lactose,99.44,2.2,78.9,135.0,0.472,0.585,19.2,6.0,0,goedgekeurd
LOT-00916,2025-02-12,Leverancier_A,Magnesiumstearaat,99.82,1.89,83.3,157.4,0.442,0.548,19.4,7.0,1000,afgekeurd
LOT-00917,2025-05-14,Leverancier_C,Paracetamol_API,99.51,1.82,63.2,110.9,0.425,0.533,20.2,6.3,0,goedgekeurd
LOT-00918,2024-11-12,Leverancier_A,Paracetamol_API,99.5,2.13,92.0,167.5,0.46,0.574,19.9,6.8,50,goedgekeurd
LOT-00919,2025-01-24,Leverancier_B,Paracetamol_API,99.56,2.46,81.5,149.9,0.515,0.637,19.1,6.4,10,goedgekeurd
LOT-00920,2024-07-06,Leverancier_C,Lactose,100.0,2.3,81.0,148.9,0.35,0.415,15.7,6.5,50,goedgekeurd
LOT-00921,2024-08-18,Leverancier_B,Cellulose_MCC,99.64,1.73,82.4,151.5,0.48,0.593,19.1,7.4,0,goedgekeurd
LOT-00922,2024-12-08,Leverancier_B,Cellulose_MCC,99.65,2.03,101.2,186.6,0.436,0.524,16.9,6.2,0,goedgekeurd
LOT-00923,2024-11-13,Leverancier_D,Paracetamol_API,100.0,1.73,89.6,157.9,0.492,0.622,21.0,9.0,100,goedgekeurd
LOT-00924,2025-04-04,Leverancier_D,Cellulose_MCC,99.58,1.94,86.3,154.5,0.44,0.58,24.1,9.1,10,goedgekeurd
LOT-00925,2024-12-14,Leverancier_C,Paracetamol_API,99.63,2.39,76.4,132.2,0.386,0.493,21.8,7.1,0,goedgekeurd
LOT-00926,2024-08-31,Leverancier_A,Paracetamol_API,99.55,1.39,85.9,147.6,0.41,0.49,16.4,5.1,0,goedgekeurd
LOT-00927,2025-01-12,Leverancier_A,Cellulose_MCC,99.55,2.15,89.6,166.0,0.434,0.526,17.5,6.5,0,goedgekeurd
LOT-00928,2024-10-11,Leverancier_A,Cellulose_MCC,99.27,2.01,92.9,166.1,0.454,0.555,18.3,8.2,0,goedgekeurd
LOT-00929,2025-03-23,Leverancier_C,Lactose,99.4,2.1,63.0,114.5,0.45,0.544,17.4,8.4,0,goedgekeurd
LOT-00930,2024-11-27,Leverancier_B,Lactose,99.25,2.07,108.5,193.8,0.486,0.607,20.0,6.5,0,goedgekeurd
LOT-00931,2024-06-17,Leverancier_B,Magnesiumstearaat,99.41,1.6,80.3,148.1,0.491,0.607,19.1,6.3,500,goedgekeurd
LOT-00932,2024-08-23,Leverancier_D,Cellulose_MCC,99.28,2.19,100.1,168.3,0.485,0.591,17.8,8.0,0,goedgekeurd
LOT-00933,2024-09-14,Leverancier_C,Magnesiumstearaat,98.97,2.11,84.6,146.8,0.399,0.518,23.1,9.2,50,hertest
LOT-00934,2025-02-18,Leverancier_A,Lactose,99.25,2.07,71.4,127.7,0.472,0.628,24.8,7.7,10,goedgekeurd
LOT-00935,2024-12-28,Leverancier_A,Magnesiumstearaat,99.8,1.81,55.1,93.7,0.466,0.612,23.9,6.8,100,goedgekeurd
LOT-00936,2024-11-09,Leverancier_B,Cellulose_MCC,99.68,2.44,77.5,142.4,0.458,0.576,20.5,9.4,10,goedgekeurd
LOT-00937,2024-09-15,Leverancier_C,Cellulose_MCC,99.58,2.13,84.2,148.4,0.431,0.514,16.1,9.1,0,goedgekeurd
LOT-00938,2024-09-01,Leverancier_B,Lactose,99.52,1.7,74.7,140.9,0.516,0.647,20.2,12.5,0,goedgekeurd
LOT-00939,2025-05-09,Leverancier_B,Magnesiumstearaat,99.61,2.31,109.8,189.2,0.451,0.548,17.6,6.1,100,goedgekeurd
LOT-00940,2025-03-29,Leverancier_A,Lactose,100.0,1.74,82.0,148.6,0.456,0.549,17.0,5.2,100,goedgekeurd
LOT-00941,2024-10-24,Leverancier_A,Lactose,99.7,2.38,78.6,144.5,0.476,0.582,18.2,11.8,100,goedgekeurd
LOT-00942,2024-10-14,Leverancier_A,Cellulose_MCC,99.66,2.07,75.7,138.0,0.415,0.514,19.4,7.9,10,goedgekeurd
LOT-00943,2025-05-02,Leverancier_D,Paracetamol_API,99.46,1.62,85.0,153.2,0.476,0.624,23.6,13.0,0,goedgekeurd
LOT-00944,2025-03-16,Leverancier_B,Lactose,99.38,1.86,102.4,183.8,0.432,0.544,20.7,6.9,10,goedgekeurd
LOT-00945,2024-07-08,Leverancier_A,Paracetamol_API,99.73,2.01,67.5,116.1,0.422,0.499,15.3,7.2,10,goedgekeurd
LOT-00946,2025-02-26,Leverancier_C,Lactose,99.3,1.65,68.3,116.6,0.431,0.516,16.5,6.8,500,goedgekeurd
LOT-00947,2025-02-12,Leverancier_C,Cellulose_MCC,99.42,1.89,66.8,116.2,0.501,0.634,20.9,6.5,10,goedgekeurd
LOT-00948,2025-02-23,Leverancier_B,Magnesiumstearaat,99.53,2.1,68.4,124.2,0.463,0.56,17.4,12.7,0,goedgekeurd
LOT-00949,2025-05-08,Leverancier_A,Paracetamol_API,99.44,1.72,73.0,140.4,0.481,0.62,22.4,5.6,10,goedgekeurd
LOT-00950,2024-10-02,Leverancier_B,Lactose,98.72,1.66,77.6,143.7,0.469,0.58,19.1,6.6,50,hertest
LOT-00951,2025-04-18,Leverancier_A,Paracetamol_API,99.14,1.64,98.4,171.7,0.441,0.545,19.0,5.3,0,goedgekeurd
LOT-00952,2024-09-22,Leverancier_B,Lactose,99.92,1.12,78.9,148.5,0.447,0.529,15.6,7.0,0,goedgekeurd
LOT-00953,2024-11-28,Leverancier_C,Paracetamol_API,99.35,1.78,75.8,140.1,0.427,0.49,12.7,6.3,500,goedgekeurd
LOT-00954,2025-01-26,Leverancier_D,Cellulose_MCC,99.9,1.95,88.1,161.7,0.458,0.525,12.7,8.9,500,goedgekeurd
LOT-00955,2025-01-25,Leverancier_A,Lactose,99.88,2.36,89.9,162.1,0.427,0.491,13.2,7.4,0,goedgekeurd
LOT-00956,2025-03-09,Leverancier_B,Cellulose_MCC,99.07,1.9,85.5,154.8,0.474,0.576,17.6,13.4,500,goedgekeurd
LOT-00957,2024-10-07,Leverancier_C,Magnesiumstearaat,99.33,2.2,91.5,170.6,0.443,0.562,21.2,6.7,50,goedgekeurd
