batch_id,datum,seizoen,product,leverancier,API_zuiverheid_pct,API_vochtgehalte_pct,API_deeltjesgrootte_d50_um,API_bulkdichtheid_gmL,granulatie_water_pct,mengtijd_min,perskracht_kN,perssnelheid_RPM,droogtemp_C,droogtijd_min,coatingtijd_min,ruimte_temp_C,ruimte_RV_pct,gewicht_mg,hardheid_N,dissolutie_pct,brosheid_pct,gehalte_uniformiteit_RSD,restvochtgehalte_pct,coating_gewichtstoename_pct,uiterlijk_score,cyclustijd_min,batchkosten_EUR,goedgekeurd
RX-0428,2025-08-25,zomer,Paracetamol_500mg,Sup_A,99.52,2.26,56.6,0.461,21.2,14.6,13.1,22.0,55.0,25.0,83.0,23.6,50.4,501.3,77.4,94.5,0.376,2.5,1.98,4.4,4.9,178.0,232.0,1
RX-0429,2025-10-19,herfst,Metformin_850mg,Sup_C,99.63,2.17,47.0,0.408,19.3,13.1,10.6,29.0,51.0,47.0,37.0,20.6,43.1,850.1,88.8,100.0,0.419,2.14,1.31,3.6,5.0,159.0,219.0,1
RX-0430,2025-08-06,zomer,Paracetamol_500mg,Sup_C,99.87,2.56,46.0,0.467,15.5,19.4,21.9,43.0,59.0,32.0,38.0,20.7,58.3,497.6,105.1,69.8,0.4,1.33,2.21,4.0,4.1,150.0,211.0,0
RX-0431,2025-04-25,lente,Ibuprofen_400mg,Sup_A,99.21,1.73,71.2,0.465,26.9,10.3,20.2,57.0,67.0,32.0,68.0,21.0,43.4,402.6,75.8,82.2,0.528,1.78,1.19,4.2,5.0,175.0,236.0,1
RX-0432,2025-10-07,herfst,Metformin_850mg,Sup_C,99.46,1.95,60.4,0.446,15.1,14.1,16.4,51.0,50.0,20.0,67.0,22.1,46.6,844.6,103.7,88.1,0.539,1.61,1.69,4.2,4.7,155.0,213.0,1
RX-0433,2025-03-09,lente,Omeprazol_20mg,Sup_B,99.51,2.18,66.9,0.462,21.4,15.4,21.0,39.0,51.0,43.0,63.0,21.3,45.3,198.3,73.2,69.9,0.415,3.48,1.37,4.5,4.4,172.0,233.0,0
RX-0434,2025-02-28,winter,Paracetamol_500mg,Sup_C,99.58,2.42,54.0,0.447,25.0,13.6,17.9,25.0,67.0,31.0,86.0,19.8,44.2,505.6,90.2,84.5,0.386,0.91,1.88,4.9,4.9,190.0,247.0,1
RX-0435,2025-06-18,zomer,Paracetamol_500mg,Sup_B,99.81,2.17,50.6,0.502,18.2,15.3,23.2,29.0,59.0,21.0,73.0,24.3,54.1,500.8,105.9,71.3,0.333,1.16,1.96,4.4,3.5,168.0,225.0,0
RX-0436,2025-04-13,lente,Paracetamol_500mg,Sup_B,99.51,2.1,46.7,0.462,19.5,11.5,19.9,51.0,66.0,47.0,90.0,21.7,44.9,500.0,89.8,79.5,0.497,0.74,1.25,4.9,4.8,207.0,267.0,1
RX-0437,2025-01-26,winter,Paracetamol_500mg,Sup_B,99.51,2.62,56.5,0.496,19.7,13.3,24.2,30.0,67.0,41.0,48.0,20.3,38.0,498.4,109.8,75.8,0.244,1.2,2.23,3.9,4.0,165.0,231.0,1
RX-0438,2025-04-28,lente,Ibuprofen_400mg,Sup_B,99.07,1.21,46.4,0.464,16.3,16.8,12.3,44.0,57.0,27.0,35.0,24.2,39.3,396.6,64.6,91.3,0.558,1.54,0.66,4.0,4.0,139.0,199.0,1
RX-0439,2025-02-27,winter,Aspirine_300mg,Sup_B,99.42,1.54,53.9,0.455,21.3,16.9,12.4,49.0,58.0,56.0,0.0,19.0,40.5,301.3,58.0,98.8,0.726,0.83,0.5,0.0,3.5,132.0,203.0,1
RX-0440,2025-01-03,winter,Ibuprofen_400mg,Sup_C,99.89,2.32,55.5,0.495,27.1,12.0,23.2,52.0,59.0,56.0,33.0,20.8,42.3,399.1,96.5,73.5,0.439,0.71,1.51,3.7,4.3,158.0,230.0,0
RX-0441,2025-07-23,zomer,Aspirine_300mg,Sup_B,98.91,2.86,27.7,0.449,23.9,18.2,9.2,30.0,68.0,36.0,0.0,22.7,54.8,302.7,42.0,100.0,0.537,3.59,2.16,0.0,4.0,119.0,188.0,1
RX-0442,2025-04-06,lente,Paracetamol_500mg,Sup_A,99.22,2.14,60.6,0.475,25.1,17.4,15.7,43.0,57.0,53.0,55.0,21.2,44.4,497.4,80.7,91.0,0.527,0.22,1.49,4.1,4.5,182.0,243.0,1
RX-0443,2025-11-03,herfst,Ibuprofen_400mg,Sup_B,99.61,1.58,50.4,0.465,24.0,13.9,24.1,37.0,60.0,44.0,60.0,20.7,48.4,402.0,103.9,64.0,0.287,1.28,0.56,4.3,4.3,177.0,240.0,0
RX-0444,2025-04-13,lente,Paracetamol_500mg,Sup_B,99.33,2.45,40.0,0.465,21.7,11.2,15.3,51.0,61.0,45.0,81.0,21.9,44.8,501.5,78.8,87.7,0.589,0.25,1.35,4.8,4.6,188.0,251.0,1
RX-0445,2025-12-11,winter,Paracetamol_500mg,Sup_A,99.49,2.09,66.6,0.485,19.5,8.5,23.6,32.0,62.0,42.0,33.0,21.0,43.6,499.2,114.1,70.1,0.229,2.45,1.55,3.6,4.5,141.0,213.0,0
RX-0446,2025-05-08,lente,Ibuprofen_400mg,Sup_C,99.81,1.9,44.6,0.427,16.5,10.0,19.6,29.0,61.0,45.0,66.0,20.8,42.3,398.1,85.3,77.7,0.203,2.01,1.39,4.2,4.8,176.0,241.0,1
RX-0447,2025-01-25,winter,Ibuprofen_400mg,Sup_B,99.27,2.11,39.8,0.503,22.6,10.7,21.6,38.0,68.0,43.0,38.0,18.3,39.5,397.0,84.3,79.0,0.347,4.83,1.2,3.6,4.1,159.0,227.0,1
RX-0448,2025-05-21,lente,Aspirine_300mg,Sup_C,99.11,2.11,61.1,0.444,17.4,15.6,18.1,54.0,54.0,57.0,0.0,20.0,52.7,299.4,62.2,81.5,0.496,0.65,1.18,0.0,4.1,131.0,201.0,1
RX-0449,2025-05-03,lente,Paracetamol_500mg,Sup_C,99.53,2.44,38.1,0.434,16.0,5.1,16.8,44.0,65.0,24.0,81.0,20.7,42.2,498.0,82.7,86.0,0.423,1.05,1.83,4.5,4.5,161.0,225.0,1
RX-0450,2025-09-06,herfst,Aspirine_300mg,Sup_B,99.57,2.32,54.5,0.439,21.0,17.3,17.5,59.0,70.0,45.0,0.0,20.8,43.4,300.8,65.9,84.0,0.713,0.27,1.29,0.0,4.4,128.0,201.0,1
RX-0451,2025-03-22,lente,Paracetamol_500mg,Sup_C,99.21,1.52,51.2,0.429,29.0,13.9,24.5,47.0,61.0,51.0,61.0,21.4,45.1,506.3,112.3,66.9,0.338,3.49,0.72,4.1,4.0,179.0,247.0,0
RX-0452,2025-03-31,lente,Paracetamol_500mg,Sup_A,99.6,2.22,53.1,0.489,24.8,5.0,24.8,45.0,67.0,30.0,71.0,21.9,41.3,501.6,109.2,66.8,0.453,2.54,1.48,4.4,4.9,165.0,231.0,0
RX-0453,2025-10-07,herfst,Omeprazol_20mg,Sup_C,98.71,2.15,49.2,0.424,23.6,5.7,18.9,56.0,69.0,57.0,74.0,21.0,51.4,196.9,55.0,81.6,0.65,1.38,1.25,4.5,4.1,189.0,262.0,1
RX-0454,2025-11-29,herfst,Paracetamol_500mg,Sup_B,99.38,2.02,56.6,0.446,20.9,11.7,15.6,58.0,58.0,28.0,53.0,21.0,43.2,498.7,75.5,92.4,0.743,2.65,2.01,4.3,4.4,147.0,211.0,1
RX-0455,2025-03-03,lente,Aspirine_300mg,Sup_B,99.4,2.28,58.7,0.452,28.1,18.8,20.8,49.0,56.0,44.0,0.0,20.6,39.1,301.1,77.5,78.7,0.505,1.12,1.4,0.0,4.1,118.0,191.0,1
RX-0456,2025-11-01,herfst,Metformin_850mg,Sup_C,99.3,2.39,36.6,0.46,25.5,12.0,9.6,44.0,52.0,52.0,62.0,21.4,51.3,852.1,74.9,100.0,0.664,0.53,1.6,4.2,4.4,196.0,248.0,1
RX-0457,2025-07-10,zomer,Omeprazol_20mg,Sup_B,99.6,2.27,47.7,0.45,22.9,14.7,19.7,59.0,64.0,24.0,54.0,23.4,58.8,202.8,53.7,84.2,0.612,2.14,2.2,4.2,4.1,154.0,214.0,1
RX-0458,2025-12-20,winter,Omeprazol_20mg,Sup_A,99.64,2.25,47.2,0.398,17.2,7.3,10.0,31.0,56.0,41.0,35.0,18.8,39.0,198.6,43.3,100.0,0.381,0.45,1.44,4.0,4.2,151.0,213.0,1
RX-0459,2025-05-27,lente,Ibuprofen_400mg,Sup_A,99.65,1.54,63.6,0.457,17.8,18.7,17.1,35.0,57.0,51.0,56.0,20.8,44.0,394.8,87.3,78.7,0.326,2.74,0.79,3.8,4.1,190.0,246.0,1
RX-0460,2025-03-03,lente,Aspirine_300mg,Sup_A,99.92,1.82,52.2,0.457,28.8,14.4,14.9,44.0,65.0,28.0,0.0,22.2,44.6,300.8,58.0,88.0,0.609,0.89,1.25,0.0,4.4,100.0,174.0,1
RX-0461,2025-04-08,lente,Aspirine_300mg,Sup_A,98.96,1.87,54.6,0.425,18.1,16.3,23.0,30.0,70.0,22.0,0.0,21.6,41.6,300.1,90.2,68.4,0.26,3.44,1.35,0.0,4.4,96.0,170.0,0
RX-0462,2025-01-20,winter,Omeprazol_20mg,Sup_A,99.89,1.99,51.8,0.463,15.5,12.1,9.3,51.0,55.0,55.0,37.0,19.5,42.9,198.3,21.2,100.0,0.819,3.15,0.86,3.8,3.8,170.0,230.0,0
RX-0463,2025-07-23,zomer,Metformin_850mg,Sup_C,99.26,2.59,52.9,0.475,28.3,15.1,21.0,53.0,58.0,44.0,61.0,24.2,55.7,855.1,112.8,74.6,0.572,2.09,1.63,4.2,4.1,177.0,240.0,0
RX-0464,2025-02-10,winter,Aspirine_300mg,Sup_B,98.98,2.19,49.2,0.402,29.5,12.6,20.8,48.0,61.0,29.0,0.0,20.3,45.1,304.0,80.4,79.3,0.444,1.35,1.84,0.0,4.5,96.0,172.0,1
RX-0465,2025-01-31,winter,Metformin_850mg,Sup_A,99.74,1.5,49.4,0.421,22.2,11.8,13.4,33.0,60.0,24.0,89.0,21.1,38.9,854.3,97.9,90.8,0.507,0.39,1.28,4.7,4.8,191.0,241.0,1
RX-0466,2025-08-26,zomer,Aspirine_300mg,Sup_A,99.39,2.19,47.2,0.471,25.5,7.7,12.4,60.0,55.0,59.0,0.0,25.0,50.3,304.1,51.3,94.7,0.743,0.8,1.2,0.0,3.8,123.0,199.0,1
RX-0467,2025-05-02,lente,Omeprazol_20mg,Sup_B,99.56,1.86,45.6,0.396,18.0,19.6,19.4,51.0,62.0,28.0,69.0,21.0,41.5,196.7,58.3,81.4,0.533,0.75,1.27,4.5,4.8,180.0,234.0,1
RX-0468,2025-08-12,zomer,Omeprazol_20mg,Sup_B,100.01,2.29,53.3,0.404,15.1,6.4,16.3,26.0,61.0,33.0,43.0,22.0,56.4,193.9,56.1,84.8,0.34,2.42,1.74,3.7,3.4,140.0,208.0,1
RX-0469,2025-12-02,winter,Metformin_850mg,Sup_B,99.78,1.93,45.8,0.471,16.2,7.4,15.7,26.0,53.0,37.0,48.0,19.4,41.4,848.8,111.6,85.1,0.394,1.51,1.06,4.3,4.3,162.0,220.0,1
RX-0470,2025-10-30,herfst,Ibuprofen_400mg,Sup_A,99.09,2.14,64.2,0.452,20.6,7.0,18.4,42.0,62.0,41.0,68.0,19.6,42.0,399.5,81.9,83.0,0.432,2.55,1.13,4.3,4.4,165.0,234.0,1
RX-0471,2025-11-06,herfst,Metformin_850mg,Sup_C,98.99,2.34,49.7,0.478,16.9,10.7,21.9,49.0,61.0,55.0,38.0,21.2,44.7,844.6,114.2,74.5,0.479,1.86,1.33,3.8,4.4,164.0,233.0,0
RX-0472,2025-07-18,zomer,Ibuprofen_400mg,Sup_B,99.63,2.27,43.7,0.464,28.8,7.9,9.0,37.0,63.0,29.0,72.0,23.4,57.2,399.8,47.8,100.0,0.679,1.46,1.7,4.3,3.9,168.0,228.0,1
RX-0473,2025-07-19,zomer,Metformin_850mg,Sup_B,99.75,2.33,47.4,0.442,19.2,5.4,10.8,54.0,69.0,49.0,48.0,22.8,59.5,846.0,78.3,100.0,0.666,0.91,1.2,3.8,3.7,167.0,236.0,1
RX-0474,2025-08-22,zomer,Aspirine_300mg,Sup_C,99.4,3.32,53.2,0.49,21.7,9.6,9.7,58.0,53.0,54.0,0.0,20.6,52.4,301.8,44.7,100.0,0.845,0.69,2.53,0.0,4.2,130.0,198.0,1
RX-0475,2025-03-09,lente,Paracetamol_500mg,Sup_B,99.61,2.38,46.1,0.459,26.5,16.6,14.7,51.0,55.0,53.0,59.0,22.2,48.4,506.3,76.2,89.6,0.624,1.33,1.75,4.3,4.4,186.0,245.0,1
RX-0476,2025-04-24,lente,Aspirine_300mg,Sup_A,99.58,2.06,58.9,0.462,18.6,18.3,9.0,22.0,67.0,55.0,0.0,20.9,43.1,302.1,42.2,95.7,0.471,0.36,1.19,0.0,3.8,119.0,200.0,1
RX-0477,2025-07-12,zomer,Paracetamol_500mg,Sup_B,99.64,3.01,39.5,0.467,15.3,19.6,19.6,60.0,53.0,48.0,41.0,23.2,58.3,495.3,87.2,87.0,0.592,5.53,2.08,3.8,3.8,169.0,228.0,0
RX-0478,2025-08-08,zomer,Paracetamol_500mg,Sup_C,99.49,2.51,41.3,0.418,17.1,17.0,12.6,41.0,68.0,28.0,39.0,24.1,50.6,496.5,70.0,98.0,0.497,2.9,2.09,3.8,3.9,147.0,208.0,1
RX-0479,2025-09-06,herfst,Aspirine_300mg,Sup_B,99.55,2.16,32.3,0.431,19.9,16.8,13.2,46.0,58.0,42.0,0.0,22.8,43.0,301.5,48.0,97.6,0.544,2.35,1.47,0.0,4.0,112.0,185.0,1
RX-0480,2025-03-03,lente,Ibuprofen_400mg,Sup_A,99.13,2.36,54.2,0.451,22.1,15.1,21.6,48.0,67.0,29.0,75.0,20.3,43.9,408.4,87.3,80.6,0.419,2.3,1.73,4.4,5.0,176.0,236.0,1
RX-0481,2025-12-26,winter,Omeprazol_20mg,Sup_B,99.73,1.77,42.6,0.427,27.0,10.4,21.4,56.0,51.0,51.0,65.0,19.2,44.2,204.8,69.0,70.3,0.542,4.56,0.89,4.6,4.9,187.0,246.0,0
RX-0482,2025-07-10,zomer,Ibuprofen_400mg,Sup_B,99.67,1.94,63.4,0.424,26.5,9.3,18.1,27.0,57.0,30.0,48.0,24.3,55.2,403.0,86.6,81.7,0.424,1.56,1.51,4.0,4.0,142.0,209.0,1
RX-0483,2025-06-07,zomer,Metformin_850mg,Sup_B,99.81,2.12,58.2,0.438,21.6,15.3,23.1,32.0,62.0,27.0,69.0,22.8,57.0,845.0,132.0,73.9,0.309,0.77,1.44,4.3,3.8,173.0,230.0,0
RX-0484,2025-07-06,zomer,Ibuprofen_400mg,Sup_C,99.78,2.49,52.8,0.481,27.9,5.6,10.2,54.0,60.0,57.0,55.0,23.8,54.6,402.2,39.6,100.0,0.773,2.44,1.82,3.9,4.4,177.0,245.0,0
RX-0485,2025-01-10,winter,Aspirine_300mg,Sup_B,99.05,2.05,50.9,0.426,19.0,17.0,21.0,39.0,58.0,41.0,0.0,20.3,36.5,301.3,76.7,75.4,0.32,1.13,1.44,0.0,4.8,120.0,190.0,1
RX-0486,2025-04-26,lente,Paracetamol_500mg,Sup_C,99.33,2.16,50.8,0.462,19.9,16.0,16.7,30.0,63.0,38.0,89.0,22.8,46.2,496.8,89.5,88.6,0.367,1.51,1.57,4.7,4.9,209.0,261.0,1
RX-0487,2025-02-26,winter,Metformin_850mg,Sup_A,99.82,2.3,47.3,0.39,23.9,18.9,13.1,46.0,61.0,29.0,63.0,21.4,40.7,853.8,100.0,98.6,0.566,0.58,1.49,4.6,4.3,168.0,226.0,1
RX-0488,2025-07-31,zomer,Ibuprofen_400mg,Sup_B,99.95,2.71,48.1,0.466,21.1,17.7,18.1,32.0,63.0,24.0,46.0,21.3,48.7,404.7,83.4,79.9,0.315,0.93,2.49,3.8,3.9,152.0,210.0,1
RX-0489,2025-11-14,herfst,Aspirine_300mg,Sup_B,99.14,1.88,61.6,0.473,28.5,10.1,8.3,38.0,70.0,59.0,0.0,21.3,46.2,297.1,44.2,100.0,0.617,1.23,1.23,0.0,4.1,125.0,208.0,1
RX-0490,2025-09-19,herfst,Metformin_850mg,Sup_C,99.75,2.26,49.0,0.412,27.0,19.6,13.3,37.0,61.0,34.0,81.0,20.7,46.4,851.2,99.3,95.9,0.547,0.81,1.44,4.7,4.6,192.0,246.0,1
RX-0491,2025-11-01,herfst,Ibuprofen_400mg,Sup_B,99.5,2.42,49.6,0.441,29.1,13.4,19.0,47.0,58.0,40.0,47.0,21.7,44.9,406.4,77.1,84.7,0.514,1.34,1.69,4.0,4.7,163.0,225.0,1
RX-0492,2025-02-22,winter,Aspirine_300mg,Sup_B,99.21,1.5,46.2,0.454,15.4,19.7,20.8,30.0,59.0,31.0,0.0,20.1,37.3,293.9,82.1,73.4,0.298,0.29,0.86,0.0,4.6,108.0,178.0,0
RX-0493,2025-07-18,zomer,Metformin_850mg,Sup_A,99.62,2.34,50.2,0.45,17.5,17.7,23.0,23.0,57.0,21.0,72.0,21.5,58.3,849.4,131.4,63.4,0.194,4.08,1.92,4.5,4.1,170.0,225.0,0
RX-0494,2025-09-12,herfst,Aspirine_300mg,Sup_C,99.69,1.77,50.2,0.46,20.8,14.4,11.0,25.0,64.0,33.0,0.0,20.5,48.1,296.0,52.0,100.0,0.39,2.83,1.03,0.0,4.0,107.0,178.0,1
RX-0495,2025-06-19,zomer,Paracetamol_500mg,Sup_B,99.38,2.48,50.6,0.449,22.0,7.8,10.9,23.0,68.0,31.0,30.0,22.3,55.0,501.8,74.7,100.0,0.412,0.7,1.67,3.8,3.9,136.0,203.0,1
RX-0496,2025-04-29,lente,Ibuprofen_400mg,Sup_B,99.61,2.0,53.3,0.444,25.9,9.0,12.4,21.0,54.0,41.0,87.0,20.3,46.9,406.5,66.6,92.2,0.315,1.45,1.48,4.6,5.0,192.0,249.0,1
RX-0497,2025-01-05,winter,Paracetamol_500mg,Sup_A,99.24,1.49,48.9,0.399,22.9,15.0,11.4,34.0,61.0,26.0,53.0,19.7,41.4,501.6,74.3,93.3,0.516,3.0,1.05,4.0,4.6,159.0,216.0,1
RX-0498,2025-10-16,herfst,Aspirine_300mg,Sup_B,99.45,2.01,57.8,0.492,24.6,10.3,19.8,24.0,64.0,47.0,0.0,21.3,41.4,297.1,81.5,75.2,0.208,2.5,1.02,0.0,4.0,119.0,196.0,1
RX-0499,2025-04-29,lente,Metformin_850mg,Sup_B,99.53,1.89,58.0,0.489,27.7,18.4,8.6,27.0,59.0,23.0,67.0,23.2,45.0,845.5,91.4,96.4,0.517,2.91,1.52,4.4,5.0,171.0,223.0,1
RX-0500,2025-01-07,winter,Paracetamol_500mg,Sup_A,99.65,1.64,28.0,0.442,15.6,6.3,12.2,45.0,57.0,21.0,57.0,19.3,39.3,496.8,65.9,94.9,0.578,0.25,1.62,4.2,4.3,147.0,206.0,1
RX-0501,2025-04-26,lente,Aspirine_300mg,Sup_C,99.69,2.69,42.0,0.486,20.6,16.5,12.5,34.0,50.0,43.0,0.0,21.0,46.3,302.8,55.4,91.9,0.593,1.87,1.53,0.0,4.2,125.0,189.0,1
RX-0502,2025-10-19,herfst,Paracetamol_500mg,Sup_C,99.19,2.15,54.9,0.459,22.6,14.8,15.2,30.0,67.0,59.0,69.0,20.4,42.5,503.8,80.6,87.7,0.389,1.64,0.83,4.4,4.4,199.0,265.0,1
RX-0503,2025-07-20,zomer,Ibuprofen_400mg,Sup_A,98.83,2.36,38.5,0.426,27.1,10.4,21.0,40.0,67.0,24.0,54.0,21.9,62.0,404.9,77.9,74.7,0.374,1.71,1.88,4.1,4.0,156.0,217.0,0
RX-0504,2025-02-27,winter,Ibuprofen_400mg,Sup_C,99.43,1.58,46.1,0.455,29.6,5.3,14.5,23.0,61.0,22.0,60.0,18.6,38.5,402.3,68.7,89.3,0.229,3.85,1.48,4.3,4.4,145.0,210.0,1
RX-0505,2025-11-01,herfst,Ibuprofen_400mg,Sup_A,99.14,1.75,58.3,0.455,28.4,6.9,9.8,27.0,54.0,59.0,79.0,21.9,46.4,404.0,55.5,100.0,0.499,0.69,0.84,4.3,5.0,191.0,256.0,1
RX-0506,2025-04-05,lente,Paracetamol_500mg,Sup_C,99.29,1.88,46.0,0.413,23.0,11.1,15.9,53.0,60.0,57.0,86.0,21.1,40.7,498.6,77.7,93.4,0.509,2.97,1.14,4.9,4.7,210.0,271.0,1
RX-0507,2025-07-05,zomer,Omeprazol_20mg,Sup_A,99.65,2.51,37.5,0.492,15.7,19.4,21.6,43.0,67.0,28.0,33.0,21.5,56.1,197.0,67.8,75.0,0.401,1.51,1.97,3.6,3.3,133.0,201.0,1
RX-0508,2025-04-01,lente,Ibuprofen_400mg,Sup_A,99.46,2.39,39.3,0.447,26.0,18.6,20.0,27.0,64.0,33.0,56.0,21.1,45.9,413.3,93.3,78.5,0.302,1.04,1.84,4.6,5.0,175.0,232.0,1
RX-0509,2025-10-08,herfst,Paracetamol_500mg,Sup_C,98.86,2.07,63.4,0.534,26.9,18.7,13.7,52.0,50.0,40.0,64.0,21.9,43.4,500.2,77.8,94.2,0.592,0.64,1.71,4.3,4.0,193.0,241.0,1
RX-0510,2025-04-23,lente,Aspirine_300mg,Sup_B,99.58,1.84,57.1,0.462,24.2,5.1,17.6,58.0,61.0,47.0,0.0,22.6,46.3,300.2,61.7,82.0,0.606,1.88,0.62,0.0,4.1,102.0,186.0,1
RX-0511,2025-10-07,herfst,Ibuprofen_400mg,Sup_B,99.29,1.88,63.5,0.48,26.9,5.7,16.9,54.0,55.0,33.0,35.0,21.0,41.2,404.0,66.5,92.4,0.533,1.95,0.8,3.8,4.3,124.0,197.0,1
RX-0512,2025-07-20,zomer,Ibuprofen_400mg,Sup_A,98.75,2.27,37.6,0.44,24.9,5.7,16.1,50.0,53.0,33.0,79.0,22.6,54.9,402.4,65.5,92.9,0.509,2.97,1.93,4.6,4.1,183.0,239.0,1
RX-0513,2025-11-12,herfst,Metformin_850mg,Sup_A,99.54,1.86,37.9,0.472,24.2,11.0,14.1,51.0,53.0,38.0,55.0,19.4,43.7,841.5,87.4,96.0,0.664,1.54,1.4,4.1,4.6,169.0,227.0,1
RX-0514,2025-09-16,herfst,Omeprazol_20mg,Sup_B,100.0,1.79,48.5,0.446,20.7,10.1,24.9,28.0,58.0,42.0,39.0,22.3,41.2,196.7,85.5,60.2,0.228,2.86,0.97,3.9,4.5,156.0,221.0,0
RX-0515,2025-12-24,winter,Ibuprofen_400mg,Sup_C,99.67,2.3,33.8,0.462,18.5,6.4,11.7,34.0,56.0,28.0,37.0,20.1,39.6,395.7,63.7,96.1,0.557,1.05,2.04,3.5,4.0,128.0,195.0,1
RX-0516,2025-12-07,winter,Aspirine_300mg,Sup_C,100.01,1.7,57.5,0.436,29.3,13.9,14.4,55.0,56.0,52.0,0.0,20.2,44.4,300.5,60.5,88.3,0.643,2.46,0.76,0.0,4.7,116.0,193.0,1
RX-0517,2025-09-22,herfst,Aspirine_300mg,Sup_C,99.58,1.69,56.6,0.535,22.9,13.9,20.4,28.0,54.0,56.0,0.0,21.5,45.6,306.8,84.6,71.6,0.321,0.49,0.75,0.0,3.6,133.0,203.0,0
RX-0518,2025-04-09,lente,Ibuprofen_400mg,Sup_B,98.86,1.84,52.8,0.431,21.6,14.9,19.6,49.0,62.0,45.0,57.0,21.4,48.4,393.6,78.1,75.0,0.452,2.64,0.93,4.2,4.6,178.0,240.0,1
RX-0519,2025-04-18,lente,Ibuprofen_400mg,Sup_B,98.96,1.78,52.4,0.439,20.0,9.0,16.0,58.0,64.0,20.0,84.0,19.9,47.6,400.2,71.6,85.2,0.646,3.48,1.48,5.0,4.8,163.0,225.0,1
RX-0520,2025-09-25,herfst,Aspirine_300mg,Sup_B,99.55,2.39,57.4,0.386,25.1,7.5,14.9,38.0,63.0,45.0,0.0,21.6,38.8,301.6,56.2,95.2,0.446,1.19,1.38,0.0,3.7,116.0,192.0,1
RX-0521,2025-09-29,herfst,Paracetamol_500mg,Sup_B,99.01,1.96,50.0,0.411,27.2,13.8,18.7,58.0,50.0,33.0,65.0,20.3,41.4,505.9,91.0,79.2,0.607,2.41,1.63,4.5,4.4,176.0,231.0,1
RX-0522,2025-05-13,lente,Metformin_850mg,Sup_C,99.42,2.55,53.8,0.433,28.3,12.1,20.1,56.0,56.0,21.0,55.0,20.1,47.4,852.3,112.7,79.1,0.621,2.24,2.31,4.0,4.2,138.0,204.0,1
RX-0523,2025-07-31,zomer,Ibuprofen_400mg,Sup_A,99.36,2.76,48.4,0.467,23.3,11.9,21.7,25.0,63.0,59.0,39.0,22.6,52.8,407.3,89.1,75.2,0.243,0.59,1.54,3.6,3.6,167.0,239.0,1
RX-0524,2025-03-06,lente,Omeprazol_20mg,Sup_B,99.83,2.39,38.9,0.461,22.9,12.8,10.8,60.0,57.0,32.0,70.0,20.0,49.3,207.3,20.6,100.0,0.771,1.67,1.36,4.3,4.5,183.0,235.0,0
RX-0525,2025-10-12,herfst,Aspirine_300mg,Sup_B,99.52,2.17,31.2,0.406,21.8,7.1,14.6,55.0,59.0,27.0,0.0,20.9,43.3,298.0,56.8,89.9,0.688,3.46,1.54,0.0,3.9,89.0,166.0,1
RX-0526,2025-11-17,herfst,Paracetamol_500mg,Sup_A,99.58,1.64,55.2,0.465,17.7,9.3,14.7,37.0,57.0,20.0,38.0,22.9,44.1,492.7,86.1,83.7,0.383,2.53,1.41,3.9,4.2,128.0,192.0,1
RX-0527,2025-12-30,winter,Ibuprofen_400mg,Sup_A,99.39,2.0,64.1,0.431,24.8,15.2,17.3,41.0,53.0,42.0,88.0,21.2,41.6,401.2,85.0,81.6,0.481,2.64,1.41,4.8,4.7,208.0,259.0,1
RX-0528,2025-04-23,lente,Ibuprofen_400mg,Sup_A,99.41,1.53,50.6,0.483,20.6,5.6,20.9,47.0,52.0,51.0,48.0,19.8,52.3,395.8,83.8,78.6,0.452,2.56,0.64,3.8,4.0,164.0,229.0,1
RX-0529,2025-05-12,lente,Ibuprofen_400mg,Sup_B,99.69,1.44,56.9,0.425,22.8,14.3,12.8,54.0,56.0,51.0,90.0,20.4,46.8,399.0,62.6,95.4,0.66,3.44,0.81,4.7,4.3,214.0,267.0,1
RX-0530,2025-09-27,herfst,Aspirine_300mg,Sup_A,99.84,1.62,55.1,0.45,26.0,9.6,10.5,27.0,55.0,24.0,0.0,20.4,48.9,296.6,52.5,100.0,0.484,1.12,1.36,0.0,3.5,86.0,161.0,1
RX-0531,2025-03-25,lente,Aspirine_300mg,Sup_C,99.42,1.36,55.2,0.495,21.5,19.8,17.2,38.0,57.0,27.0,0.0,20.3,45.6,297.2,72.5,78.5,0.443,0.55,1.22,0.0,3.7,111.0,177.0,1
RX-0532,2025-11-23,herfst,Ibuprofen_400mg,Sup_A,99.51,1.68,53.0,0.457,16.8,11.9,24.5,37.0,57.0,30.0,66.0,21.4,45.3,391.3,104.9,65.8,0.226,2.08,1.03,4.8,4.4,166.0,226.0,0
RX-0533,2025-05-10,lente,Aspirine_300mg,Sup_C,99.99,1.68,54.0,0.525,28.3,9.9,20.0,31.0,55.0,42.0,0.0,21.1,43.1,305.4,85.0,77.3,0.294,1.15,0.74,0.0,3.8,118.0,189.0,1
RX-0534,2025-04-13,lente,Paracetamol_500mg,Sup_B,99.8,2.08,52.7,0.436,27.1,6.5,21.0,56.0,57.0,59.0,48.0,20.0,41.6,500.0,91.2,73.9,0.492,4.31,1.09,4.4,4.1,172.0,241.0,0
