sensor_id,dag,uur,werkelijke_pH,gemeten_pH,afwijking,ruis_std,status
pH-00,20,0,7.0,7.077,0.077,0.0249,ok
pH-00,20,1,7.0,7.101,0.101,0.0249,ok
pH-00,20,2,7.0,7.08,0.08,0.0249,ok
pH-00,20,3,7.0,7.032,0.032,0.0249,ok
pH-00,20,4,7.0,7.121,0.121,0.0249,ok
pH-00,20,5,7.0,7.093,0.093,0.0249,ok
pH-00,20,6,7.0,7.079,0.079,0.0249,ok
pH-00,20,7,7.0,7.038,0.038,0.0249,ok
pH-00,20,8,7.0,7.13,0.13,0.0249,ok
pH-00,20,9,7.0,7.087,0.087,0.0249,ok
pH-00,20,10,7.0,7.084,0.084,0.0249,ok
pH-00,20,11,7.0,7.087,0.087,0.0249,ok
pH-00,20,12,7.0,7.096,0.096,0.0249,ok
pH-00,20,13,7.0,7.075,0.075,0.0249,ok
pH-00,20,14,7.0,7.07,0.07,0.0249,ok
pH-00,20,15,7.0,7.017,0.017,0.0249,ok
pH-00,20,16,7.0,7.053,0.053,0.0249,ok
pH-00,20,17,7.0,7.122,0.122,0.0249,ok
pH-00,20,18,7.0,7.052,0.052,0.0249,ok
pH-00,20,19,7.0,7.065,0.065,0.0249,ok
pH-00,20,20,7.0,7.044,0.044,0.0249,ok
pH-00,20,21,7.0,7.085,0.085,0.0249,ok
pH-00,20,22,7.0,7.066,0.066,0.0249,ok
pH-00,20,23,7.0,7.065,0.065,0.0249,ok
pH-00,21,0,7.0,7.056,0.056,0.0251,ok
pH-00,21,1,7.0,7.087,0.087,0.0251,ok
pH-00,21,2,7.0,7.113,0.113,0.0251,ok
pH-00,21,3,7.0,7.034,0.034,0.0251,ok
pH-00,21,4,7.0,7.069,0.069,0.0251,ok
pH-00,21,5,7.0,7.072,0.072,0.0251,ok
pH-00,21,6,7.0,7.057,0.057,0.0251,ok
pH-00,21,7,7.0,7.105,0.105,0.0251,ok
pH-00,21,8,7.0,7.106,0.106,0.0251,ok
pH-00,21,9,7.0,7.082,0.082,0.0251,ok
pH-00,21,10,7.0,7.059,0.059,0.0251,ok
pH-00,21,11,7.0,7.105,0.105,0.0251,ok
pH-00,21,12,7.0,7.069,0.069,0.0251,ok
pH-00,21,13,7.0,7.101,0.101,0.0251,ok
pH-00,21,14,7.0,7.138,0.138,0.0251,ok
pH-00,21,15,7.0,7.076,0.076,0.0251,ok
pH-00,21,16,7.0,7.08,0.08,0.0251,ok
pH-00,21,17,7.0,7.059,0.059,0.0251,ok
pH-00,21,18,7.0,7.102,0.102,0.0251,ok
pH-00,21,19,7.0,7.082,0.082,0.0251,ok
pH-00,21,20,7.0,7.045,0.045,0.0251,ok
pH-00,21,21,7.0,7.058,0.058,0.0251,ok
pH-00,21,22,7.0,7.125,0.125,0.0251,ok
pH-00,21,23,7.0,7.07,0.07,0.0251,ok
pH-00,22,0,7.0,7.052,0.052,0.0253,ok
pH-00,22,1,7.0,7.085,0.085,0.0253,ok
pH-00,22,2,7.0,7.066,0.066,0.0253,ok
pH-00,22,3,7.0,7.075,0.075,0.0253,ok
pH-00,22,4,7.0,7.094,0.094,0.0253,ok
pH-00,22,5,7.0,7.088,0.088,0.0253,ok
pH-00,22,6,7.0,7.081,0.081,0.0253,ok
pH-00,22,7,7.0,7.064,0.064,0.0253,ok
pH-00,22,8,7.0,7.035,0.035,0.0253,ok
pH-00,22,9,7.0,7.128,0.128,0.0253,ok
pH-00,22,10,7.0,7.127,0.127,0.0253,ok
pH-00,22,11,7.0,7.08,0.08,0.0253,ok
pH-00,22,12,7.0,7.101,0.101,0.0253,ok
pH-00,22,13,7.0,7.079,0.079,0.0253,ok
pH-00,22,14,7.0,7.06,0.06,0.0253,ok
pH-00,22,15,7.0,7.082,0.082,0.0253,ok
pH-00,22,16,7.0,7.083,0.083,0.0253,ok
pH-00,22,17,7.0,7.118,0.118,0.0253,ok
pH-00,22,18,7.0,7.082,0.082,0.0253,ok
pH-00,22,19,7.0,7.123,0.123,0.0253,ok
pH-00,22,20,7.0,7.076,0.076,0.0253,ok
pH-00,22,21,7.0,7.065,0.065,0.0253,ok
pH-00,22,22,7.0,7.118,0.118,0.0253,ok
pH-00,22,23,7.0,7.115,0.115,0.0253,ok
pH-00,23,0,7.0,7.085,0.085,0.0255,ok
pH-00,23,1,7.0,7.092,0.092,0.0255,ok
pH-00,23,2,7.0,7.091,0.091,0.0255,ok
pH-00,23,3,7.0,7.089,0.089,0.0255,ok
pH-00,23,4,7.0,7.074,0.074,0.0255,ok
pH-00,23,5,7.0,7.145,0.145,0.0255,ok
pH-00,23,6,7.0,7.073,0.073,0.0255,ok
pH-00,23,7,7.0,7.098,0.098,0.0255,ok
pH-00,23,8,7.0,7.088,0.088,0.0255,ok
pH-00,23,9,7.0,7.019,0.019,0.0255,ok
pH-00,23,10,7.0,7.086,0.086,0.0255,ok
pH-00,23,11,7.0,7.076,0.076,0.0255,ok
pH-00,23,12,7.0,7.069,0.069,0.0255,ok
pH-00,23,13,7.0,7.057,0.057,0.0255,ok
pH-00,23,14,7.0,7.129,0.129,0.0255,ok
pH-00,23,15,7.0,7.055,0.055,0.0255,ok
pH-00,23,16,7.0,7.079,0.079,0.0255,ok
pH-00,23,17,7.0,7.07,0.07,0.0255,ok
pH-00,23,18,7.0,7.056,0.056,0.0255,ok
pH-00,23,19,7.0,7.103,0.103,0.0255,ok
pH-00,23,20,7.0,7.095,0.095,0.0255,ok
pH-00,23,21,7.0,7.071,0.071,0.0255,ok
pH-00,23,22,7.0,7.06,0.06,0.0255,ok
pH-00,23,23,7.0,7.097,0.097,0.0255,ok
pH-00,24,0,7.0,7.098,0.098,0.0257,ok
pH-00,24,1,7.0,7.083,0.083,0.0257,ok
pH-00,24,2,7.0,7.124,0.124,0.0257,ok
pH-00,24,3,7.0,7.127,0.127,0.0257,ok
pH-00,24,4,7.0,7.074,0.074,0.0257,ok
pH-00,24,5,7.0,7.141,0.141,0.0257,ok
pH-00,24,6,7.0,7.08,0.08,0.0257,ok
pH-00,24,7,7.0,7.08,0.08,0.0257,ok
pH-00,24,8,7.0,7.105,0.105,0.0257,ok
pH-00,24,9,7.0,7.096,0.096,0.0257,ok
pH-00,24,10,7.0,7.088,0.088,0.0257,ok
pH-00,24,11,7.0,7.038,0.038,0.0257,ok
pH-00,24,12,7.0,7.046,0.046,0.0257,ok
pH-00,24,13,7.0,7.054,0.054,0.0257,ok
pH-00,24,14,7.0,7.087,0.087,0.0257,ok
pH-00,24,15,7.0,7.074,0.074,0.0257,ok
pH-00,24,16,7.0,7.077,0.077,0.0257,ok
pH-00,24,17,7.0,7.079,0.079,0.0257,ok
pH-00,24,18,7.0,7.112,0.112,0.0257,ok
pH-00,24,19,7.0,7.107,0.107,0.0257,ok
pH-00,24,20,7.0,7.076,0.076,0.0257,ok
pH-00,24,21,7.0,7.079,0.079,0.0257,ok
pH-00,24,22,7.0,7.065,0.065,0.0257,ok
pH-00,24,23,7.0,7.078,0.078,0.0257,ok
pH-00,25,0,7.0,7.124,0.124,0.0259,ok
pH-00,25,1,7.0,7.115,0.115,0.0259,ok
pH-00,25,2,7.0,7.101,0.101,0.0259,ok
pH-00,25,3,7.0,7.063,0.063,0.0259,ok
pH-00,25,4,7.0,7.089,0.089,0.0259,ok
pH-00,25,5,7.0,7.081,0.081,0.0259,ok
pH-00,25,6,7.0,7.087,0.087,0.0259,ok
pH-00,25,7,7.0,7.111,0.111,0.0259,ok
pH-00,25,8,7.0,7.119,0.119,0.0259,ok
pH-00,25,9,7.0,7.154,0.154,0.0259,ok
pH-00,25,10,7.0,7.067,0.067,0.0259,ok
pH-00,25,11,7.0,7.123,0.123,0.0259,ok
pH-00,25,12,7.0,7.087,0.087,0.0259,ok
pH-00,25,13,7.0,7.072,0.072,0.0259,ok
pH-00,25,14,7.0,7.147,0.147,0.0259,ok
pH-00,25,15,7.0,7.136,0.136,0.0259,ok
pH-00,25,16,7.0,7.083,0.083,0.0259,ok
pH-00,25,17,7.0,7.072,0.072,0.0259,ok
pH-00,25,18,7.0,7.045,0.045,0.0259,ok
pH-00,25,19,7.0,7.123,0.123,0.0259,ok
pH-00,25,20,7.0,7.038,0.038,0.0259,ok
pH-00,25,21,7.0,7.087,0.087,0.0259,ok
pH-00,25,22,7.0,7.068,0.068,0.0259,ok
pH-00,25,23,7.0,7.127,0.127,0.0259,ok
pH-00,26,0,7.0,7.143,0.143,0.0261,ok
pH-00,26,1,7.0,7.05,0.05,0.0261,ok
pH-00,26,2,7.0,7.096,0.096,0.0261,ok
pH-00,26,3,7.0,7.101,0.101,0.0261,ok
pH-00,26,4,7.0,7.087,0.087,0.0261,ok
pH-00,26,5,7.0,7.078,0.078,0.0261,ok
pH-00,26,6,7.0,7.135,0.135,0.0261,ok
pH-00,26,7,7.0,7.081,0.081,0.0261,ok
pH-00,26,8,7.0,7.146,0.146,0.0261,ok
pH-00,26,9,7.0,7.077,0.077,0.0261,ok
pH-00,26,10,7.0,7.115,0.115,0.0261,ok
pH-00,26,11,7.0,7.116,0.116,0.0261,ok
pH-00,26,12,7.0,7.077,0.077,0.0261,ok
pH-00,26,13,7.0,7.048,0.048,0.0261,ok
pH-00,26,14,7.0,7.072,0.072,0.0261,ok
pH-00,26,15,7.0,7.064,0.064,0.0261,ok
pH-00,26,16,7.0,7.116,0.116,0.0261,ok
pH-00,26,17,7.0,7.084,0.084,0.0261,ok
pH-00,26,18,7.0,7.13,0.13,0.0261,ok
pH-00,26,19,7.0,7.109,0.109,0.0261,ok
pH-00,26,20,7.0,7.089,0.089,0.0261,ok
pH-00,26,21,7.0,7.097,0.097,0.0261,ok
pH-00,26,22,7.0,7.06,0.06,0.0261,ok
pH-00,26,23,7.0,7.089,0.089,0.0261,ok
pH-00,27,0,7.0,7.102,0.102,0.0263,ok
pH-00,27,1,7.0,7.088,0.088,0.0263,ok
pH-00,27,2,7.0,7.083,0.083,0.0263,ok
pH-00,27,3,7.0,7.124,0.124,0.0263,ok
pH-00,27,4,7.0,7.073,0.073,0.0263,ok
pH-00,27,5,7.0,7.113,0.113,0.0263,ok
pH-00,27,6,7.0,7.127,0.127,0.0263,ok
pH-00,27,7,7.0,7.111,0.111,0.0263,ok
pH-00,27,8,7.0,7.066,0.066,0.0263,ok
pH-00,27,9,7.0,7.101,0.101,0.0263,ok
pH-00,27,10,7.0,7.122,0.122,0.0263,ok
pH-00,27,11,7.0,7.09,0.09,0.0263,ok
pH-00,27,12,7.0,7.076,0.076,0.0263,ok
pH-00,27,13,7.0,7.075,0.075,0.0263,ok
pH-00,27,14,7.0,7.106,0.106,0.0263,ok
pH-00,27,15,7.0,7.089,0.089,0.0263,ok
pH-00,27,16,7.0,7.082,0.082,0.0263,ok
pH-00,27,17,7.0,7.043,0.043,0.0263,ok
pH-00,27,18,7.0,7.145,0.145,0.0263,ok
pH-00,27,19,7.0,7.09,0.09,0.0263,ok
pH-00,27,20,7.0,7.119,0.119,0.0263,ok
pH-00,27,21,7.0,7.133,0.133,0.0263,ok
pH-00,27,22,7.0,7.188,0.188,0.0263,ok
pH-00,27,23,7.0,7.116,0.116,0.0263,ok
pH-00,28,0,7.0,7.111,0.111,0.0266,ok
pH-00,28,1,7.0,7.06,0.06,0.0266,ok
pH-00,28,2,7.0,7.048,0.048,0.0266,ok
pH-00,28,3,7.0,7.038,0.038,0.0266,ok
pH-00,28,4,7.0,7.097,0.097,0.0266,ok
pH-00,28,5,7.0,7.075,0.075,0.0266,ok
pH-00,28,6,7.0,7.089,0.089,0.0266,ok
pH-00,28,7,7.0,7.14,0.14,0.0266,ok
pH-00,28,8,7.0,7.115,0.115,0.0266,ok
pH-00,28,9,7.0,7.101,0.101,0.0266,ok
pH-00,28,10,7.0,7.107,0.107,0.0266,ok
pH-00,28,11,7.0,7.083,0.083,0.0266,ok
pH-00,28,12,7.0,7.089,0.089,0.0266,ok
pH-00,28,13,7.0,7.065,0.065,0.0266,ok
pH-00,28,14,7.0,7.122,0.122,0.0266,ok
pH-00,28,15,7.0,7.149,0.149,0.0266,ok
pH-00,28,16,7.0,7.138,0.138,0.0266,ok
pH-00,28,17,7.0,7.102,0.102,0.0266,ok
pH-00,28,18,7.0,7.127,0.127,0.0266,ok
pH-00,28,19,7.0,7.116,0.116,0.0266,ok
pH-00,28,20,7.0,7.106,0.106,0.0266,ok
pH-00,28,21,7.0,7.111,0.111,0.0266,ok
pH-00,28,22,7.0,7.067,0.067,0.0266,ok
pH-00,28,23,7.0,7.089,0.089,0.0266,ok
pH-00,29,0,7.0,7.087,0.087,0.0268,ok
pH-00,29,1,7.0,7.065,0.065,0.0268,ok
pH-00,29,2,7.0,7.121,0.121,0.0268,ok
pH-00,29,3,7.0,7.124,0.124,0.0268,ok
pH-00,29,4,7.0,7.037,0.037,0.0268,ok
pH-00,29,5,7.0,7.105,0.105,0.0268,ok
pH-00,29,6,7.0,7.096,0.096,0.0268,ok
pH-00,29,7,7.0,7.089,0.089,0.0268,ok
pH-00,29,8,7.0,7.061,0.061,0.0268,ok
pH-00,29,9,7.0,7.107,0.107,0.0268,ok
pH-00,29,10,7.0,7.106,0.106,0.0268,ok
pH-00,29,11,7.0,7.095,0.095,0.0268,ok
pH-00,29,12,7.0,7.127,0.127,0.0268,ok
pH-00,29,13,7.0,7.126,0.126,0.0268,ok
pH-00,29,14,7.0,7.055,0.055,0.0268,ok
pH-00,29,15,7.0,7.126,0.126,0.0268,ok
pH-00,29,16,7.0,7.08,0.08,0.0268,ok
pH-00,29,17,7.0,7.098,0.098,0.0268,ok
pH-00,29,18,7.0,7.149,0.149,0.0268,ok
pH-00,29,19,7.0,7.104,0.104,0.0268,ok
pH-00,29,20,7.0,7.133,0.133,0.0268,ok
pH-00,29,21,7.0,7.098,0.098,0.0268,ok
pH-00,29,22,7.0,7.13,0.13,0.0268,ok
pH-00,29,23,7.0,7.104,0.104,0.0268,ok
pH-00,30,0,7.0,7.102,0.102,0.027,ok
pH-00,30,1,7.0,7.112,0.112,0.027,ok
pH-00,30,2,7.0,7.079,0.079,0.027,ok
pH-00,30,3,7.0,7.095,0.095,0.027,ok
pH-00,30,4,7.0,7.125,0.125,0.027,ok
pH-00,30,5,7.0,7.131,0.131,0.027,ok
pH-00,30,6,7.0,7.084,0.084,0.027,ok
pH-00,30,7,7.0,7.155,0.155,0.027,ok
pH-00,30,8,7.0,7.158,0.158,0.027,ok
pH-00,30,9,7.0,7.084,0.084,0.027,ok
pH-00,30,10,7.0,7.097,0.097,0.027,ok
pH-00,30,11,7.0,7.108,0.108,0.027,ok
pH-00,30,12,7.0,7.142,0.142,0.027,ok
pH-00,30,13,7.0,7.124,0.124,0.027,ok
pH-00,30,14,7.0,7.101,0.101,0.027,ok
pH-00,30,15,7.0,7.075,0.075,0.027,ok
pH-00,30,16,7.0,7.056,0.056,0.027,ok
pH-00,30,17,7.0,7.117,0.117,0.027,ok
pH-00,30,18,7.0,7.158,0.158,0.027,ok
pH-00,30,19,7.0,7.109,0.109,0.027,ok
pH-00,30,20,7.0,7.12,0.12,0.027,ok
pH-00,30,21,7.0,7.115,0.115,0.027,ok
pH-00,30,22,7.0,7.065,0.065,0.027,ok
pH-00,30,23,7.0,7.151,0.151,0.027,ok
pH-00,31,0,7.0,7.091,0.091,0.0272,ok
pH-00,31,1,7.0,7.091,0.091,0.0272,ok
pH-00,31,2,7.0,7.125,0.125,0.0272,ok
pH-00,31,3,7.0,7.093,0.093,0.0272,ok
pH-00,31,4,7.0,7.077,0.077,0.0272,ok
pH-00,31,5,7.0,7.139,0.139,0.0272,ok
pH-00,31,6,7.0,7.116,0.116,0.0272,ok
pH-00,31,7,7.0,7.139,0.139,0.0272,ok
pH-00,31,8,7.0,7.103,0.103,0.0272,ok
pH-00,31,9,7.0,7.1,0.1,0.0272,ok
pH-00,31,10,7.0,7.119,0.119,0.0272,ok
pH-00,31,11,7.0,7.122,0.122,0.0272,ok
pH-00,31,12,7.0,7.095,0.095,0.0272,ok
pH-00,31,13,7.0,7.092,0.092,0.0272,ok
pH-00,31,14,7.0,7.137,0.137,0.0272,ok
pH-00,31,15,7.0,7.122,0.122,0.0272,ok
pH-00,31,16,7.0,7.12,0.12,0.0272,ok
pH-00,31,17,7.0,7.059,0.059,0.0272,ok
pH-00,31,18,7.0,7.12,0.12,0.0272,ok
pH-00,31,19,7.0,7.123,0.123,0.0272,ok
pH-00,31,20,7.0,7.104,0.104,0.0272,ok
pH-00,31,21,7.0,7.128,0.128,0.0272,ok
pH-00,31,22,7.0,7.094,0.094,0.0272,ok
pH-00,31,23,7.0,7.122,0.122,0.0272,ok
pH-00,32,0,7.0,7.074,0.074,0.0274,ok
pH-00,32,1,7.0,7.141,0.141,0.0274,ok
pH-00,32,2,7.0,7.095,0.095,0.0274,ok
pH-00,32,3,7.0,7.128,0.128,0.0274,ok
pH-00,32,4,7.0,7.15,0.15,0.0274,ok
pH-00,32,5,7.0,7.143,0.143,0.0274,ok
pH-00,32,6,7.0,7.128,0.128,0.0274,ok
pH-00,32,7,7.0,7.139,0.139,0.0274,ok
pH-00,32,8,7.0,7.157,0.157,0.0274,ok
pH-00,32,9,7.0,7.119,0.119,0.0274,ok
pH-00,32,10,7.0,7.143,0.143,0.0274,ok
pH-00,32,11,7.0,7.084,0.084,0.0274,ok
pH-00,32,12,7.0,7.096,0.096,0.0274,ok
pH-00,32,13,7.0,7.157,0.157,0.0274,ok
pH-00,32,14,7.0,7.109,0.109,0.0274,ok
pH-00,32,15,7.0,7.102,0.102,0.0274,ok
pH-00,32,16,7.0,7.108,0.108,0.0274,ok
pH-00,32,17,7.0,7.097,0.097,0.0274,ok
pH-00,32,18,7.0,7.111,0.111,0.0274,ok
pH-00,32,19,7.0,7.087,0.087,0.0274,ok
pH-00,32,20,7.0,7.101,0.101,0.0274,ok
pH-00,32,21,7.0,7.118,0.118,0.0274,ok
pH-00,32,22,7.0,7.159,0.159,0.0274,ok
pH-00,32,23,7.0,7.115,0.115,0.0274,ok
pH-00,33,0,7.0,7.072,0.072,0.0276,ok
pH-00,33,1,7.0,7.148,0.148,0.0276,ok
pH-00,33,2,7.0,7.142,0.142,0.0276,ok
pH-00,33,3,7.0,7.098,0.098,0.0276,ok
pH-00,33,4,7.0,7.142,0.142,0.0276,ok
pH-00,33,5,7.0,7.116,0.116,0.0276,ok
pH-00,33,6,7.0,7.16,0.16,0.0276,ok
pH-00,33,7,7.0,7.186,0.186,0.0276,ok
pH-00,33,8,7.0,7.131,0.131,0.0276,ok
pH-00,33,9,7.0,7.141,0.141,0.0276,ok
pH-00,33,10,7.0,7.164,0.164,0.0276,ok
pH-00,33,11,7.0,7.146,0.146,0.0276,ok
pH-00,33,12,7.0,7.132,0.132,0.0276,ok
pH-00,33,13,7.0,7.117,0.117,0.0276,ok
pH-00,33,14,7.0,7.088,0.088,0.0276,ok
pH-00,33,15,7.0,7.112,0.112,0.0276,ok
pH-00,33,16,7.0,7.113,0.113,0.0276,ok
pH-00,33,17,7.0,7.12,0.12,0.0276,ok
pH-00,33,18,7.0,7.069,0.069,0.0276,ok
pH-00,33,19,7.0,7.11,0.11,0.0276,ok
pH-00,33,20,7.0,7.113,0.113,0.0276,ok
pH-00,33,21,7.0,7.081,0.081,0.0276,ok
pH-00,33,22,7.0,7.131,0.131,0.0276,ok
pH-00,33,23,7.0,7.145,0.145,0.0276,ok
pH-00,34,0,7.0,7.123,0.123,0.0278,ok
pH-00,34,1,7.0,7.089,0.089,0.0278,ok
pH-00,34,2,7.0,7.121,0.121,0.0278,ok
pH-00,34,3,7.0,7.144,0.144,0.0278,ok
pH-00,34,4,7.0,7.143,0.143,0.0278,ok
pH-00,34,5,7.0,7.122,0.122,0.0278,ok
pH-00,34,6,7.0,7.135,0.135,0.0278,ok
pH-00,34,7,7.0,7.106,0.106,0.0278,ok
pH-00,34,8,7.0,7.144,0.144,0.0278,ok
pH-00,34,9,7.0,7.112,0.112,0.0278,ok
pH-00,34,10,7.0,7.102,0.102,0.0278,ok
pH-00,34,11,7.0,7.15,0.15,0.0278,ok
pH-00,34,12,7.0,7.127,0.127,0.0278,ok
pH-00,34,13,7.0,7.126,0.126,0.0278,ok
pH-00,34,14,7.0,7.138,0.138,0.0278,ok
pH-00,34,15,7.0,7.122,0.122,0.0278,ok
pH-00,34,16,7.0,7.097,0.097,0.0278,ok
pH-00,34,17,7.0,7.117,0.117,0.0278,ok
pH-00,34,18,7.0,7.082,0.082,0.0278,ok
pH-00,34,19,7.0,7.156,0.156,0.0278,ok
pH-00,34,20,7.0,7.093,0.093,0.0278,ok
pH-00,34,21,7.0,7.177,0.177,0.0278,ok
pH-00,34,22,7.0,7.101,0.101,0.0278,ok
pH-00,34,23,7.0,7.141,0.141,0.0278,ok
pH-00,35,0,7.0,7.18,0.18,0.028,ok
pH-00,35,1,7.0,7.134,0.134,0.028,ok
pH-00,35,2,7.0,7.118,0.118,0.028,ok
pH-00,35,3,7.0,7.128,0.128,0.028,ok
pH-00,35,4,7.0,7.103,0.103,0.028,ok
pH-00,35,5,7.0,7.07,0.07,0.028,ok
pH-00,35,6,7.0,7.144,0.144,0.028,ok
pH-00,35,7,7.0,7.07,0.07,0.028,ok
pH-00,35,8,7.0,7.089,0.089,0.028,ok
pH-00,35,9,7.0,7.129,0.129,0.028,ok
pH-00,35,10,7.0,7.109,0.109,0.028,ok
pH-00,35,11,7.0,7.141,0.141,0.028,ok
pH-00,35,12,7.0,7.172,0.172,0.028,ok
pH-00,35,13,7.0,7.12,0.12,0.028,ok
pH-00,35,14,7.0,7.11,0.11,0.028,ok
pH-00,35,15,7.0,7.177,0.177,0.028,ok
pH-00,35,16,7.0,7.146,0.146,0.028,ok
pH-00,35,17,7.0,7.153,0.153,0.028,ok
pH-00,35,18,7.0,7.151,0.151,0.028,ok
pH-00,35,19,7.0,7.12,0.12,0.028,ok
pH-00,35,20,7.0,7.116,0.116,0.028,ok
pH-00,35,21,7.0,7.1,0.1,0.028,ok
pH-00,35,22,7.0,7.147,0.147,0.028,ok
pH-00,35,23,7.0,7.138,0.138,0.028,ok
pH-00,36,0,7.0,7.149,0.149,0.0282,ok
pH-00,36,1,7.0,7.078,0.078,0.0282,ok
pH-00,36,2,7.0,7.157,0.157,0.0282,ok
pH-00,36,3,7.0,7.118,0.118,0.0282,ok
pH-00,36,4,7.0,7.071,0.071,0.0282,ok
pH-00,36,5,7.0,7.094,0.094,0.0282,ok
pH-00,36,6,7.0,7.117,0.117,0.0282,ok
pH-00,36,7,7.0,7.11,0.11,0.0282,ok
pH-00,36,8,7.0,7.131,0.131,0.0282,ok
pH-00,36,9,7.0,7.144,0.144,0.0282,ok
pH-00,36,10,7.0,7.127,0.127,0.0282,ok
pH-00,36,11,7.0,7.117,0.117,0.0282,ok
pH-00,36,12,7.0,7.135,0.135,0.0282,ok
pH-00,36,13,7.0,7.135,0.135,0.0282,ok
pH-00,36,14,7.0,7.166,0.166,0.0282,ok
pH-00,36,15,7.0,7.113,0.113,0.0282,ok
pH-00,36,16,7.0,7.128,0.128,0.0282,ok
pH-00,36,17,7.0,7.177,0.177,0.0282,ok
pH-00,36,18,7.0,7.096,0.096,0.0282,ok
pH-00,36,19,7.0,7.12,0.12,0.0282,ok
pH-00,36,20,7.0,7.105,0.105,0.0282,ok
pH-00,36,21,7.0,7.095,0.095,0.0282,ok
pH-00,36,22,7.0,7.137,0.137,0.0282,ok
pH-00,36,23,7.0,7.168,0.168,0.0282,ok
pH-00,37,0,7.0,7.194,0.194,0.0284,ok
pH-00,37,1,7.0,7.133,0.133,0.0284,ok
pH-00,37,2,7.0,7.149,0.149,0.0284,ok
pH-00,37,3,7.0,7.15,0.15,0.0284,ok
pH-00,37,4,7.0,7.128,0.128,0.0284,ok
pH-00,37,5,7.0,7.171,0.171,0.0284,ok
pH-00,37,6,7.0,7.13,0.13,0.0284,ok
pH-00,37,7,7.0,7.165,0.165,0.0284,ok
pH-00,37,8,7.0,7.124,0.124,0.0284,ok
pH-00,37,9,7.0,7.102,0.102,0.0284,ok
pH-00,37,10,7.0,7.103,0.103,0.0284,ok
pH-00,37,11,7.0,7.088,0.088,0.0284,ok
pH-00,37,12,7.0,7.17,0.17,0.0284,ok
pH-00,37,13,7.0,7.171,0.171,0.0284,ok
pH-00,37,14,7.0,7.114,0.114,0.0284,ok
pH-00,37,15,7.0,7.104,0.104,0.0284,ok
pH-00,37,16,7.0,7.112,0.112,0.0284,ok
pH-00,37,17,7.0,7.139,0.139,0.0284,ok
pH-00,37,18,7.0,7.108,0.108,0.0284,ok
pH-00,37,19,7.0,7.15,0.15,0.0284,ok
pH-00,37,20,7.0,7.126,0.126,0.0284,ok
pH-00,37,21,7.0,7.165,0.165,0.0284,ok
pH-00,37,22,7.0,7.153,0.153,0.0284,ok
pH-00,37,23,7.0,7.102,0.102,0.0284,ok
pH-00,38,0,7.0,7.102,0.102,0.0286,ok
pH-00,38,1,7.0,7.144,0.144,0.0286,ok
pH-00,38,2,7.0,7.133,0.133,0.0286,ok
pH-00,38,3,7.0,7.174,0.174,0.0286,ok
pH-00,38,4,7.0,7.149,0.149,0.0286,ok
pH-00,38,5,7.0,7.125,0.125,0.0286,ok
pH-00,38,6,7.0,7.186,0.186,0.0286,ok
pH-00,38,7,7.0,7.126,0.126,0.0286,ok
pH-00,38,8,7.0,7.1,0.1,0.0286,ok
pH-00,38,9,7.0,7.132,0.132,0.0286,ok
pH-00,38,10,7.0,7.115,0.115,0.0286,ok
pH-00,38,11,7.0,7.166,0.166,0.0286,ok
pH-00,38,12,7.0,7.106,0.106,0.0286,ok
pH-00,38,13,7.0,7.162,0.162,0.0286,ok
pH-00,38,14,7.0,7.13,0.13,0.0286,ok
pH-00,38,15,7.0,7.093,0.093,0.0286,ok
pH-00,38,16,7.0,7.15,0.15,0.0286,ok
pH-00,38,17,7.0,7.172,0.172,0.0286,ok
pH-00,38,18,7.0,7.141,0.141,0.0286,ok
pH-00,38,19,7.0,7.132,0.132,0.0286,ok
pH-00,38,20,7.0,7.191,0.191,0.0286,ok
pH-00,38,21,7.0,7.172,0.172,0.0286,ok
pH-00,38,22,7.0,7.16,0.16,0.0286,ok
pH-00,38,23,7.0,7.08,0.08,0.0286,ok
pH-00,39,0,7.0,7.121,0.121,0.0288,ok
pH-00,39,1,7.0,7.135,0.135,0.0288,ok
pH-00,39,2,7.0,7.155,0.155,0.0288,ok
pH-00,39,3,7.0,7.167,0.167,0.0288,ok
pH-00,39,4,7.0,7.112,0.112,0.0288,ok
pH-00,39,5,7.0,7.158,0.158,0.0288,ok
pH-00,39,6,7.0,7.108,0.108,0.0288,ok
pH-00,39,7,7.0,7.162,0.162,0.0288,ok
pH-00,39,8,7.0,7.11,0.11,0.0288,ok
pH-00,39,9,7.0,7.177,0.177,0.0288,ok
pH-00,39,10,7.0,7.149,0.149,0.0288,ok
pH-00,39,11,7.0,7.13,0.13,0.0288,ok
pH-00,39,12,7.0,7.15,0.15,0.0288,ok
pH-00,39,13,7.0,7.123,0.123,0.0288,ok
pH-00,39,14,7.0,7.142,0.142,0.0288,ok
pH-00,39,15,7.0,7.113,0.113,0.0288,ok
pH-00,39,16,7.0,7.15,0.15,0.0288,ok
pH-00,39,17,7.0,7.134,0.134,0.0288,ok
pH-00,39,18,7.0,7.136,0.136,0.0288,ok
pH-00,39,19,7.0,7.14,0.14,0.0288,ok
pH-00,39,20,7.0,7.116,0.116,0.0288,ok
pH-00,39,21,7.0,7.201,0.201,0.0288,ok
pH-00,39,22,7.0,7.136,0.136,0.0288,ok
pH-00,39,23,7.0,7.173,0.173,0.0288,ok
pH-00,40,0,7.0,7.111,0.111,0.029,ok
pH-00,40,1,7.0,7.08,0.08,0.029,ok
pH-00,40,2,7.0,7.153,0.153,0.029,ok
