sample_id,interventie,omgevingstemp_C,operator_ervaring_jaar,katalysator_type,roersnelheid_RPM,koelwater_temp_C,luchtvochtigheid_pct,druk_bar,activeringsenergie_kJmol,reactor_temp_C,menging_index,selectiviteit,conversie,opbrengst_pct,energieverbruik_kWh,vochtgehalte_product_pct
CI-00186,observatie,25.1,4.8,Pd/C,223,23.9,66.7,4.33,50.2,154.3,0.798,0.948,0.7469,71.4,51.8,2.28
CI-00187,observatie,32.2,5.9,Pd/C,207,27.0,79.2,6.44,50.4,155.8,0.743,0.909,0.7438,68.7,50.5,2.29
CI-00188,observatie,18.6,11.4,Pt/Al2O3,255,20.9,61.4,8.63,48.2,162.1,0.783,0.853,0.823,68.8,54.3,1.04
CI-00189,observatie,20.2,5.9,Pd/C,223,21.5,69.1,4.77,49.6,150.9,0.746,0.909,0.731,66.9,55.3,1.27
CI-00190,observatie,27.9,19.1,Pt/Al2O3,326,27.3,71.8,6.32,43.5,161.4,0.798,0.852,0.8082,68.4,57.1,1.65
CI-00191,observatie,14.0,0.7,Ni/SiO2,167,21.0,63.1,8.56,60.3,158.3,0.745,0.785,0.7671,59.7,50.0,1.77
CI-00192,observatie,25.7,17.4,Ni/SiO2,303,24.8,75.3,7.37,61.8,160.2,0.799,0.83,0.7733,64.9,55.9,1.94
CI-00193,observatie,24.7,18.4,Pt/Al2O3,312,24.5,78.0,8.38,47.3,162.8,0.758,0.87,0.8188,70.9,56.4,2.36
CI-00194,observatie,21.1,16.2,Pt/Al2O3,255,24.0,60.5,2.11,45.3,151.6,0.805,0.821,0.7106,59.2,54.6,1.64
CI-00195,observatie,7.6,13.8,Ni/SiO2,275,18.3,60.6,1.76,60.1,143.8,0.789,0.792,0.6329,49.2,51.1,1.59
CI-00196,observatie,21.2,1.3,Ni/SiO2,242,23.0,62.6,8.31,58.6,159.7,0.766,0.831,0.7314,63.2,55.0,1.86
CI-00197,observatie,19.4,1.7,Pt/Al2O3,198,22.8,73.2,8.34,43.0,164.1,0.742,0.864,0.7969,69.1,52.0,1.72
CI-00198,observatie,26.3,6.8,Pd/C,250,24.5,69.6,8.08,52.2,162.0,0.753,0.94,0.7834,72.6,59.1,2.06
CI-00199,observatie,15.6,2.4,Pd/C,221,21.3,58.7,9.28,52.3,162.2,0.755,0.915,0.7851,72.5,52.7,1.5
CI-00200,observatie,22.8,19.8,Ni/SiO2,291,25.8,69.2,4.72,61.6,153.1,0.799,0.802,0.6843,54.5,55.2,2.35
CI-00201,observatie,23.7,5.3,Pt/Al2O3,194,24.9,71.4,3.07,44.7,151.3,0.711,0.863,0.7069,60.4,50.2,2.46
CI-00202,observatie,14.5,18.0,Ni/SiO2,283,21.1,62.5,4.03,57.0,150.0,0.785,0.798,0.6772,52.8,56.9,1.61
CI-00203,observatie,14.9,12.5,Pd/C,259,21.6,60.8,7.27,50.8,159.8,0.798,0.885,0.7656,68.2,54.7,1.6
CI-00204,observatie,15.2,11.0,Pt/Al2O3,268,22.4,59.6,3.63,46.8,152.2,0.749,0.856,0.7004,60.5,54.5,1.7
CI-00205,observatie,19.3,12.8,Ni/SiO2,254,22.5,77.0,6.19,62.1,153.2,0.816,0.826,0.7297,61.6,52.4,2.82
CI-00206,observatie,18.3,18.6,Pt/Al2O3,299,21.7,60.8,6.49,43.9,157.1,0.848,0.864,0.7475,66.6,57.9,1.25
CI-00207,observatie,20.6,5.8,Pt/Al2O3,234,24.2,66.5,2.0,46.6,147.5,0.76,0.85,0.6679,58.0,51.0,2.16
CI-00208,observatie,38.3,0.9,Pd/C,182,30.3,86.7,4.32,48.7,155.3,0.723,0.924,0.7148,66.0,52.6,1.78
CI-00209,observatie,15.8,12.8,Ni/SiO2,227,20.4,65.8,1.36,63.8,143.8,0.744,0.827,0.6027,51.3,49.8,1.99
CI-00210,observatie,1.8,5.5,Pt/Al2O3,224,17.6,55.5,2.13,46.7,149.7,0.725,0.849,0.6596,56.4,52.4,2.4
CI-00211,observatie,24.2,3.2,Ni/SiO2,211,24.7,66.9,2.41,57.6,148.9,0.792,0.819,0.6387,51.1,50.8,2.09
CI-00212,observatie,12.8,6.8,Pd/C,222,21.0,55.4,1.34,48.5,147.9,0.792,0.893,0.6809,59.4,49.2,1.65
CI-00213,observatie,23.0,7.9,Ni/SiO2,233,24.0,66.0,3.62,58.3,151.9,0.758,0.822,0.6665,55.2,53.5,1.78
CI-00214,observatie,24.6,17.6,Pd/C,278,25.8,70.9,9.64,47.4,166.1,0.793,0.929,0.8382,78.5,55.9,1.95
CI-00215,observatie,26.1,12.1,Ni/SiO2,289,25.4,70.0,2.64,60.8,145.0,0.836,0.81,0.7005,57.7,52.1,1.21
CI-00216,observatie,29.3,12.9,Pd/C,272,27.7,71.9,4.48,50.0,156.5,0.812,0.891,0.7336,67.2,55.5,1.93
CI-00217,observatie,19.6,15.4,Pd/C,309,23.6,64.2,9.23,49.3,162.5,0.843,0.915,0.7915,72.0,59.4,1.48
CI-00218,observatie,14.7,0.1,Pt/Al2O3,224,21.2,62.7,8.41,45.2,160.4,0.767,0.857,0.7651,67.3,52.5,1.2
CI-00219,observatie,30.2,18.6,Pd/C,258,27.1,71.3,7.45,49.6,158.2,0.778,0.898,0.7469,67.9,55.0,1.52
CI-00220,observatie,25.1,10.9,Pt/Al2O3,272,26.4,69.9,6.76,45.4,158.7,0.819,0.827,0.7748,62.8,53.7,1.65
CI-00221,observatie,33.6,5.6,Pd/C,219,28.3,77.3,9.34,51.5,163.6,0.77,0.912,0.8171,75.9,54.1,1.74
CI-00222,observatie,13.5,10.2,Ni/SiO2,264,20.9,65.0,7.45,63.4,152.6,0.817,0.796,0.742,59.0,51.8,1.45
CI-00223,observatie,2.2,19.6,Pt/Al2O3,293,15.2,58.0,6.08,44.5,154.0,0.814,0.819,0.7357,62.0,54.9,1.65
CI-00224,observatie,37.0,3.0,Pt/Al2O3,209,29.3,88.0,4.12,45.0,154.9,0.742,0.835,0.7378,61.0,50.8,2.42
CI-00225,observatie,20.6,12.6,Ni/SiO2,273,24.2,67.0,4.38,59.4,153.6,0.806,0.818,0.7454,61.4,53.5,1.8
CI-00226,observatie,16.2,15.9,Pt/Al2O3,276,22.0,56.0,2.7,46.8,148.3,0.767,0.844,0.7141,61.9,49.2,1.86
CI-00227,observatie,26.8,3.1,Pd/C,245,24.7,69.6,7.43,47.6,160.9,0.775,0.913,0.7422,69.4,53.9,2.19
CI-00228,observatie,7.7,19.9,Pd/C,294,16.7,60.7,9.58,49.5,160.6,0.791,0.893,0.7803,70.4,56.6,1.76
CI-00229,observatie,21.4,16.9,Pd/C,259,23.4,65.6,7.17,48.5,159.8,0.819,0.948,0.8025,75.8,55.4,1.26
CI-00230,observatie,18.0,7.4,Pd/C,219,21.0,56.9,9.35,49.6,160.7,0.738,0.925,0.8116,73.5,52.5,1.64
CI-00231,observatie,18.3,0.4,Pd/C,204,22.7,62.7,9.19,50.9,164.2,0.682,0.909,0.7973,72.7,49.0,1.94
CI-00232,observatie,8.1,19.7,Pt/Al2O3,312,19.2,63.2,3.75,44.8,151.5,0.804,0.826,0.7079,60.2,55.7,2.49
CI-00233,observatie,21.0,16.2,Pd/C,274,23.5,76.1,6.94,46.4,160.0,0.847,0.919,0.7829,71.7,59.3,2.02
CI-00234,observatie,18.1,0.9,Pd/C,226,22.4,61.2,1.05,49.6,148.0,0.771,0.876,0.6657,57.1,49.6,1.84
CI-00235,observatie,23.6,12.8,Pd/C,249,25.1,66.5,2.65,52.1,151.0,0.802,0.924,0.7076,66.7,53.1,1.92
CI-00236,do(roersnelheid=300),7.1,6.8,Pt/Al2O3,300,17.4,52.4,2.73,43.8,151.4,0.856,0.853,0.7279,61.1,52.3,0.98
CI-00237,observatie,16.7,5.9,Pd/C,211,21.5,68.0,4.75,49.2,152.9,0.784,0.895,0.7351,64.8,50.3,1.89
CI-00238,observatie,2.3,12.4,Ni/SiO2,248,15.1,58.2,3.18,58.6,144.4,0.796,0.821,0.6489,51.7,48.3,1.91
CI-00239,observatie,12.8,5.9,Pt/Al2O3,252,20.5,63.9,3.33,47.2,150.4,0.805,0.823,0.6805,55.3,54.2,1.56
CI-00240,observatie,3.5,18.7,Ni/SiO2,278,16.1,57.0,4.57,57.8,147.2,0.827,0.811,0.7119,57.5,52.1,1.63
CI-00241,observatie,12.0,5.6,Pd/C,213,18.2,58.5,7.14,48.6,155.9,0.778,0.888,0.7849,70.5,51.0,1.6
CI-00242,observatie,20.1,13.8,Pd/C,264,23.6,81.8,9.78,49.9,161.5,0.75,0.91,0.8223,74.2,58.2,2.16
CI-00243,observatie,32.9,0.4,Pd/C,247,28.8,76.8,9.7,50.3,167.9,0.783,0.904,0.8138,73.9,53.5,1.73
CI-00244,observatie,3.2,11.7,Pt/Al2O3,278,15.9,58.8,3.9,46.2,148.1,0.765,0.856,0.6874,59.6,55.1,1.52
CI-00245,observatie,12.1,1.9,Pt/Al2O3,236,19.8,59.7,2.15,48.9,145.6,0.772,0.823,0.6662,55.1,50.6,1.7
CI-00246,observatie,10.8,2.8,Ni/SiO2,235,19.3,61.1,8.83,58.5,158.4,0.819,0.796,0.775,60.6,52.1,1.99
CI-00247,observatie,17.2,10.0,Pd/C,286,22.0,65.1,4.55,50.3,150.1,0.818,0.89,0.727,66.0,51.8,1.87
CI-00248,observatie,17.8,16.6,Pd/C,322,22.4,60.3,2.13,53.9,150.1,0.828,0.915,0.6992,63.6,55.9,1.82
CI-00249,observatie,21.4,14.5,Pd/C,265,23.8,69.1,6.82,48.8,158.7,0.778,0.894,0.7906,71.6,55.3,1.69
CI-00250,observatie,33.5,5.8,Ni/SiO2,201,28.3,81.7,7.14,64.0,159.9,0.764,0.818,0.7172,56.7,52.8,2.19
CI-00251,observatie,39.6,7.1,Pd/C,270,32.8,92.0,7.93,51.3,166.0,0.821,0.904,0.7782,68.6,58.8,1.42
CI-00252,observatie,17.7,12.9,Pd/C,242,21.6,66.5,8.86,51.0,157.9,0.75,0.888,0.8035,72.4,53.9,1.64
CI-00253,observatie,26.0,2.3,Pd/C,210,24.5,71.4,3.79,50.9,152.1,0.736,0.909,0.6994,62.9,50.3,2.2
CI-00254,observatie,4.5,19.2,Pt/Al2O3,304,16.4,50.5,4.3,45.0,149.6,0.791,0.839,0.7388,62.4,54.5,1.44
CI-00255,observatie,15.9,2.2,Pt/Al2O3,220,22.2,67.0,4.18,48.5,155.1,0.765,0.885,0.7282,65.0,45.2,2.08
CI-00256,observatie,27.6,3.4,Ni/SiO2,249,25.4,67.9,7.04,58.9,154.1,0.773,0.759,0.6911,52.0,54.8,1.87
CI-00257,observatie,28.3,17.7,Pd/C,309,26.1,76.0,4.32,48.5,155.4,0.808,0.926,0.7041,66.2,57.0,2.18
CI-00258,observatie,26.7,3.5,Ni/SiO2,191,25.0,73.4,5.7,58.5,154.0,0.755,0.787,0.7081,56.5,48.1,1.88
CI-00259,observatie,24.5,8.6,Pd/C,214,24.8,71.2,9.5,53.8,158.9,0.762,0.896,0.7566,68.8,52.3,1.98
CI-00260,observatie,13.7,9.7,Pd/C,253,19.2,62.4,7.87,52.8,157.6,0.808,0.91,0.7459,66.4,52.3,1.77
CI-00261,observatie,32.1,0.7,Pd/C,206,27.8,78.6,2.13,55.8,146.0,0.784,0.882,0.6817,60.7,49.1,1.98
CI-00262,observatie,32.7,15.8,Pd/C,274,26.6,76.3,4.69,50.1,153.4,0.827,0.937,0.7762,73.1,53.5,1.57
CI-00263,observatie,22.5,1.2,Pt/Al2O3,196,25.2,62.9,9.21,47.0,163.4,0.772,0.85,0.8059,68.6,54.4,1.44
CI-00264,observatie,14.8,17.1,Pt/Al2O3,265,21.9,68.7,7.49,45.7,157.2,0.779,0.86,0.789,66.3,53.9,1.87
CI-00265,observatie,23.7,18.7,Pd/C,281,25.6,75.2,9.69,49.1,162.1,0.811,0.903,0.8129,73.0,55.4,1.49
CI-00266,observatie,20.0,1.1,Ni/SiO2,233,21.8,66.1,8.39,56.9,161.6,0.762,0.778,0.7709,59.2,53.5,1.72
CI-00267,observatie,14.5,7.4,Pd/C,235,21.5,60.1,7.67,47.8,162.2,0.843,0.908,0.7839,71.4,53.6,0.97
CI-00268,observatie,28.2,7.4,Pd/C,238,27.5,71.4,7.99,52.1,162.4,0.794,0.92,0.7756,70.3,56.1,1.75
CI-00269,observatie,25.7,10.1,Pd/C,254,25.7,66.9,1.55,52.9,146.6,0.859,0.893,0.6775,60.8,51.3,2.08
CI-00270,do(roersnelheid=300),27.7,11.1,Pd/C,300,25.7,75.9,7.6,52.8,158.5,0.768,0.959,0.7524,73.1,59.4,1.92
CI-00271,observatie,22.4,13.6,Pt/Al2O3,303,24.4,71.2,7.94,43.8,160.5,0.831,0.874,0.7944,73.2,54.2,1.45
CI-00272,do(druk=8),19.9,1.9,Pt/Al2O3,200,22.9,66.7,8.0,47.2,160.0,0.739,0.879,0.7866,68.6,49.7,2.27
CI-00273,observatie,10.7,13.3,Pd/C,286,18.5,59.0,8.32,50.5,155.9,0.81,0.922,0.7751,71.5,54.9,2.0
CI-00274,observatie,20.5,9.2,Pt/Al2O3,257,23.7,67.6,1.23,46.6,148.9,0.798,0.869,0.7123,62.9,51.8,1.87
CI-00275,observatie,14.3,16.3,Pd/C,294,21.6,77.0,7.55,48.7,157.0,0.82,0.894,0.7852,69.1,54.8,2.29
CI-00276,observatie,22.9,0.1,Pd/C,229,24.3,69.1,8.97,46.0,165.6,0.718,0.884,0.7941,70.5,57.2,1.23
CI-00277,observatie,5.5,2.9,Pd/C,217,18.7,54.4,5.88,46.5,156.5,0.784,0.916,0.7426,69.2,48.8,1.48
CI-00278,observatie,23.9,11.8,Pd/C,250,27.2,76.0,3.32,50.4,152.2,0.749,0.885,0.6733,61.3,57.1,2.21
CI-00279,observatie,18.2,14.3,Pt/Al2O3,291,22.7,67.7,1.55,43.5,152.0,0.811,0.832,0.7344,60.7,56.0,1.88
CI-00280,observatie,26.8,9.7,Pd/C,253,26.4,79.5,2.97,51.2,152.5,0.803,0.882,0.6946,62.6,54.0,2.62
CI-00281,observatie,36.7,9.3,Pd/C,235,29.2,77.5,8.94,51.4,166.0,0.752,0.936,0.7889,73.5,57.0,1.72
CI-00282,observatie,19.2,6.1,Pt/Al2O3,261,23.0,71.7,7.1,43.9,161.3,0.782,0.87,0.7348,62.5,59.3,2.02
CI-00283,observatie,22.5,11.1,Ni/SiO2,243,23.2,64.2,6.35,59.8,153.7,0.796,0.811,0.7373,59.8,55.5,1.71
CI-00284,observatie,19.5,10.4,Ni/SiO2,269,23.2,61.6,4.03,60.0,146.6,0.782,0.791,0.7002,57.0,53.4,1.79
CI-00285,observatie,16.7,12.6,Pt/Al2O3,264,20.6,72.9,2.93,45.8,149.2,0.773,0.869,0.6825,58.9,50.5,2.06
CI-00286,observatie,13.2,12.5,Pt/Al2O3,256,20.2,60.3,5.7,42.6,156.5,0.797,0.84,0.7562,61.3,55.5,1.24
CI-00287,observatie,18.9,1.2,Pt/Al2O3,213,21.8,58.3,2.33,47.6,147.1,0.769,0.862,0.7135,62.0,47.1,2.58
CI-00288,observatie,21.2,11.7,Pt/Al2O3,266,22.6,76.5,6.11,43.8,162.3,0.778,0.875,0.7935,70.0,56.6,2.02
CI-00289,observatie,11.1,16.6,Pd/C,295,19.1,61.2,9.03,48.5,159.9,0.847,0.903,0.778,70.9,57.5,1.34
CI-00290,observatie,0.3,7.8,Pd/C,252,15.3,47.8,5.04,53.2,150.5,0.809,0.91,0.7049,65.1,53.6,1.83
CI-00291,observatie,32.3,7.3,Pd/C,239,27.2,72.4,1.07,50.3,148.7,0.781,0.901,0.6835,62.0,56.0,1.8
CI-00292,observatie,21.6,19.6,Pt/Al2O3,286,24.2,65.5,5.93,41.0,162.4,0.837,0.905,0.7724,69.7,56.5,1.28
CI-00293,observatie,12.8,13.8,Pt/Al2O3,257,23.0,68.8,2.38,43.4,147.5,0.763,0.837,0.7135,57.9,50.3,1.35
CI-00294,observatie,33.8,9.5,Pd/C,250,28.3,75.6,6.5,46.4,158.4,0.798,0.9,0.7875,71.3,55.9,2.08
CI-00295,observatie,17.6,4.1,Pd/C,226,21.3,68.2,3.61,53.1,152.1,0.81,0.87,0.6891,60.2,56.7,1.9
CI-00296,observatie,7.9,0.2,Pt/Al2O3,197,17.3,54.0,7.56,42.9,158.6,0.763,0.838,0.802,68.2,48.4,1.61
CI-00297,observatie,24.5,0.8,Ni/SiO2,174,26.3,58.7,4.08,57.7,155.2,0.7,0.79,0.7221,57.0,45.4,1.75
CI-00298,observatie,8.2,9.6,Ni/SiO2,218,19.2,56.4,4.91,58.2,147.5,0.757,0.8,0.6709,53.5,49.6,1.65
CI-00299,observatie,7.7,10.6,Pt/Al2O3,261,19.0,59.7,3.01,42.6,149.7,0.795,0.848,0.6854,59.2,50.2,1.49
CI-00300,do(druk=8),16.8,15.6,Pt/Al2O3,279,20.3,57.3,8.0,42.6,156.9,0.841,0.887,0.819,72.4,57.1,1.97
CI-00301,do(roersnelheid=300),12.8,14.4,Pt/Al2O3,300,21.4,59.2,3.06,47.3,151.3,0.78,0.888,0.7422,64.8,52.8,1.24
CI-00302,observatie,27.3,5.1,Pd/C,216,25.7,78.0,8.28,51.6,163.8,0.746,0.899,0.7757,70.3,56.7,1.96
CI-00303,observatie,-4.9,14.0,Pt/Al2O3,290,11.5,41.1,2.5,46.9,144.9,0.829,0.807,0.6803,53.4,53.4,1.82
CI-00304,observatie,25.5,11.2,Ni/SiO2,261,22.7,71.9,1.76,57.2,146.9,0.802,0.79,0.7182,56.5,57.5,2.16
CI-00305,observatie,19.6,4.5,Pd/C,231,21.5,73.5,1.19,50.3,145.0,0.788,0.9,0.6524,58.9,54.2,1.78
CI-00306,observatie,8.2,14.7,Pd/C,305,20.4,57.5,9.0,48.7,159.6,0.807,0.908,0.7552,66.5,62.2,1.12
CI-00307,observatie,29.5,13.9,Pd/C,240,26.0,70.7,6.72,53.3,160.8,0.812,0.944,0.7563,72.4,53.3,1.38
CI-00308,observatie,24.6,14.3,Pd/C,271,25.0,70.0,3.31,50.0,152.2,0.799,0.885,0.7106,62.0,53.4,1.89
CI-00309,do(roersnelheid=300),23.2,16.1,Pd/C,300,25.2,75.0,2.57,51.7,149.1,0.807,0.912,0.6921,62.6,53.4,1.76
CI-00310,do(druk=8),28.9,10.9,Pt/Al2O3,264,27.7,74.9,8.0,43.6,160.1,0.804,0.849,0.7702,65.3,58.8,1.68
CI-00311,observatie,15.4,6.6,Pd/C,267,20.3,56.8,5.49,46.1,155.0,0.753,0.88,0.7395,65.8,55.0,2.03
CI-00312,observatie,28.0,17.5,Ni/SiO2,297,25.6,70.9,5.33,61.4,150.8,0.798,0.822,0.7302,59.6,55.7,2.06
CI-00313,observatie,16.7,17.2,Pt/Al2O3,292,22.6,65.3,2.82,44.0,153.8,0.835,0.89,0.7242,65.5,52.8,2.08
CI-00314,observatie,29.7,2.1,Ni/SiO2,221,27.8,74.0,5.73,57.9,156.4,0.754,0.807,0.7217,56.9,50.0,2.27
CI-00315,observatie,35.0,6.2,Ni/SiO2,255,28.2,82.6,1.57,59.7,148.4,0.806,0.796,0.6609,52.3,55.0,2.4
CI-00316,observatie,10.0,11.6,Pd/C,231,19.0,51.7,4.54,50.9,151.5,0.753,0.919,0.7088,65.8,54.4,1.97
CI-00317,do(druk=8),31.0,2.6,Pt/Al2O3,200,28.2,79.8,8.0,43.3,164.8,0.75,0.879,0.7817,67.3,52.8,2.2
CI-00318,observatie,30.2,8.0,Pd/C,241,25.8,78.9,2.31,49.1,151.9,0.775,0.914,0.6894,62.8,52.6,1.59
CI-00319,observatie,19.1,10.2,Pd/C,228,22.6,65.4,2.38,50.9,151.8,0.783,0.868,0.6668,56.9,52.6,2.4
CI-00320,observatie,25.2,6.9,Pd/C,240,24.6,69.8,2.42,51.5,148.8,0.791,0.911,0.6688,61.1,51.8,1.81
CI-00321,observatie,34.5,6.5,Pd/C,243,27.1,68.8,4.87,47.6,156.2,0.738,0.904,0.7291,63.4,54.7,1.49
CI-00322,observatie,24.9,5.5,Ni/SiO2,223,24.0,68.8,6.36,57.5,155.7,0.74,0.816,0.742,62.1,52.9,1.98
CI-00323,observatie,20.5,6.3,Pd/C,250,22.3,70.3,9.71,44.7,165.1,0.766,0.924,0.849,78.7,55.2,1.75
CI-00324,observatie,26.0,18.3,Pd/C,289,25.4,75.4,8.76,49.6,163.1,0.772,0.888,0.7902,71.0,59.4,1.75
CI-00325,observatie,20.4,19.7,Pt/Al2O3,311,23.0,70.3,1.83,44.8,148.2,0.811,0.889,0.723,62.8,52.7,1.9
CI-00326,observatie,16.1,4.9,Pt/Al2O3,184,20.0,56.1,8.66,46.8,163.5,0.73,0.854,0.7872,66.3,54.3,0.71
CI-00327,observatie,23.3,10.1,Pd/C,258,24.4,72.4,5.81,52.2,153.9,0.772,0.903,0.7015,64.3,54.7,2.31
CI-00328,observatie,28.1,3.5,Pd/C,204,25.7,72.9,5.56,52.2,157.2,0.797,0.895,0.7714,69.9,46.7,1.7
CI-00329,observatie,12.6,7.5,Pd/C,249,18.0,59.3,6.6,53.5,152.6,0.822,0.913,0.7452,66.8,50.7,1.91
CI-00330,observatie,14.5,19.0,Pt/Al2O3,288,20.3,61.6,9.99,45.7,164.9,0.748,0.871,0.8002,69.8,56.9,1.55
CI-00331,observatie,27.0,2.4,Pt/Al2O3,231,27.1,68.2,1.85,40.4,151.4,0.808,0.856,0.7387,60.0,55.7,1.99
CI-00332,observatie,24.8,16.3,Ni/SiO2,265,23.0,73.7,2.71,59.1,148.8,0.815,0.84,0.6582,53.7,51.6,1.9
CI-00333,observatie,20.9,3.4,Pd/C,216,25.0,67.3,8.58,50.9,157.7,0.716,0.938,0.7682,72.6,54.5,1.56
CI-00334,observatie,22.7,3.5,Ni/SiO2,221,23.5,68.3,7.4,63.5,155.7,0.771,0.822,0.728,59.9,53.1,2.06
CI-00335,do(druk=8),21.5,1.8,Pt/Al2O3,197,24.8,68.0,8.0,45.1,162.5,0.756,0.839,0.8028,67.2,49.0,1.78
CI-00336,observatie,33.3,18.7,Pt/Al2O3,292,28.5,71.7,4.88,47.3,156.6,0.831,0.891,0.7399,66.3,57.2,1.91
CI-00337,observatie,16.7,5.1,Pt/Al2O3,225,21.7,56.4,3.54,44.5,153.1,0.734,0.86,0.6769,58.7,51.9,2.11
CI-00338,observatie,23.8,16.5,Pd/C,246,23.9,66.7,5.19,51.4,150.6,0.798,0.917,0.7249,66.5,53.0,1.64
CI-00339,observatie,32.8,7.5,Pt/Al2O3,233,29.3,75.7,4.01,42.9,155.9,0.757,0.847,0.7165,59.9,54.7,2.24
CI-00340,observatie,22.7,18.3,Pd/C,291,24.8,68.8,2.87,48.2,151.6,0.801,0.912,0.674,61.2,54.7,1.61
CI-00341,observatie,25.1,10.5,Pd/C,291,25.4,65.3,8.29,49.6,163.5,0.842,0.892,0.7917,68.9,58.4,1.63
CI-00342,observatie,26.7,14.1,Pt/Al2O3,264,26.8,60.0,7.89,44.3,165.2,0.836,0.872,0.7774,68.2,56.3,1.79
CI-00343,observatie,30.1,17.2,Pt/Al2O3,261,29.5,69.4,9.17,48.3,165.0,0.784,0.879,0.8247,72.7,56.7,1.78
CI-00344,observatie,2.1,20.0,Pt/Al2O3,285,15.9,49.9,6.52,41.6,157.0,0.812,0.868,0.7793,67.1,53.1,0.97
CI-00345,observatie,32.8,1.8,Pt/Al2O3,238,29.3,71.4,7.22,44.9,159.5,0.789,0.877,0.7606,66.7,57.0,1.91
CI-00346,observatie,19.8,7.3,Pt/Al2O3,255,24.6,67.7,7.99,48.9,159.8,0.773,0.911,0.7448,66.8,53.7,2.16
CI-00347,observatie,11.8,8.8,Pt/Al2O3,222,18.7,58.6,3.29,44.0,152.3,0.768,0.841,0.7417,62.8,51.4,1.78
CI-00348,observatie,15.9,9.6,Pt/Al2O3,243,22.5,67.0,8.02,46.4,159.3,0.785,0.85,0.757,65.8,58.5,1.82
CI-00349,observatie,34.7,17.6,Pd/C,289,27.3,74.6,3.78,46.7,155.1,0.802,0.9,0.7306,64.6,54.7,1.87
CI-00350,do(druk=8),37.8,3.1,Pd/C,235,28.8,80.8,8.0,46.3,165.8,0.783,0.922,0.7846,71.6,54.3,1.95
CI-00351,observatie,17.0,3.1,Pt/Al2O3,239,21.5,64.3,9.49,41.6,162.3,0.819,0.852,0.8375,73.9,56.8,1.65
CI-00352,observatie,17.5,8.7,Pt/Al2O3,223,21.6,64.3,6.58,46.8,159.6,0.773,0.845,0.7918,67.0,54.6,1.99
CI-00353,observatie,19.2,17.2,Pt/Al2O3,277,24.0,67.7,5.4,43.5,156.7,0.803,0.849,0.7513,64.0,54.2,1.85
CI-00354,observatie,26.6,15.4,Pd/C,309,25.2,75.1,7.15,48.7,156.8,0.801,0.875,0.7781,67.1,57.5,1.5
CI-00355,observatie,11.7,17.6,Ni/SiO2,269,19.2,62.4,6.76,62.1,145.6,0.798,0.818,0.6899,56.2,50.9,1.69
CI-00356,observatie,17.4,13.3,Pt/Al2O3,253,20.4,69.4,5.07,40.7,151.1,0.774,0.849,0.7386,62.5,55.6,1.78
CI-00357,observatie,5.6,7.9,Pd/C,250,17.5,41.6,6.9,51.4,153.9,0.758,0.909,0.6999,63.7,53.3,0.93
CI-00358,observatie,22.3,3.1,Pt/Al2O3,201,23.0,70.4,6.5,47.9,159.0,0.724,0.888,0.7727,67.4,47.7,1.39
CI-00359,observatie,26.1,19.7,Pd/C,322,24.4,73.3,2.94,49.2,148.6,0.775,0.864,0.7002,60.8,56.5,1.84
CI-00360,observatie,18.4,2.1,Ni/SiO2,198,22.0,77.1,9.04,58.1,155.6,0.745,0.83,0.7716,63.4,52.1,2.15
CI-00361,do(roersnelheid=300),28.3,19.6,Ni/SiO2,300,27.3,78.0,7.89,58.0,162.1,0.81,0.812,0.8079,68.0,57.5,1.05
CI-00362,observatie,29.5,8.9,Pt/Al2O3,233,27.9,78.1,5.05,43.4,158.6,0.741,0.87,0.7167,62.3,53.0,1.83
CI-00363,observatie,16.4,10.6,Ni/SiO2,233,22.6,64.0,4.16,59.1,150.7,0.787,0.788,0.6829,54.1,54.2,1.66
CI-00364,observatie,34.3,18.8,Pt/Al2O3,315,29.7,85.3,8.42,47.3,165.1,0.712,0.84,0.808,70.3,59.9,1.96
CI-00365,observatie,17.9,10.4,Pd/C,237,21.5,66.5,8.53,48.2,161.4,0.792,0.923,0.7925,72.5,54.6,1.73
CI-00366,observatie,25.5,5.1,Pd/C,231,24.7,59.6,3.95,50.9,152.1,0.781,0.888,0.689,62.3,49.4,1.02
CI-00367,observatie,10.2,14.7,Ni/SiO2,268,17.4,63.0,1.21,60.3,141.4,0.791,0.804,0.6646,53.6,51.7,2.08
CI-00368,observatie,20.8,13.0,Ni/SiO2,259,24.3,52.7,7.56,58.1,157.2,0.839,0.804,0.7397,59.9,54.1,1.84
CI-00369,observatie,31.3,0.6,Pd/C,222,26.6,73.4,9.16,48.0,165.0,0.778,0.906,0.7738,72.3,52.8,1.94
CI-00370,observatie,17.4,9.1,Pt/Al2O3,244,21.1,60.5,2.2,43.3,146.9,0.795,0.863,0.661,56.3,54.0,2.14
CI-00371,observatie,28.8,15.5,Pd/C,299,27.7,74.7,3.67,55.3,154.2,0.831,0.907,0.6895,62.8,58.4,1.99
CI-00372,observatie,19.9,18.4,Pt/Al2O3,280,20.7,65.2,4.78,45.9,156.3,0.814,0.855,0.7297,60.5,56.8,1.3
CI-00373,observatie,14.3,16.1,Ni/SiO2,280,19.8,62.6,2.17,57.4,147.7,0.804,0.804,0.6709,55.4,54.3,1.88
CI-00374,do(roersnelheid=300),32.5,7.9,Pd/C,300,27.6,74.6,5.59,48.6,155.9,0.827,0.9,0.7422,66.4,54.2,1.79
