datum,dag_sinds_reiniging,hot_inlet_C,hot_outlet_C,hot_flow_m3h,cold_inlet_C,cold_outlet_C,cold_flow_m3h,drukval_hot_bar,drukval_cold_bar,U_actueel_Wm2K,effectiviteit,fouling_factor,onderhoudsstatus
2025-01-10 06:00,9,155.6,97.4,49.1,21.9,70.5,55.8,0.629,0.443,175.0,0.435,0.00371,gepland
2025-01-10 07:00,9,148.4,113.6,51.3,20.2,49.8,58.8,0.851,0.649,73.5,0.271,0.0116,gepland
2025-01-10 08:00,9,153.4,112.8,53.8,21.8,54.9,52.0,0.793,0.557,86.7,0.309,0.00953,gepland
2025-01-10 09:00,9,156.1,113.2,51.7,19.7,56.2,65.9,0.794,0.588,88.0,0.315,0.00937,gepland
2025-01-10 10:00,9,150.3,111.3,49.6,21.3,52.9,58.4,0.818,0.599,83.8,0.302,0.00993,gepland
2025-01-10 11:00,9,151.7,109.0,53.7,20.9,56.9,59.5,0.731,0.531,95.7,0.326,0.00845,gepland
2025-01-10 12:00,9,157.9,113.8,48.1,20.4,58.0,59.8,0.736,0.594,95.0,0.321,0.00853,gepland
2025-01-10 13:00,9,152.0,115.0,49.3,20.0,50.4,61.5,0.813,0.611,74.5,0.28,0.01142,gepland
2025-01-10 14:00,9,150.4,106.1,51.3,20.9,58.2,62.6,0.689,0.506,107.1,0.342,0.00733,gepland
2025-01-10 15:00,9,153.7,113.6,48.9,22.4,55.5,64.6,0.765,0.592,86.2,0.305,0.0096,gepland
2025-01-10 16:00,9,151.6,106.2,50.6,21.3,60.1,60.5,0.749,0.55,111.1,0.349,0.007,gepland
2025-01-10 17:00,9,150.5,109.1,46.3,20.6,55.0,60.1,0.764,0.542,91.9,0.319,0.00888,gepland
2025-01-10 18:00,9,151.0,111.6,47.7,22.5,55.5,57.9,0.782,0.608,83.1,0.307,0.01003,gepland
2025-01-10 19:00,9,152.7,107.4,48.2,21.1,58.8,65.1,0.698,0.565,106.4,0.344,0.0074,gepland
2025-01-10 20:00,9,151.4,113.5,49.4,21.1,52.9,65.5,0.846,0.594,78.8,0.291,0.01069,gepland
2025-01-10 21:00,9,149.0,106.0,53.7,21.5,57.7,58.6,0.742,0.5,101.6,0.337,0.00784,gepland
2025-01-10 22:00,9,154.1,106.6,48.6,21.7,62.6,65.1,0.706,0.564,117.3,0.359,0.00652,gepland
2025-01-10 23:00,9,152.2,105.7,45.9,21.5,59.6,58.0,0.736,0.552,111.2,0.356,0.00699,gepland
2025-01-11 00:00,10,149.6,114.1,54.6,21.4,51.5,68.8,0.862,0.644,72.2,0.276,0.01186,gepland
2025-01-11 01:00,10,151.6,112.0,55.0,21.7,55.7,65.7,0.823,0.596,86.8,0.305,0.00951,gepland
2025-01-11 02:00,10,154.3,120.4,50.3,22.7,50.7,58.3,0.94,0.677,65.4,0.257,0.0133,gepland
2025-01-11 03:00,10,152.1,107.5,48.5,22.1,58.8,60.7,0.71,0.548,105.6,0.343,0.00747,gepland
2025-01-11 04:00,10,148.6,111.8,45.8,21.8,52.9,65.8,0.836,0.608,79.9,0.29,0.01051,gepland
2025-01-11 05:00,10,156.3,113.7,52.1,21.4,56.7,57.7,0.745,0.579,91.1,0.316,0.00898,gepland
2025-01-11 06:00,10,150.6,113.1,50.8,21.2,53.2,57.2,0.832,0.606,78.4,0.29,0.01075,gepland
2025-01-11 07:00,10,149.6,116.8,47.8,22.9,50.1,57.5,0.886,0.672,65.4,0.259,0.01329,gepland
2025-01-11 08:00,10,147.6,109.4,49.9,20.2,52.1,55.5,0.791,0.61,83.8,0.3,0.00993,gepland
2025-01-11 09:00,10,153.2,112.0,53.6,22.1,56.3,59.3,0.795,0.583,90.6,0.314,0.00903,gepland
2025-01-11 10:00,10,152.2,113.1,48.7,21.6,54.6,60.6,0.771,0.596,84.9,0.3,0.00978,gepland
2025-01-11 11:00,10,151.8,112.0,53.2,22.1,55.6,59.1,0.763,0.601,86.7,0.307,0.00953,gepland
2025-01-11 12:00,10,148.4,111.6,46.5,21.0,51.9,62.7,0.853,0.646,79.1,0.289,0.01064,gepland
2025-01-11 13:00,10,149.5,108.4,53.5,22.5,56.7,61.6,0.731,0.56,94.7,0.324,0.00856,gepland
2025-01-11 14:00,10,152.5,113.8,46.7,21.0,52.9,51.0,0.826,0.576,78.6,0.295,0.01072,gepland
2025-01-11 15:00,10,150.4,106.1,53.5,21.1,58.9,57.5,0.728,0.544,107.7,0.343,0.00729,gepland
2025-01-11 16:00,10,153.1,120.1,47.9,20.1,48.0,60.5,0.899,0.7,61.5,0.248,0.01427,gepland
2025-01-11 17:00,10,150.8,110.2,45.7,22.7,56.6,61.3,0.759,0.57,93.2,0.317,0.00873,gepland
2025-01-11 18:00,10,153.0,113.2,53.0,21.2,54.3,61.5,0.811,0.608,84.8,0.302,0.0098,gepland
2025-01-11 19:00,10,151.1,105.4,47.1,21.6,60.4,56.3,0.685,0.533,115.0,0.353,0.00669,gepland
2025-01-11 20:00,10,156.0,110.5,51.7,21.1,59.6,64.9,0.73,0.572,102.4,0.337,0.00777,gepland
2025-01-11 21:00,10,154.4,110.1,47.9,22.6,60.1,61.3,0.733,0.527,104.3,0.336,0.00759,gepland
2025-01-11 22:00,10,155.5,117.6,53.9,21.9,53.2,62.0,0.877,0.625,75.9,0.283,0.01117,gepland
2025-01-11 23:00,10,148.0,105.3,50.9,20.8,56.6,59.4,0.722,0.542,103.7,0.335,0.00764,gepland
2025-01-12 00:00,11,153.8,115.7,52.3,20.6,52.9,56.3,0.802,0.591,80.3,0.286,0.01045,gepland
2025-01-12 01:00,11,151.9,119.7,48.8,21.7,47.5,58.1,0.941,0.711,60.8,0.247,0.01446,gepland
2025-01-12 02:00,11,149.0,107.7,51.3,21.2,56.1,59.1,0.724,0.538,96.1,0.323,0.00841,gepland
2025-01-12 03:00,11,149.6,113.2,47.8,21.7,51.5,57.2,0.836,0.619,78.0,0.285,0.01082,gepland
2025-01-12 04:00,11,152.1,117.1,52.4,21.2,51.0,55.6,0.88,0.634,70.1,0.268,0.01226,gepland
2025-01-12 05:00,11,152.6,111.0,50.8,22.7,57.2,56.7,0.791,0.613,93.2,0.32,0.00873,gepland
2025-01-12 06:00,11,153.7,118.4,51.0,21.4,51.0,59.7,0.859,0.657,69.9,0.267,0.0123,gepland
2025-01-12 07:00,11,151.5,119.1,48.7,23.4,51.2,64.8,0.873,0.62,65.2,0.253,0.01333,gepland
2025-01-12 08:00,11,153.7,119.2,46.8,20.7,49.6,59.6,0.911,0.668,65.9,0.259,0.01318,gepland
2025-01-12 09:00,11,150.7,115.3,52.3,20.4,49.1,64.0,0.863,0.609,70.2,0.272,0.01225,gepland
2025-01-12 10:00,11,152.7,120.1,49.0,20.4,46.8,55.0,0.955,0.683,60.8,0.246,0.01444,gepland
2025-01-12 11:00,11,152.1,110.1,46.1,22.1,56.2,58.7,0.769,0.611,92.5,0.323,0.00881,gepland
2025-01-12 12:00,11,154.0,115.9,54.7,20.3,51.7,58.4,0.819,0.594,76.0,0.285,0.01116,gepland
2025-01-12 13:00,11,152.9,116.7,52.3,22.1,51.8,54.6,0.846,0.643,71.3,0.277,0.01203,gepland
2025-01-12 14:00,11,151.7,114.0,51.2,20.7,52.3,56.1,0.825,0.616,78.9,0.287,0.01067,gepland
2025-01-12 15:00,11,151.2,116.5,42.3,23.4,51.7,57.7,0.887,0.657,69.8,0.272,0.01234,gepland
2025-01-12 16:00,11,153.6,124.7,57.5,23.1,46.6,54.9,1.039,0.76,52.6,0.221,0.017,gepland
2025-01-12 17:00,11,154.1,116.9,48.4,20.2,51.8,67.0,0.88,0.64,73.0,0.278,0.0117,gepland
2025-01-12 18:00,11,155.5,123.4,44.4,20.7,48.1,62.1,0.919,0.703,61.6,0.238,0.01424,gepland
2025-01-12 19:00,11,151.2,108.9,52.2,22.6,57.8,63.1,0.718,0.578,101.1,0.329,0.0079,gepland
2025-01-12 20:00,11,151.4,116.8,49.0,20.1,48.8,57.6,0.846,0.631,69.5,0.264,0.01238,gepland
2025-01-12 21:00,11,150.6,111.3,40.3,22.3,54.3,52.8,0.799,0.589,85.4,0.306,0.00971,gepland
2025-01-12 22:00,11,149.6,114.0,48.7,21.5,51.4,60.9,0.825,0.616,74.2,0.278,0.01148,gepland
2025-01-12 23:00,11,150.6,102.0,48.1,22.1,63.1,65.1,0.645,0.552,127.9,0.378,0.00582,gepland
2025-01-13 00:00,12,151.2,112.3,51.8,24.1,56.9,55.1,0.794,0.612,84.2,0.306,0.00987,gepland
2025-01-13 01:00,12,153.5,113.1,48.4,21.7,55.5,55.0,0.805,0.591,84.8,0.306,0.00979,gepland
2025-01-13 02:00,12,151.1,114.9,54.0,20.6,50.5,61.3,0.85,0.647,72.9,0.277,0.01172,gepland
2025-01-13 03:00,12,154.2,120.7,49.6,21.9,50.2,62.3,0.905,0.719,64.1,0.253,0.01361,gepland
2025-01-13 04:00,12,149.5,114.8,48.9,21.5,49.9,57.3,0.891,0.627,70.4,0.271,0.01221,gepland
2025-01-13 05:00,12,151.3,119.7,57.5,21.5,46.8,59.5,0.948,0.7,59.3,0.244,0.01487,gepland
2025-01-13 06:00,12,151.8,117.3,46.2,22.4,52.3,59.5,0.879,0.642,70.7,0.267,0.01215,gepland
2025-01-13 07:00,12,152.5,122.5,49.0,22.2,47.7,67.8,0.958,0.706,55.5,0.231,0.01601,gepland
2025-01-13 08:00,12,153.1,114.3,46.3,19.5,52.2,61.6,0.787,0.617,80.0,0.291,0.0105,gepland
2025-01-13 09:00,12,153.1,119.4,47.5,20.1,49.4,62.0,0.919,0.693,63.8,0.254,0.01367,gepland
2025-01-13 10:00,12,153.3,121.6,49.0,21.8,47.8,55.8,0.918,0.674,59.3,0.241,0.01487,gepland
2025-01-13 11:00,12,150.6,117.6,49.8,20.6,49.5,62.5,0.945,0.676,63.9,0.254,0.01364,gepland
2025-01-13 12:00,12,152.7,122.7,51.2,21.2,46.3,51.0,0.963,0.744,55.1,0.228,0.01616,gepland
2025-01-13 13:00,12,152.1,123.3,55.1,21.2,45.3,59.6,1.001,0.744,53.3,0.22,0.01677,gepland
2025-01-13 14:00,12,152.3,111.2,45.9,23.2,57.7,63.7,0.762,0.601,92.2,0.319,0.00884,gepland
2025-01-13 15:00,12,151.8,116.0,47.5,23.4,52.9,57.9,0.862,0.617,72.3,0.279,0.01183,gepland
2025-01-13 16:00,12,152.0,122.1,48.8,20.9,44.7,54.8,0.961,0.699,54.5,0.228,0.01635,gepland
2025-01-13 17:00,12,153.6,110.8,48.1,21.6,57.2,61.4,0.741,0.55,96.0,0.324,0.00842,gepland
2025-01-13 18:00,12,150.2,112.4,44.6,21.9,53.1,56.4,0.815,0.612,81.0,0.295,0.01034,gepland
2025-01-13 19:00,12,156.0,121.0,47.4,21.9,49.1,60.9,0.924,0.662,62.0,0.26,0.01413,gepland
2025-01-13 20:00,12,153.1,116.7,50.0,20.2,50.3,61.1,0.858,0.649,71.7,0.274,0.01194,gepland
2025-01-13 21:00,12,152.8,116.1,52.6,23.2,54.8,59.2,0.819,0.61,76.0,0.283,0.01115,gepland
2025-01-13 22:00,12,151.7,119.7,50.1,21.3,47.8,61.9,0.996,0.675,57.6,0.245,0.01535,gepland
2025-01-13 23:00,12,150.9,118.1,50.6,22.2,49.7,57.5,0.895,0.691,65.4,0.255,0.01329,gepland
2025-01-14 00:00,13,150.8,118.6,47.5,21.2,47.3,64.5,0.921,0.667,62.5,0.248,0.01399,gepland
2025-01-14 01:00,13,154.9,115.4,53.5,21.6,54.8,64.8,0.829,0.594,81.3,0.296,0.0103,gepland
2025-01-14 02:00,13,151.4,114.9,51.2,21.1,50.2,61.7,0.879,0.655,73.1,0.28,0.01167,gepland
2025-01-14 03:00,13,154.3,124.5,51.2,21.1,46.9,55.5,0.982,0.71,53.7,0.224,0.01663,gepland
2025-01-14 04:00,13,153.5,122.8,49.6,21.1,47.0,58.9,0.97,0.748,56.6,0.232,0.01568,gepland
2025-01-14 05:00,13,151.6,116.7,50.4,21.3,49.9,60.3,0.914,0.665,69.2,0.268,0.01246,gepland
2025-01-14 06:00,13,150.2,116.0,51.1,21.4,49.5,61.2,0.871,0.649,71.2,0.265,0.01204,gepland
2025-01-14 07:00,13,151.4,115.2,52.0,23.3,53.0,60.7,0.844,0.638,77.2,0.283,0.01095,gepland
2025-01-14 08:00,13,150.5,117.7,46.0,21.0,48.6,58.0,0.922,0.678,65.6,0.253,0.01323,gepland
2025-01-14 09:00,13,153.6,117.0,50.8,20.7,51.4,55.1,0.843,0.643,72.0,0.275,0.01189,gepland
2025-01-14 10:00,13,153.5,123.4,50.1,22.1,45.8,61.8,0.99,0.737,53.7,0.229,0.01661,gepland
2025-01-14 11:00,13,151.1,122.0,53.9,21.1,45.4,62.6,0.975,0.699,56.0,0.224,0.01584,gepland
2025-01-14 12:00,13,156.1,121.7,49.2,23.5,52.9,54.4,0.891,0.638,64.8,0.259,0.01343,gepland
2025-01-14 13:00,13,153.1,121.6,51.7,23.6,49.5,63.9,0.94,0.69,61.3,0.244,0.0143,gepland
2025-01-14 14:00,13,149.5,118.1,51.8,21.3,47.5,57.7,0.952,0.674,60.9,0.245,0.01442,gepland
2025-01-14 15:00,13,152.9,116.6,52.4,20.9,50.4,57.0,0.853,0.623,73.7,0.275,0.01158,gepland
2025-01-14 16:00,13,151.1,116.9,48.1,19.7,47.8,59.4,0.91,0.66,65.5,0.261,0.01326,gepland
2025-01-14 17:00,13,152.3,119.1,49.2,21.8,51.2,61.4,0.908,0.634,64.8,0.254,0.01343,gepland
2025-01-14 18:00,13,151.8,120.3,48.2,20.6,46.8,58.0,0.941,0.726,58.2,0.24,0.01517,gepland
2025-01-14 19:00,13,151.1,121.6,50.9,21.7,45.9,62.2,1.003,0.716,55.6,0.227,0.01598,gepland
2025-01-14 20:00,13,151.9,114.8,50.1,22.3,53.0,58.0,0.819,0.598,75.7,0.286,0.01121,gepland
2025-01-14 21:00,13,152.5,118.1,45.4,22.1,51.8,56.4,0.877,0.65,69.6,0.264,0.01237,gepland
2025-01-14 22:00,13,152.3,124.4,45.8,20.0,42.5,60.6,1.074,0.757,47.7,0.211,0.01899,gepland
2025-01-14 23:00,13,147.7,113.1,52.5,22.6,51.0,54.0,0.889,0.639,72.4,0.276,0.01181,gepland
2025-01-15 00:00,14,153.6,127.0,53.7,21.9,44.1,61.7,1.067,0.806,46.9,0.202,0.0193,gepland
2025-01-15 01:00,14,148.2,117.1,48.3,21.8,48.3,57.8,0.932,0.701,61.4,0.246,0.01429,gepland
2025-01-15 02:00,14,148.9,117.8,55.6,23.8,50.1,58.8,0.88,0.665,63.1,0.249,0.01384,gepland
2025-01-15 03:00,14,151.9,120.7,53.6,23.7,50.1,63.1,0.973,0.7,59.8,0.243,0.01472,gepland
2025-01-15 04:00,14,153.6,123.0,49.9,23.1,48.3,60.6,0.969,0.708,58.0,0.235,0.01524,gepland
2025-01-15 05:00,14,151.7,117.0,50.2,22.0,51.2,55.5,0.852,0.61,69.8,0.268,0.01233,gepland
2025-01-15 06:00,14,153.6,115.2,48.4,21.6,53.6,60.0,0.803,0.623,80.0,0.291,0.0105,gepland
2025-01-15 07:00,14,153.8,121.2,50.3,21.7,49.1,68.4,0.926,0.684,61.5,0.247,0.01426,gepland
2025-01-15 08:00,14,150.2,117.6,49.1,22.1,49.8,61.6,0.879,0.682,64.9,0.254,0.01341,gepland
2025-01-15 09:00,14,151.1,111.6,50.4,21.3,53.7,63.1,0.795,0.603,85.3,0.304,0.00972,gepland
2025-01-15 10:00,14,151.7,118.4,46.8,21.6,49.0,59.6,0.89,0.663,63.5,0.256,0.01374,gepland
2025-01-15 11:00,14,150.4,123.5,51.8,22.8,44.4,65.7,1.034,0.788,47.5,0.211,0.01904,gepland
2025-01-15 12:00,14,155.2,126.8,47.6,22.8,46.4,58.7,1.035,0.783,49.6,0.214,0.01818,gepland
2025-01-15 13:00,14,153.6,128.0,48.3,21.5,43.2,59.8,1.091,0.782,44.1,0.194,0.02066,gepland
2025-01-15 14:00,14,152.1,118.9,52.8,24.0,51.0,56.0,0.922,0.673,65.4,0.259,0.0133,gepland
2025-01-15 15:00,14,151.7,123.5,49.4,23.0,46.8,62.8,0.996,0.728,53.1,0.219,0.01683,gepland
2025-01-15 16:00,14,148.6,120.4,49.2,22.5,46.8,54.5,0.965,0.734,54.6,0.223,0.01632,gepland
2025-01-15 17:00,14,153.9,120.6,49.4,20.9,49.6,61.3,0.905,0.686,64.2,0.25,0.01357,gepland
2025-01-15 18:00,14,151.9,119.9,53.6,21.3,48.6,56.6,0.869,0.716,62.5,0.245,0.01401,gepland
2025-01-15 19:00,14,152.9,121.0,46.8,21.6,47.8,61.6,0.942,0.682,58.6,0.243,0.01508,gepland
2025-01-15 20:00,14,150.2,121.9,49.1,19.2,42.4,58.8,1.006,0.718,50.6,0.216,0.01774,gepland
2025-01-15 21:00,14,149.2,118.1,46.0,21.9,47.0,60.7,0.943,0.661,58.5,0.244,0.0151,gepland
2025-01-15 22:00,14,153.8,121.4,46.1,24.0,51.5,61.7,0.894,0.699,64.0,0.25,0.01364,gepland
2025-01-15 23:00,14,153.1,122.9,46.8,23.5,48.8,57.9,0.977,0.705,57.2,0.233,0.0155,gepland
2025-01-16 00:00,15,152.8,123.9,49.5,21.1,46.1,63.6,1.003,0.718,51.9,0.22,0.01725,gepland
2025-01-16 01:00,15,153.4,125.7,45.5,22.7,45.4,61.1,1.029,0.753,50.7,0.212,0.01774,gepland
2025-01-16 02:00,15,150.1,124.4,49.9,22.8,43.3,58.4,1.1,0.825,44.2,0.202,0.02064,gepland
2025-01-16 03:00,15,154.0,124.3,46.3,22.2,47.1,59.0,0.983,0.704,53.2,0.226,0.0168,gepland
2025-01-16 04:00,15,154.4,124.1,45.8,24.2,48.7,63.0,1.006,0.726,53.8,0.233,0.01659,gepland
2025-01-16 05:00,15,151.8,121.4,48.3,21.6,46.4,57.1,1.004,0.717,55.1,0.233,0.01615,gepland
2025-01-16 06:00,15,152.0,124.7,51.3,22.1,44.9,59.7,1.059,0.787,49.1,0.21,0.01838,gepland
2025-01-16 07:00,15,153.8,124.1,50.5,22.1,46.1,59.3,1.001,0.687,53.0,0.225,0.01688,gepland
2025-01-16 08:00,15,153.3,126.9,48.3,25.4,49.0,54.8,1.027,0.733,51.2,0.206,0.01752,gepland
2025-01-16 09:00,15,155.5,128.6,54.7,23.7,46.7,63.3,1.063,0.773,48.1,0.204,0.01877,gepland
2025-01-16 10:00,15,156.6,127.3,46.8,20.6,45.4,62.7,1.045,0.725,51.5,0.215,0.01743,gepland
2025-01-16 11:00,15,151.7,121.9,55.0,23.0,47.4,61.9,0.976,0.695,55.2,0.232,0.01613,gepland
2025-01-16 12:00,15,153.4,124.1,56.8,21.3,45.5,58.6,1.067,0.758,50.7,0.222,0.01774,gepland
2025-01-16 13:00,15,152.4,122.3,53.6,20.5,44.2,61.8,1.016,0.73,52.7,0.228,0.01698,gepland
2025-01-16 14:00,15,152.9,124.4,50.1,21.8,46.3,60.8,1.049,0.756,50.8,0.218,0.01767,gepland
2025-01-16 15:00,15,150.3,119.1,50.3,20.7,45.9,55.8,0.995,0.691,56.0,0.24,0.01587,gepland
2025-01-16 16:00,15,153.0,124.0,47.2,22.0,45.6,63.9,0.981,0.734,50.6,0.221,0.01776,gepland
2025-01-16 17:00,15,149.0,114.4,50.7,22.4,52.5,63.7,0.847,0.645,73.9,0.273,0.01154,gepland
2025-01-16 18:00,15,149.1,121.1,45.9,20.3,43.5,61.9,1.025,0.768,49.4,0.217,0.01826,gepland
2025-01-16 19:00,15,154.3,128.0,46.2,22.2,44.8,59.9,1.074,0.848,44.8,0.199,0.02032,gepland
2025-01-16 20:00,15,153.2,118.1,49.2,22.4,50.5,67.4,0.869,0.687,67.8,0.268,0.01275,gepland
2025-01-16 21:00,15,154.7,127.0,46.5,22.6,45.7,59.4,1.042,0.762,48.8,0.21,0.01851,gepland
2025-01-16 22:00,15,153.6,126.2,47.3,23.8,47.6,57.5,1.001,0.727,50.5,0.211,0.01778,gepland
2025-01-16 23:00,15,152.9,123.7,46.4,22.8,47.8,64.5,0.946,0.722,55.0,0.225,0.01619,gepland
2025-01-17 00:00,16,152.0,125.7,54.3,21.5,43.6,58.4,1.076,0.807,44.4,0.201,0.0205,gepland
2025-01-17 01:00,16,150.5,125.3,52.6,20.4,41.0,54.4,1.132,0.829,44.4,0.194,0.02053,gepland
2025-01-17 02:00,16,151.6,122.7,51.2,21.8,46.5,60.4,1.007,0.748,54.0,0.223,0.01652,gepland
2025-01-17 03:00,16,150.8,124.5,49.9,21.1,43.4,57.0,1.033,0.791,46.8,0.203,0.01938,gepland
2025-01-17 04:00,16,151.6,123.6,56.4,21.6,43.9,61.2,1.032,0.791,49.6,0.215,0.01814,gepland
2025-01-17 05:00,16,153.3,122.1,48.1,21.3,47.0,57.6,0.964,0.718,56.4,0.236,0.01574,gepland
2025-01-17 06:00,16,155.1,129.4,51.2,22.5,43.7,60.2,1.134,0.837,42.5,0.194,0.02156,gepland
2025-01-17 07:00,16,151.7,122.5,51.3,22.2,46.3,65.4,1.005,0.76,52.4,0.226,0.01707,gepland
2025-01-17 08:00,16,150.1,124.8,53.0,21.4,42.0,68.3,1.084,0.834,44.5,0.197,0.02049,gepland
2025-01-17 09:00,16,154.0,122.0,52.6,20.4,46.6,63.5,0.944,0.67,58.5,0.239,0.01511,gepland
2025-01-17 10:00,16,152.7,120.4,50.9,21.8,49.3,62.5,0.929,0.692,61.7,0.247,0.01421,gepland
2025-01-17 11:00,16,149.9,120.6,45.8,20.8,44.7,66.3,1.01,0.727,53.6,0.227,0.01666,gepland
2025-01-17 12:00,16,152.9,125.5,50.3,22.4,45.6,62.6,0.982,0.776,50.2,0.21,0.01793,gepland
2025-01-17 13:00,16,149.5,121.7,55.7,24.2,48.4,55.0,0.989,0.777,55.0,0.222,0.0162,gepland
2025-01-17 14:00,16,152.3,124.6,53.6,23.2,45.6,60.2,1.069,0.779,47.9,0.214,0.01888,gepland
2025-01-17 15:00,16,150.8,126.8,49.2,22.1,41.7,59.7,1.119,0.845,41.9,0.186,0.02187,gepland
2025-01-17 16:00,16,153.9,126.4,56.3,23.2,46.9,61.2,1.042,0.767,49.2,0.21,0.01832,gepland
2025-01-17 17:00,16,148.5,123.3,43.8,22.7,44.9,57.6,1.055,0.731,47.7,0.201,0.01896,gepland
2025-01-17 18:00,16,153.7,129.1,48.8,22.0,41.3,54.5,1.15,0.849,40.9,0.187,0.02247,gepland
2025-01-17 19:00,16,152.3,125.5,46.8,21.9,44.9,57.3,1.054,0.738,47.4,0.206,0.0191,gepland
2025-01-17 20:00,16,150.7,123.3,57.7,23.5,45.9,66.6,1.006,0.743,50.9,0.216,0.01764,gepland
2025-01-17 21:00,16,155.0,127.1,53.9,22.3,45.3,61.5,1.075,0.756,48.5,0.21,0.01862,gepland
2025-01-17 22:00,16,157.8,130.7,49.4,20.6,42.9,59.2,1.16,0.834,43.3,0.197,0.02109,gepland
2025-01-17 23:00,16,154.4,127.9,51.8,21.9,44.3,55.2,1.123,0.777,45.8,0.2,0.01982,gepland
2025-01-18 00:00,17,151.4,120.3,48.5,21.2,46.8,61.5,0.921,0.717,58.9,0.239,0.01497,gepland
2025-01-18 01:00,17,150.6,127.5,51.0,21.0,39.9,63.2,1.246,0.878,38.3,0.178,0.02408,gepland
2025-01-18 02:00,17,152.4,128.3,49.7,21.7,41.7,62.8,1.134,0.832,42.3,0.185,0.02162,gepland
2025-01-18 03:00,17,153.2,129.3,49.0,21.6,41.4,58.6,1.171,0.856,40.2,0.182,0.02289,gepland
2025-01-18 04:00,17,152.6,123.7,51.3,21.3,45.5,59.3,1.05,0.741,52.8,0.22,0.01694,gepland
2025-01-18 05:00,17,152.7,127.6,44.8,22.2,42.4,58.2,1.123,0.847,43.2,0.192,0.02114,gepland
2025-01-18 06:00,17,151.5,124.9,50.6,22.0,44.8,63.8,1.027,0.765,48.3,0.205,0.01872,gepland
2025-01-18 07:00,17,155.1,127.9,50.2,21.8,44.7,57.9,1.065,0.782,48.1,0.204,0.01879,gepland
2025-01-18 08:00,17,152.7,123.3,52.9,20.2,44.6,58.3,1.024,0.733,51.9,0.221,0.01728,gepland
2025-01-18 09:00,17,150.2,122.9,53.1,20.7,43.3,55.1,1.055,0.759,47.9,0.211,0.01886,gepland
2025-01-18 10:00,17,153.3,126.9,45.9,21.9,44.2,59.0,1.051,0.799,46.5,0.201,0.01949,gepland
2025-01-18 11:00,17,152.9,127.8,51.0,22.6,43.3,56.2,1.14,0.816,43.5,0.192,0.02101,gepland
2025-01-18 12:00,17,154.9,128.8,53.1,23.8,45.4,66.6,1.112,0.852,44.6,0.199,0.02042,gepland
2025-01-18 13:00,17,154.3,124.5,51.9,23.6,46.9,61.8,1.005,0.744,51.8,0.228,0.01731,gepland
2025-01-18 14:00,17,151.3,125.2,58.8,23.9,46.5,61.8,1.111,0.765,48.1,0.204,0.01881,gepland
2025-01-18 15:00,17,152.1,127.8,43.8,22.6,42.2,65.3,1.149,0.837,40.4,0.188,0.02275,gepland
2025-01-18 16:00,17,158.0,130.5,47.9,21.0,43.7,67.4,1.077,0.794,46.6,0.201,0.01946,gepland
2025-01-18 17:00,17,155.8,128.2,54.4,22.2,46.6,57.5,1.059,0.773,50.1,0.207,0.01796,gepland
2025-01-18 18:00,17,147.7,120.7,52.8,23.2,46.3,57.0,1.0,0.75,51.8,0.216,0.0173,gepland
2025-01-18 19:00,17,153.2,126.7,45.6,23.9,45.2,51.0,1.084,0.811,46.3,0.205,0.01958,gepland
2025-01-18 20:00,17,151.4,122.8,50.8,22.5,45.8,58.6,1.034,0.77,50.5,0.222,0.0178,gepland
2025-01-18 21:00,17,150.1,125.3,49.8,20.7,41.3,66.4,1.198,0.85,42.7,0.191,0.02143,gepland
2025-01-18 22:00,17,153.9,125.0,45.5,21.8,47.1,59.6,0.98,0.745,52.3,0.219,0.01712,gepland
2025-01-18 23:00,17,155.5,126.2,45.3,23.7,48.6,61.5,1.027,0.758,52.7,0.222,0.01697,gepland
2025-01-19 00:00,18,153.0,129.3,48.5,23.6,42.6,60.0,1.188,0.877,39.0,0.183,0.02366,gepland
2025-01-19 01:00,18,154.1,127.1,47.0,22.7,44.5,58.4,1.057,0.787,46.0,0.205,0.01973,gepland
2025-01-19 02:00,18,150.8,126.7,50.1,23.0,42.9,58.6,1.136,0.843,43.9,0.188,0.02079,gepland
2025-01-19 03:00,18,153.5,127.9,52.9,21.8,43.6,62.3,1.113,0.857,43.8,0.194,0.02083,gepland
2025-01-19 04:00,18,148.9,126.2,49.7,22.5,41.8,63.4,1.141,0.878,40.8,0.18,0.02254,gepland
2025-01-19 05:00,18,152.8,127.5,46.3,21.7,41.7,59.1,1.135,0.827,43.0,0.193,0.02125,gepland
2025-01-19 06:00,18,152.7,126.7,48.7,22.0,44.0,55.7,1.135,0.784,46.3,0.199,0.01959,gepland
2025-01-19 07:00,18,155.0,128.9,49.8,24.8,45.8,59.1,1.088,0.808,45.2,0.201,0.02012,gepland
2025-01-19 08:00,18,154.1,129.8,52.7,20.4,40.6,61.6,1.189,0.886,39.8,0.182,0.02311,gepland
2025-01-19 09:00,18,154.7,132.2,55.9,23.2,42.7,52.7,1.241,0.891,37.2,0.171,0.02487,gepland
2025-01-19 10:00,18,151.8,128.8,53.4,23.9,41.8,56.1,1.196,0.842,38.0,0.18,0.02428,gepland
2025-01-19 11:00,18,154.3,127.4,44.2,21.8,44.8,61.8,1.101,0.812,45.9,0.203,0.01979,gepland
2025-01-19 12:00,18,149.8,123.2,52.8,23.4,44.9,56.5,1.081,0.752,47.3,0.211,0.01915,gepland
